################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1         36   0.0000000000000000E+00   1.3251218986936612E+01   2.2132793962015831E+00   8.7729316745135077E-01
         1         37   0.0000000000000000E+00   2.6127744820025898E+00   2.9010182738169116E-01   1.9672865066141199E-01
         1         38   0.0000000000000000E+00   7.6958534105997165E+00   1.5385363699925827E+00   6.2270963445197858E-01
         1         39   0.0000000000000000E+00   5.4469978465357771E+00   5.4347684517827499E-01   2.9401297468954635E-01
         1         40   0.0000000000000000E+00   9.7030396614266241E+00   1.4693727938781580E+00   6.1605348706946861E-01
         1         41   0.0000000000000000E+00   2.9334851469382643E+00   2.8042342164572437E-01   1.8452532214522860E-01
         1         42   0.0000000000000000E+00   7.1895269618291069E+00   1.2063193703456081E+00   5.0659659306559623E-01
         2          1   3.1148653604192804E-03   2.2840426275781148E+01   1.0360738788911245E+01   2.4363056184674114E+00
         2          2   3.1668769985453769E-03   2.2966528015492703E+01   1.0409678354272369E+01   2.4500665314109757E+00
         2          3   2.6454932406605345E-03   2.1601547304491323E+01   9.8166439440119522E+00   2.3042298776627836E+00
         2          4   3.1219491312728248E-03   2.2812903053853844E+01   1.0282105816045398E+01   2.4362270567678963E+00
         2          5   1.8402575383589226E-03   1.9199490396118975E+01   8.7562181248189876E+00   2.0454065624799687E+00
         2          6   3.0243782353585411E-03   2.2478209560296786E+01   1.0009996557480262E+01   2.4075003881425436E+00
         2          7   1.0676687447398563E-03   1.6484362793955924E+01   7.4765975905366933E+00   1.7310646482965779E+00
         2          8   2.8837096214963669E-03   2.1992954532122738E+01   9.6294814424947095E+00   2.3687232708981374E+00
         2          9   5.1663095903310891E-04   1.3717371707672029E+01   6.1948785447457837E+00   1.4162123067431183E+00
         2         10   2.7062760222269144E-03   2.1375831381166435E+01   9.1690358567542223E+00   2.3229759068061977E+00
         2         11   1.3756048541569781E-03   2.1240894908108434E+01   9.0606364853847019E+00   2.2656364584217510E+00
         2         12   3.1108423086834806E-03   1.6047186762343550E+01   6.7888397937050202E+00   1.8024680126749575E+00
         2         13   5.9657729098887562E-04   2.0033775160643348E+01   8.0431528818679059E+00   2.1403546120109107E+00
         2         14   3.0509515584108637E-03   1.1882141064113192E+01   5.1146620705864843E+00   1.4028642466424552E+00
         2         15   1.1220514047317464E-04   1.8314936815893546E+01   6.6059869577114378E+00   1.9856365765458155E+00
         2         16   1.6679462018012031E-04   7.5825484658088476E+00   3.6409905093991144E+00   9.6317684545059112E-01
         2         17   4.0186684065819940E-07   1.5730680527306674E+01   4.2994032217187748E+00   1.7742075711342571E+00
         2         18   1.4340728104629557E-09   4.0316052720392062E+00   2.1893798663570618E+00   5.6788806403786984E-01
         2         19   0.0000000000000000E+00   5.1426649088028036E+00   1.0211599161090961E+00   4.9069185728104692E-01
         2         20   0.0000000000000000E+00   1.7021184848405312E+01   2.5913859868009599E+00   2.3554579319690361E+00
         2         21   0.0000000000000000E+00   4.2183550229346176E+00   8.4633012663052198E-01   4.1860342515795301E-01
         2         22   0.0000000000000000E+00   1.4653452660345954E+01   2.2265283818441008E+00   2.0299660428344262E+00
         2         23   0.0000000000000000E+00   4.7077995800950356E+00   9.2245239796392497E-01   4.5203056371715644E-01
         2         24   0.0000000000000000E+00   1.4859772232483953E+01   2.2399846890474100E+00   2.0667634306697371E+00
         2         25   0.0000000000000000E+00   3.8674106737761877E+00   7.6862401280909198E-01   3.8893041391884803E-01
         2         26   0.0000000000000000E+00   1.2799028746021573E+01   1.9258726601181502E+00   1.7815589126645481E+00
         2         27   0.0000000000000000E+00   1.0144737964644078E+01   1.7220138282158055E+00   1.0593438181900907E+00
         2         28   0.0000000000000000E+00   1.8643879088558496E+01   2.9411262941669185E+00   2.6799627181334276E+00
         2         29   0.0000000000000000E+00   5.7634206736668734E+00   1.0804470363831529E+00   5.6735172887447038E-01
         2         30   0.0000000000000000E+00   1.5172763657006747E+01   2.2995595023342656E+00   2.1374589448199313E+00
         2         31   0.0000000000000000E+00   9.1152325783560961E+00   1.5135832691439366E+00   9.4559933997842982E-01
         2         32   0.0000000000000000E+00   1.6043614417602992E+01   2.5210116782481919E+00   2.3366632191605672E+00
         2         33   0.0000000000000000E+00   5.3061650208304201E+00   9.6223044934318269E-01   5.1623087173343341E-01
         2         34   0.0000000000000000E+00   1.3107545762611352E+01   1.9696588584474382E+00   1.8602046445154059E+00
         2         35   0.0000000000000000E+00   8.2042551765969574E+00   1.3351747435872672E+00   8.4895516736892318E-01
         2         36   0.0000000000000000E+00   1.3855922798871942E+01   2.1688813102558910E+00   2.0441073613103842E+00
         2         37   0.0000000000000000E+00   3.6085709353029176E+00   6.6782072941711224E-01   3.5302630651901767E-01
         2         38   0.0000000000000000E+00   9.6061335879550480E+00   1.4092176907872682E+00   1.3608467552109584E+00
         2         39   0.0000000000000000E+00   6.0665489545987032E+00   9.3446931090354590E-01   6.3404356151074992E-01
         2         40   0.0000000000000000E+00   9.6380474634226641E+00   1.4097692802749568E+00   1.3945895007101858E+00
         2         41   0.0000000000000000E+00   4.1430918333100717E+00   6.2225769550330634E-01   3.7094329917456437E-01
         2         42   0.0000000000000000E+00   7.4838254374518396E+00   1.0975576648747165E+00   1.0987603427376669E+00
         3          1   0.0000000000000000E+00   3.1496207249563820E+01   1.0163579205867206E+01   4.3532306088128392E+00
         3          2   0.0000000000000000E+00   3.1653892179617749E+01   1.0221458566487673E+01   4.3698188636119077E+00
         3          3   0.0000000000000000E+00   2.9875762511963075E+01   9.5751068608652794E+00   4.1690903592415642E+00
         3          4   0.0000000000000000E+00   3.1389082010078294E+01   1.0127503552423175E+01   4.3287550625769295E+00
         3          5   0.0000000000000000E+00   2.6659966777490890E+01   8.4274665397550557E+00   3.7982142083849952E+00
         3          6   0.0000000000000000E+00   3.0815138043745314E+01   9.9264274360394165E+00   4.2395794058544718E+00
         3          7   0.0000000000000000E+00   2.2695872632375512E+01   7.0432004540423900E+00   3.3245297629785147E+00
         3          8   0.0000000000000000E+00   2.9990266177680315E+01   9.6435819985468694E+00   4.1110022150240288E+00
         3          9   0.0000000000000000E+00   1.8602837243022460E+01   5.6621331946032232E+00   2.8117155065571362E+00
         3         10   0.0000000000000000E+00   2.8953642949033338E+01   9.2983969986068367E+00   3.9487527174528081E+00
         3         11   0.0000000000000000E+00   2.8893787590736892E+01   8.8800785964467863E+00   4.1780309502325714E+00
         3         12   0.0000000000000000E+00   2.1371866633379586E+01   7.1800547408801769E+00   2.7274841881384329E+00
         3         13   0.0000000000000000E+00   2.6800906776365238E+01   7.8681865556594346E+00   4.0369859902036014E+00
         3         14   0.0000000000000000E+00   1.5664708803300567E+01   5.6070402136177018E+00   1.8566025155059043E+00
         3         15   0.0000000000000000E+00   2.3998859422624868E+01   6.4438483567755522E+00   3.8429034867817315E+00
         3         16   0.0000000000000000E+00   1.0031539390228822E+01   4.0310991415177746E+00   1.1020109214026497E+00
         3         17   0.0000000000000000E+00   1.9629211665361257E+01   4.2313040130005275E+00   3.5012963516253972E+00
         3         18   0.0000000000000000E+00   5.4872199980187881E+00   2.3133042379435644E+00   5.8024363907281817E-01
         3         19   0.0000000000000000E+00   5.0901664482776630E+00   5.7248734377465482E-01   8.2994539821767632E-01
         3         20   0.0000000000000000E+00   2.9376111674341253E+01   3.1343385748094494E+00   4.4905210246696816E+00
         3         21   0.0000000000000000E+00   3.5330237909401365E+00   3.9703587652241878E-01   5.7891465193684988E-01
         3         22   0.0000000000000000E+00   2.4656693457132011E+01   2.6913694789651759E+00   3.7738055091102969E+00
         3         23   0.0000000000000000E+00   4.4193061144746641E+00   4.9794033628499140E-01   7.2607838753900789E-01
         3         24   0.0000000000000000E+00   2.5709590438675427E+01   2.7181235950118494E+00   3.9605349181616787E+00
         3         25   0.0000000000000000E+00   3.0670598590425917E+00   3.4527836056777422E-01   5.0573833066026830E-01
         3         26   0.0000000000000000E+00   2.1565248157171435E+01   2.3350687841877535E+00   3.3265644312713238E+00
         3         27   0.0000000000000000E+00   1.4196198470344514E+01   1.4325635543519291E+00   2.2250887829928665E+00
         3         28   0.0000000000000000E+00   3.5006981559669804E+01   3.5297355742725527E+00   5.4256267777289597E+00
         3         29   0.0000000000000000E+00   6.4603509568908786E+00   6.9738612343036088E-01   1.0400147962338957E+00
         3         30   0.0000000000000000E+00   2.7271134046216169E+01   2.7945581433509856E+00   4.2342947629260079E+00
         3         31   0.0000000000000000E+00   1.2306732266901752E+01   1.2325169655609793E+00   1.9400511580293489E+00
         3         32   0.0000000000000000E+00   3.0436803505554934E+01   3.0343952988236804E+00   4.7475773029886472E+00
         3         33   0.0000000000000000E+00   5.5756225638883272E+00   6.0083279874975271E-01   9.0378989289773659E-01
         3         34   0.0000000000000000E+00   2.3713911108771971E+01   2.4027111320124517E+00   3.7050301857643810E+00
         3         35   0.0000000000000000E+00   1.0699666893915303E+01   1.0642180649552324E+00   1.6961870700660793E+00
         3         36   0.0000000000000000E+00   2.6534052752196377E+01   2.6182271349241573E+00   4.1652251193379337E+00
         3         37   0.0000000000000000E+00   2.8111937666447888E+00   3.1890441820390109E-01   4.7364983534427790E-01
         3         38   0.0000000000000000E+00   1.6834992217893198E+01   1.7290212823951512E+00   2.6492824243055906E+00
         3         39   0.0000000000000000E+00   7.1439672685253024E+00   6.9881185535472068E-01   1.1509906183450029E+00
         3         40   0.0000000000000000E+00   1.7836276370591079E+01   1.7164935037442370E+00   2.8535601540757565E+00
         3         41   0.0000000000000000E+00   3.1817379066011373E+00   3.4178328641945260E-01   5.3012553978702892E-01
         3         42   0.0000000000000000E+00   1.3890208997280791E+01   1.3594649348089676E+00   2.2265980840011941E+00
         4          1   0.0000000000000000E+00   2.7232649041713763E+01   9.0482261334971845E+00   1.9606228901235436E+00
         4          2   0.0000000000000000E+00   2.7365811670892899E+01   9.1046296622449621E+00   1.9692481224429850E+00
         4          3   0.0000000000000000E+00   2.5847126415733992E+01   8.4961264571481401E+00   1.8681667482730342E+00
         4          4   0.0000000000000000E+00   2.7124631720993914E+01   9.0350989391441416E+00   1.9500322759460376E+00
         4          5   0.0000000000000000E+00   2.3097937923164494E+01   7.4197684587460122E+00   1.6902971615091757E+00
         4          6   0.0000000000000000E+00   2.6603020535495183E+01   8.8861971027624733E+00   1.9099653186951331E+00
         4          7   0.0000000000000000E+00   1.9681759696694318E+01   6.1228738988259686E+00   1.4800522650994152E+00
         4          8   0.0000000000000000E+00   2.5856158658021027E+01   8.6764638890981836E+00   1.8560194749376544E+00
         4          9   0.0000000000000000E+00   1.6130832341117436E+01   4.8326189022185391E+00   1.2737605724937591E+00
         4         10   0.0000000000000000E+00   2.4922562279396143E+01   8.4199141521753535E+00   1.7939307784318292E+00
         4         11   0.0000000000000000E+00   2.4946226797937584E+01   7.8860579786022909E+00   1.8192692669569386E+00
         4         12   0.0000000000000000E+00   1.8255847101737210E+01   6.6485702168664798E+00   1.3686447082845490E+00
         4         13   0.0000000000000000E+00   2.3075987448910922E+01   6.9700801542868192E+00   1.7166496480273383E+00
         4         14   0.0000000000000000E+00   1.3286062315877231E+01   5.2858001731721771E+00   1.1015879466537848E+00
         4         15   0.0000000000000000E+00   2.0363193413558356E+01   5.6805185353269838E+00   1.5890915163223245E+00
         4         16   0.0000000000000000E+00   8.8895341867107973E+00   3.8045131069145390E+00   8.2184153459638043E-01
         4         17   0.0000000000000000E+00   1.6616099753223363E+01   3.6654074528900362E+00   1.4151993538172696E+00
         4         18   0.0000000000000000E+00   4.9976740713924759E+00   2.1099086484827465E+00   4.8925988304755830E-01
         4         19   0.0000000000000000E+00   3.9445050969876845E+00   2.4529225565072046E-01   2.6307787597690258E-01
         4         20   0.0000000000000000E+00   2.1851207714547069E+01   2.4670220170940271E+00   1.6984210269756768E+00
         4         21   0.0000000000000000E+00   2.7011009528179950E+00   1.6509174516167752E-01   1.9292927696850207E-01
         4         22   0.0000000000000000E+00   1.8383487992350524E+01   2.1927177344785562E+00   1.4619763957855776E+00
         4         23   0.0000000000000000E+00   3.4319439155089233E+00   2.1034473737378170E-01   2.3357098208503196E-01
         4         24   0.0000000000000000E+00   1.9154718242326890E+01   2.1533654426436524E+00   1.5033863259700573E+00
         4         25   0.0000000000000000E+00   2.3469366169942818E+00   1.4181133891612949E-01   1.7139894225785318E-01
         4         26   0.0000000000000000E+00   1.6112642151768966E+01   1.9187576304666729E+00   1.2943040467662048E+00
         4         27   0.0000000000000000E+00   1.0621492677363680E+01   7.0593966510917383E-01   6.8530126508150013E-01
         4         28   0.0000000000000000E+00   2.5975117572366795E+01   2.5284882917755884E+00   1.9363660992567682E+00
         4         29   0.0000000000000000E+00   4.9383010577162736E+00   3.0720350287714743E-01   3.2211057879857097E-01
         4         30   0.0000000000000000E+00   2.0291925952719350E+01   2.1297521295435624E+00   1.5679919775457110E+00
         4         31   0.0000000000000000E+00   9.1991526878509635E+00   5.9805510734559875E-01   6.0365147933286689E-01
         4         32   0.0000000000000000E+00   2.2575473443821469E+01   2.1806742221752815E+00   1.7067983013684631E+00
         4         33   0.0000000000000000E+00   4.2639191041468552E+00   2.6044384091648176E-01   2.8377651046133079E-01
         4         34   0.0000000000000000E+00   1.7640239860117383E+01   1.8430629557461642E+00   1.3825946477616042E+00
         4         35   0.0000000000000000E+00   7.9909338497424791E+00   5.0903455485196680E-01   5.3370980978226901E-01
         4         36   0.0000000000000000E+00   1.9680310607149575E+01   1.8896785508309788E+00   1.5115250080221430E+00
         4         37   0.0000000000000000E+00   2.1939836206014549E+00   1.2915262424005514E-01   1.6010487524989578E-01
         4         38   0.0000000000000000E+00   1.2580488011041135E+01   1.4077330825948826E+00   1.0318830156732686E+00
         4         39   0.0000000000000000E+00   5.3238223871518704E+00   3.2242470753278146E-01   3.7650391835568470E-01
         4         40   0.0000000000000000E+00   1.3258449775793679E+01   1.2625863345513573E+00   1.0783233517911894E+00
         4         41   0.0000000000000000E+00   2.4341850202908102E+00   1.4033334280100854E-01   1.7630367038418704E-01
         4         42   0.0000000000000000E+00   1.0368812408932609E+01   1.0804949698195834E+00   8.7627941205572191E-01
