################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.8546482569252078E+01 a         1     0     1     1     1
 -3.1935303732667403E+01 a         2     0     1     1     2
 -4.8242533629486717E+00 a         3     0     1     1     3
 -8.5898135851085868E+00 a         4     0     1     1     4
 -2.7398922930761507E+00 a         5     0     1     1     5
 -6.7152101605095202E-02 a         6     0     1     1     6
 -8.3000569647003957E+00 a         7     0     1     1     7
 -1.9338203751436204E+01 a         8     0     1     1     8
 -1.8707893745622017E+00 a         9     0     1     1     9
 -2.8453819445537132E+01 a        10     0     1     1    10
 -3.3220240360785336E-01 a        11     0     1     1    11
  1.2733661657035966E+00 a        12     0     1     1    12
 -2.4111452076680400E+00 a        13     0     1     1    13
  2.3669395609210770E+01 a        14     0     1     1    14
  7.7352710996336471E+00 a        15     0     1     1    15
  1.3200510312080652E+01 a        16     0     1     1    16
  3.4441623294399143E+01 a        17     0     1     1    17
 -4.4387994723491122E+00 a        18     0     1     1    18
  3.2759247134511815E+00 a        19     0     1     1    19
  8.8897135587749343E+00 a        20     0     1     1    20
 -1.0825381321636200E+01 a        21     0     1     1    21
  9.1258909695354955E+00 a        22     0     1     1    22
 -1.7505437650055562E+00 a        23     0     1     1    23
 -7.6061515854116706E+01 a        24     0     1     1    24
  3.7318965801314683E+01 a        25     0     1     1    25
  3.0947226971686675E+01 a        26     0     1     1    26
  2.7244513571798624E+01 a        27     0     1     1    27
 -1.8790558114157483E+00 a        28     0     1     1    28
 -1.1566011373190602E+01 a        29     0     1     1    29
 -1.2989753193841949E+01 a        30     0     1     1    30
 -2.8443031308252316E+01 a        31     0     1     1    31
 -2.6280281550100084E+00 a        32     0     1     1    32
 -1.0652455610256844E+01 a        33     0     1     1    33
  5.0491724539702521E+00 a        34     0     1     1    34
  7.6564715544236019E+00 a        35     0     1     1    35
 -3.5109069999067715E+00 a        36     0     1     1    36
  4.9265384847007923E+00 a        37     0     1     1    37
  1.4357485471194093E+02 a        38     0     1     1    38
 -3.7931858852527283E+00 a        39     0     1     1    39
  2.6521303542689502E+01 a        40     0     1     1    40
  7.0923554640208920E+01 a        41     0     1     1    41
  4.5784973745647648E+01 a        42     0     1     1    42
 -3.3226284482404602E+00 a        43     0     1     1    43
 -9.8647966302216405E-01 a        44     0     1     1    44
 -1.9431336806031318E+01 a        45     0     1     1    45
 -9.4580459627795044E+00 a        46     0     1     1    46
 -1.7579386414762446E+01 a        47     0     1     1    47
  3.8186402233496181E-01 a        48     0     1     1    48
  8.5202545478316907E+00 a        49     0     1     1    49
  9.2577558374123399E+00 a        50     0     1     1    50
 -1.9558244723251786E+01 a        51     0     2     1     1
 -2.9915702748353976E+01 a        52     0     2     1     2
 -5.3629144809492644E+00 a        53     0     2     1     3
 -8.7391001034959341E+00 a        54     0     2     1     4
 -2.6327819322568419E-01 a        55     0     2     1     5
 -2.1723970366456932E-01 a        56     0     2     1     6
 -8.8176369748103589E+00 a        57     0     2     1     7
 -2.0510350469283662E+01 a        58     0     2     1     8
 -2.3527637962335812E+00 a        59     0     2     1     9
 -2.3696248173999923E+01 a        60     0     2     1    10
  3.2843916621046404E-01 a        61     0     2     1    11
  3.6530229679900770E+00 a        62     0     2     1    12
 -2.3793402442413467E+00 a        63     0     2     1    13
  2.6612446965037485E+01 a        64     0     2     1    14
  8.1019265863815555E+00 a        65     0     2     1    15
  1.6338706813664206E+01 a        66     0     2     1    16
  2.3980709988255995E+01 a        67     0     2     1    17
 -4.4225506547868481E+00 a        68     0     2     1    18
  2.1478958364826219E+00 a        69     0     2     1    19
  1.0954181019132436E+01 a        70     0     2     1    20
 -1.1980476728313056E+01 a        71     0     2     1    21
  9.6011254785841338E+00 a        72     0     2     1    22
 -3.6647451056992839E+00 a        73     0     2     1    23
 -7.2862457276504102E+01 a        74     0     2     1    24
  3.6429266709019224E+01 a        75     0     2     1    25
  2.5800894601579326E+01 a        76     0     2     1    26
  2.2593597146793083E+01 a        77     0     2     1    27
 -5.0844471230918655E+00 a        78     0     2     1    28
 -1.2105261913174079E+01 a        79     0     2     1    29
 -1.3873113596779131E+01 a        80     0     2     1    30
 -2.4976607359072720E+01 a        81     0     2     1    31
  2.9080874873363871E-01 a        82     0     2     1    32
 -7.7874495887814223E+00 a        83     0     2     1    33
  3.4928796988999511E+00 a        84     0     2     1    34
  8.0737290668388564E+00 a        85     0     2     1    35
 -3.1321162979034725E+00 a        86     0     2     1    36
  4.3322114648136330E+00 a        87     0     2     1    37
  1.2654153963906577E+02 a        88     0     2     1    38
 -2.3948502358687280E+00 a        89     0     2     1    39
  2.8942692632004142E+01 a        90     0     2     1    40
  6.2527250129358137E+01 a        91     0     2     1    41
  3.6246957309176423E+01 a        92     0     2     1    42
 -3.7480281622086782E+00 a        93     0     2     1    43
 -1.4353614265653201E+00 a        94     0     2     1    44
 -2.1321494071352724E+01 a        95     0     2     1    45
 -1.2901226054211836E+01 a        96     0     2     1    46
 -1.8191103147506475E+01 a        97     0     2     1    47
 -4.6614973355509282E-01 a        98     0     2     1    48
  1.1525588099766422E+01 a        99     0     2     1    49
  9.8842469738681995E+00 a       100     0     2     1    50
 -9.0814719352697271E+00 a       101     0     3     1     1
 -2.5865658383800714E+01 a       102     0     3     1     2
 -3.9084508915969089E+00 a       103     0     3     1     3
 -6.2819577707225740E+00 a       104     0     3     1     4
 -1.3024081226008819E+01 a       105     0     3     1     5
  5.9984291380964516E-01 a       106     0     3     1     6
 -3.9756793958065000E+00 a       107     0     3     1     7
 -8.8847376986621356E+00 a       108     0     3     1     8
  1.6829953336952053E+00 a       109     0     3     1     9
 -3.5092399862298208E+01 a       110     0     3     1    10
 -1.4473711641104638E+00 a       111     0     3     1    11
 -7.3118470132635522E+00 a       112     0     3     1    12
  1.4326561991237146E-02 a       113     0     3     1    13
  5.5542994660255776E+00 a       114     0     3     1    14
  2.6933694017912067E+00 a       115     0     3     1    15
 -5.3076011595884260E+00 a       116     0     3     1    16
  5.8291964694726978E+01 a       117     0     3     1    17
 -2.7027141600229099E+00 a       118     0     3     1    18
  7.3621882182749943E+00 a       119     0     3     1    19
 -1.3242236627264061E+00 a       120     0     3     1    20
 -3.5283748661043037E+00 a       121     0     3     1    21
  4.6052686646410113E+00 a       122     0     3     1    22
  5.2266304532706753E+00 a       123     0     3     1    23
 -5.3234512302721257E+01 a       124     0     3     1    24
  2.2520794303013552E+01 a       125     0     3     1    25
  3.7471669193905733E+01 a       126     0     3     1    26
  3.6212187879383222E+01 a       127     0     3     1    27
  1.1473949351117009E+01 a       128     0     3     1    28
 -6.5998693246988251E+00 a       129     0     3     1    29
 -6.3424221865874122E+00 a       130     0     3     1    30
 -2.7015446673273026E+01 a       131     0     3     1    31
 -1.4883892688611070E+01 a       132     0     3     1    32
