################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.8388433835171425E-01 a         1     0     1     1     1
  7.9634770604849550E+00 a         2     0     1     1     2
  5.3214653567698917E+00 a         3     0     1     1     3
 -1.8620819128299504E+00 a         4     0     1     1     4
  8.4117351981515665E+00 a         5     0     1     1     5
  4.0460059649633653E+00 a         6     0     1     1     6
 -1.0805643759369925E-01 a         7     0     1     1     7
  1.1685626285168720E+01 a         8     0     1     1     8
  1.1753036143560330E-01 a         9     0     1     1     9
 -1.2119445860108369E+00 a        10     0     1     1    10
 -6.9822372657223051E+00 a        11     0     1     1    11
  7.1562924641797503E+00 a        12     0     1     1    12
 -5.0875246788583350E+00 a        13     0     1     1    13
  1.7992744826041869E+02 a        14     0     1     1    14
  7.8356636917377562E+00 a        15     0     1     1    15
 -2.1001204604198054E+00 a        16     0     1     1    16
  1.1325176944596978E-01 a        17     0     1     1    17
  1.2646828411329167E+01 a        18     0     1     1    18
 -3.8126580237100764E+00 a        19     0     1     1    19
 -1.2513134015426193E+01 a        20     0     1     1    20
 -1.0507113312257031E+01 a        21     0     1     1    21
 -2.1963467460872717E+00 a        22     0     1     1    22
  1.4447636432380730E+01 a        23     0     1     1    23
  4.9095329355014750E+00 a        24     0     1     1    24
 -2.7319145361716124E-01 a        25     0     1     1    25
  6.0135951783452590E+00 a        26     0     1     1    26
 -1.7338325745829209E+01 a        27     0     1     1    27
  1.2956278128943508E+01 a        28     0     1     1    28
 -4.7308773978924243E+00 a        29     0     1     1    29
 -6.8694117400550256E+00 a        30     0     1     1    30
  1.0795742200372802E+01 a        31     0     1     1    31
 -1.7043896949628397E+01 a        32     0     1     1    32
 -2.4997543367547735E+01 a        33     0     1     1    33
 -2.0533386021447586E+00 a        34     0     1     1    34
  1.0896878236384998E+01 a        35     0     1     1    35
  2.5796469093602186E+00 a        36     0     1     1    36
  2.0793082096027618E+01 a        37     0     1     1    37
 -1.3150912502667911E+01 a        38     0     1     1    38
  8.7274197666887936E+00 a        39     0     1     1    39
 -2.8249709474054763E+00 a        40     0     1     1    40
 -8.2518891839089946E+01 a        41     0     1     1    41
 -1.3584549686373517E+00 a        42     0     1     1    42
  7.9115930580409799E-01 a        43     0     1     1    43
 -5.8910812520075346E+00 a        44     0     1     1    44
  8.8560613368135899E-01 a        45     0     1     1    45
 -1.2587968201429584E+01 a        46     0     1     1    46
  7.0182879223566532E+00 a        47     0     1     1    47
 -2.8175219118116569E+01 a        48     0     1     1    48
 -1.2347191515595165E+01 a        49     0     1     1    49
  8.3679280791048853E+00 a        50     0     1     1    50
  1.2012275459054726E+00 a        51     0     2     1     1
  8.4792433974137538E+00 a        52     0     2     1     2
  1.0856968819556643E+01 a        53     0     2     1     3
 -2.4350294689751930E+00 a        54     0     2     1     4
  3.0098226881136476E+00 a        55     0     2     1     5
 -1.1447855980044091E+01 a        56     0     2     1     6
 -2.9630794076474287E+00 a        57     0     2     1     7
  9.4538040704787232E+00 a        58     0     2     1     8
  1.4968146103496838E+00 a        59     0     2     1     9
  2.0776278309471966E-01 a        60     0     2     1    10
 -7.4116112917361940E+00 a        61     0     2     1    11
  1.1013361595060971E+01 a        62     0     2     1    12
 -1.1136933728028453E+01 a        63     0     2     1    13
  1.5455042935980660E+02 a        64     0     2     1    14
  3.4041285705368813E+00 a        65     0     2     1    15
 -2.5615739641002397E+00 a        66     0     2     1    16
  3.3877897910859871E+00 a        67     0     2     1    17
  1.1289096507012273E+01 a        68     0     2     1    18
 -2.0858903218993010E+00 a        69     0     2     1    19
 -1.3470589602313487E+01 a        70     0     2     1    20
 -4.0179261462893594E+00 a        71     0     2     1    21
 -3.0425324309098105E+00 a        72     0     2     1    22
  1.2826645549585901E+01 a        73     0     2     1    23
  7.0947889958273329E+00 a        74     0     2     1    24
 -5.2915484839618654E-01 a        75     0     2     1    25
  6.3356264328911234E+00 a        76     0     2     1    26
 -2.3447469110654549E+01 a        77     0     2     1    27
  5.6803530030609428E+00 a        78     0     2     1    28
 -2.2668098285570535E+00 a        79     0     2     1    29
 -2.4773274639741376E+00 a        80     0     2     1    30
  1.2091469233605137E+01 a        81     0     2     1    31
 -2.4155833609144391E+01 a        82     0     2     1    32
 -2.6577304950287221E+01 a        83     0     2     1    33
 -6.9718426528482178E+00 a        84     0     2     1    34
  1.2620250754560207E+01 a        85     0     2     1    35
  1.6863763423902196E+00 a        86     0     2     1    36
  2.1444816813435835E+01 a        87     0     2     1    37
 -1.3327644550379578E+01 a        88     0     2     1    38
  5.5678149542134667E+00 a        89     0     2     1    39
 -3.5186570580307869E-01 a        90     0     2     1    40
 -6.7153683238459379E+01 a        91     0     2     1    41
 -7.4043366461893523E-01 a        92     0     2     1    42
  3.8036107776489088E+00 a        93     0     2     1    43
 -3.6259093606966721E+00 a        94     0     2     1    44
  1.4616521723385483E+00 a        95     0     2     1    45
 -1.0825691846847283E+01 a        96     0     2     1    46
  8.5656767153644520E+00 a        97     0     2     1    47
 -2.4341727330839458E+01 a        98     0     2     1    48
 -7.8902817394038518E+00 a        99     0     2     1    49
  9.7956875756797768E+00 a       100     0     2     1    50
 -2.5530042482622894E+00 a       101     0     3     1     1
  3.8648860783762453E+00 a       102     0     3     1     2
