################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.0960585050839953E+00 a         1     0     1     1     1
  8.0857210330752906E+01 a         2     0     1     1     2
  4.0465988017916130E+00 a         3     0     1     1     3
 -1.9476038224208317E+01 a         4     0     1     1     4
  8.1792439442186975E+00 a         5     0     1     1     5
 -1.2494396571489247E+01 a         6     0     1     1     6
 -1.7780598107661241E+01 a         7     0     1     1     7
 -1.0280189836385986E+01 a         8     0     1     1     8
  1.6488311311036167E+01 a         9     0     1     1     9
 -1.6090032679566402E+01 a        10     0     1     1    10
  2.8570739996985708E+01 a        11     0     1     1    11
 -1.4215829006301629E+01 a        12     0     1     1    12
  1.0138734194305101E+00 a        13     0     1     1    13
  1.5849346601771687E+01 a        14     0     1     1    14
 -1.8144877588714486E+01 a        15     0     1     1    15
  4.8208962103597443E+01 a        16     0     1     1    16
  7.9434320600750041E+00 a        17     0     1     1    17
 -5.7517692093320267E+00 a        18     0     1     1    18
 -3.2380608766062219E-01 a        19     0     1     1    19
 -9.7469578631524290E-01 a        20     0     1     1    20
  1.5569313163460437E+01 a        21     0     1     1    21
 -2.0547549583812767E+01 a        22     0     1     1    22
  3.5884263680561244E+00 a        23     0     1     1    23
  1.4159570489066503E+01 a        24     0     1     1    24
 -1.8956433895364524E+00 a        25     0     1     1    25
 -4.0021733435465386E+01 a        26     0     1     1    26
  4.2270737635373958E+00 a        27     0     1     1    27
  1.4942667929604320E+02 a        28     0     1     1    28
 -1.6627344849208999E+01 a        29     0     1     1    29
  1.5188353353816314E+01 a        30     0     1     1    30
  3.8302749968705152E+00 a        31     0     1     1    31
  1.6183905851077474E-01 a        32     0     1     1    32
  7.0333664803249519E+01 a        33     0     1     1    33
 -2.3434766187273684E+01 a        34     0     1     1    34
 -3.4754312279273929E+00 a        35     0     1     1    35
  1.2650933087557014E+01 a        36     0     1     1    36
  3.8185699778768800E+01 a        37     0     1     1    37
 -2.9549098591884523E+01 a        38     0     1     1    38
 -1.0461671700248010E+01 a        39     0     1     1    39
  1.1011121528295327E+01 a        40     0     1     1    40
  3.4960265941324337E+01 a        41     0     1     1    41
  9.7800002436799801E+01 a        42     0     1     1    42
  2.6320631546728450E+01 a        43     0     1     1    43
 -5.0382190514053818E+01 a        44     0     1     1    44
  4.8536156543370048E+01 a        45     0     1     1    45
  3.7928767523177975E+00 a        46     0     1     1    46
  2.0407740917145935E+02 a        47     0     1     1    47
  1.9647887821854194E+01 a        48     0     1     1    48
  4.3634576422903093E+00 a        49     0     1     1    49
 -1.5340878251487528E+01 a        50     0     1     1    50
 -4.0351655124746779E+00 a        51     0     2     1     1
  7.4730131141423115E+01 a        52     0     2     1     2
  4.9223963111166800E+00 a        53     0     2     1     3
 -1.9712928893066749E+01 a        54     0     2     1     4
  1.0835550171033210E+01 a        55     0     2     1     5
 -1.2352267194562659E+01 a        56     0     2     1     6
 -2.0435175922841402E+01 a        57     0     2     1     7
 -2.5123016198103563E+00 a        58     0     2     1     8
  1.6255040656541990E+01 a        59     0     2     1     9
 -1.2059989275624700E+01 a        60     0     2     1    10
  2.1975897454882826E+01 a        61     0     2     1    11
 -1.0856331567160060E+01 a        62     0     2     1    12
  1.7627443743094076E+00 a        63     0     2     1    13
  1.8606391726405281E+01 a        64     0     2     1    14
 -1.3039208456106445E+01 a        65     0     2     1    15
  3.8709745018185565E+01 a        66     0     2     1    16
  7.8169052710002349E+00 a        67     0     2     1    17
 -6.2488138614812554E+00 a        68     0     2     1    18
  1.1902230789487698E+00 a        69     0     2     1    19
  6.7540383227942669E-01 a        70     0     2     1    20
  1.6327009784469876E+01 a        71     0     2     1    21
 -2.4516085868928162E+01 a        72     0     2     1    22
  4.0360559521857784E+00 a        73     0     2     1    23
  1.0137294938373962E+01 a        74     0     2     1    24
 -2.3389839738483849E+00 a        75     0     2     1    25
 -3.6145405443352438E+01 a        76     0     2     1    26
  3.8907829373866427E+00 a        77     0     2     1    27
  1.2782895874178293E+02 a        78     0     2     1    28
 -1.4197647605852802E+01 a        79     0     2     1    29
  1.6546655831473487E+01 a        80     0     2     1    30
  5.7931927710958844E+00 a        81     0     2     1    31
 -1.3257650811800252E+00 a        82     0     2     1    32
  6.6216086284427888E+01 a        83     0     2     1    33
 -2.1163676380389024E+01 a        84     0     2     1    34
 -7.0557008590056611E+00 a        85     0     2     1    35
  1.3076228984687580E+01 a        86     0     2     1    36
  3.6443667020811873E+01 a        87     0     2     1    37
 -1.9295641958799060E+01 a        88     0     2     1    38
 -1.2821811584128284E+01 a        89     0     2     1    39
  1.3164138289337920E+01 a        90     0     2     1    40
  2.8903670430561316E+01 a        91     0     2     1    41
  8.3010715961681043E+01 a        92     0     2     1    42
  1.9998367296287768E+01 a        93     0     2     1    43
 -4.2482972653602111E+01 a        94     0     2     1    44
  4.9638533206419631E+01 a        95     0     2     1    45
  1.5915424897610656E+01 a        96     0     2     1    46
  1.8475128508714135E+02 a        97     0     2     1    47
  1.7063520728541626E+01 a        98     0     2     1    48
  6.8284903488090016E+00 a        99     0     2     1    49
 -1.1432794922448032E+01 a       100     0     2     1    50
 -7.5319219228611791E+00 a       101     0     3     1     1
  7.0392118123584510E+01 a       102     0     3     1     2
 -7.3361334347471852E-01 a       103     0     3     1     3
 -1.1976360179930362E+01 a       104     0     3     1     4
 -2.9201783687974672E+00 a       105     0     3     1     5
 -6.2536915465861567E+00 a       106     0     3     1     6
 -1.3599701445583092E+00 a       107     0     3     1     7
 -3.5906959451736626E+01 a       108     0     3     1     8
  7.2730947232557375E+00 a       109     0     3     1     9
 -2.4905077186649279E+01 a       110     0     3     1    10
  4.3047061643331581E+01 a       111     0     3     1    11
 -2.1961771252869738E+01 a       112     0     3     1    12
 -2.0704652378932353E+00 a       113     0     3     1    13
 -2.0650288904438261E+00 a       114     0     3     1    14
 -2.9321979461799181E+01 a       115     0     3     1    15
  6.6399579080114776E+01 a       116     0     3     1    16
  4.1205273039640442E+00 a       117     0     3     1    17
 -1.6368334314373840E+00 a       118     0     3     1    18
 -8.2190182829409526E+00 a       119     0     3     1    19
 -8.0510052422151315E+00 a       120     0     3     1    20
  3.7694695625122834E+00 a       121     0     3     1    21
  2.1651178028846250E+00 a       122     0     3     1    22
 -9.1653807631513273E-01 a       123     0     3     1    23
  2.3928464721420944E+01 a       124     0     3     1    24
 -3.5402053649082349E-01 a       125     0     3     1    25
 -4.0882778798771767E+01 a       126     0     3     1    26
  4.8150871390750769E+00 a       127     0     3     1    27
  1.7043729495201345E+02 a       128     0     3     1    28
 -1.8352486937323871E+01 a       129     0     3     1    29
  3.5379459055921600E+00 a       130     0     3     1    30
 -5.4050449822282944E+00 a       131     0     3     1    31
  7.5925905029614347E+00 a       132     0     3     1    32
  6.1417188788149851E+01 a       133     0     3     1    33
 -2.2581976019124625E+01 a       134     0     3     1    34
  1.2384783500016242E+01 a       135     0     3     1    35
  7.3782414888990928E+00 a       136     0     3     1    36
  3.6946339500911293E+01 a       137     0     3     1    37
 -5.6429831769094427E+01 a       138     0     3     1    38
  4.7959002069935801E+00 a       139     0     3     1    39
 -2.4119973390854250E+00 a       140     0     3     1    40
  4.4127363089239907E+01 a       141     0     3     1    41
  1.1428342196300859E+02 a       142     0     3     1    42
  3.6635983294641086E+01 a       143     0     3     1    43
 -5.7383446664084140E+01 a       144     0     3     1    44
  2.6146556783470704E+01 a       145     0     3     1    45
 -4.5308674123587195E+01 a       146     0     3     1    46
  1.9204698392770280E+02 a       147     0     3     1    47
  2.3304617759302840E+01 a       148     0     3     1    48
 -4.5043174039536940E+00 a       149     0     3     1    49
 -2.4311473059521919E+01 a       150     0     3     1    50
  2.7153485654929450E+00 a       151     0     4     1     1
  1.2487805620194969E+01 a       152     0     4     1     2
  7.0064620262760489E+00 a       153     0     4     1     3
 -1.1284665094624339E+01 a       154     0     4     1     4
  1.8845367296567666E+01 a       155     0     4     1     5
 -7.8945156406302042E+00 a       156     0     4     1     6
 -2.4223578365796197E+01 a       157     0     4     1     7
  3.4517571089753915E+01 a       158     0     4     1     8
  6.7608376750151260E+00 a       159     0     4     1     9
  1.1431657466121802E+01 a       160     0     4     1    10
 -9.9368998190949878E+00 a       161     0     4     1    11
  9.0117533985005185E+00 a       162     0     4     1    12
  2.1691902513396495E+00 a       163     0     4     1    13
  2.2547511477794188E+01 a       164     0     4     1    14
  2.0057548135214603E+01 a       165     0     4     1    15
 -2.3546070869718868E+01 a       166     0     4     1    16
  1.1204522521143252E+00 a       167     0     4     1    17
 -7.1788507734875999E+00 a       168     0     4     1    18
  7.0034467462837950E+00 a       169     0     4     1    19
  7.6436314305984894E+00 a       170     0     4     1    20
  1.2005528115794895E+01 a       171     0     4     1    21
 -3.4678452642357378E+01 a       172     0     4     1    22
  1.4008253948894989E+00 a       173     0     4     1    23
 -1.4058377258366182E+01 a       174     0     4     1    24
 -3.8563947099880602E+00 a       175     0     4     1    25
 -3.5253608244646735E+00 a       176     0     4     1    26
  9.2352807266820702E-01 a       177     0     4     1    27
 -3.4565653331901352E+01 a       178     0     4     1    28
  4.1828458459323645E+00 a       179     0     4     1    29
  1.6661341393996647E+01 a       180     0     4     1    30
  1.0309767306284090E+01 a       181     0     4     1    31
 -5.3977599571426582E+00 a       182     0     4     1    32
  2.4655540007995263E+01 a       183     0     4     1    33
  2.7519519021133343E+00 a       184     0     4     1    34
 -2.0436476778339500E+01 a       185     0     4     1    35
  8.8411922409168557E+00 a       186     0     4     1    36
  2.0348277026031205E+01 a       187     0     4     1    37
  3.2876317937145885E+01 a       188     0     4     1    38
 -1.6019019013650119E+01 a       189     0     4     1    39
  1.3340290647769312E+01 a       190     0     4     1    40
 -8.8675252284919548E+00 a       191     0     4     1    41
 -2.5987006783917248E+01 a       192     0     4     1    42
 -2.2351894623302965E+01 a       193     0     4     1    43
  1.5561250468082237E+01 a       194     0     4     1    44
  3.6786572969610035E+01 a       195     0     4     1    45
  6.4661773131193470E+01 a       196     0     4     1    46
  1.0534996946653051E+01 a       197     0     4     1    47
 -6.7740894209193103E-01 a       198     0     4     1    48
  1.3855453052999538E+01 a       199     0     4     1    49
  9.3291566558805954E+00 a       200     0     4     1    50
 -1.0642718055118772E+01 a       201     0     5     1     1
  6.5978729328954088E+01 a       202     0     5     1     2
 -8.4704257482984975E+00 a       203     0     5     1     3
 -2.7348729857628995E+00 a       204     0     5     1     4
 -2.1693460564283299E+01 a       205     0     5     1     5
  9.3178392647326436E-01 a       206     0     5     1     6
