################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.9413085476457280E+01 a         1     0     1     1     1
 -3.2975755421003541E+01 a         2     0     1     1     2
  6.5050606936289554E+01 a         3     0     1     1     3
  2.4313009540788194E+01 a         4     0     1     1     4
 -5.5671272447341436E-01 a         5     0     1     1     5
  4.9160081804736031E+01 a         6     0     1     1     6
 -1.3647226853708519E+01 a         7     0     1     1     7
  1.3086158011749008E-01 a         8     0     1     1     8
 -2.7788741828255561E+00 a         9     0     1     1     9
  1.6873885688036776E+01 a        10     0     1     1    10
 -1.2776029160310898E+01 a        11     0     1     1    11
  2.0736577085106678E+01 a        12     0     1     1    12
 -8.2891343904368213E+00 a        13     0     1     1    13
  2.9800765512714889E+01 a        14     0     1     1    14
  3.7273004960753703E+01 a        15     0     1     1    15
 -1.1683434562501740E+01 a        16     0     1     1    16
  1.4135459744577514E+02 a        17     0     1     1    17
  1.0607349158836678E+02 a        18     0     1     1    18
 -2.4677966996988641E+02 a        19     0     1     1    19
  2.4091781579404508E+01 a        20     0     1     1    20
  8.9053641721211907E+00 a        21     0     1     1    21
  8.4336069096268922E+00 a        22     0     1     1    22
 -6.8681047367249199E+00 a        23     0     1     1    23
  4.2234275323222825E+01 a        24     0     1     1    24
 -3.9372048787305762E+00 a        25     0     1     1    25
 -2.9470590610594005E+01 a        26     0     1     1    26
  1.6823356794754574E+02 a        27     0     1     1    27
 -5.5971363271277559E+00 a        28     0     1     1    28
  6.1777560637410048E+01 a        29     0     1     1    29
  2.8627549260459485E+01 a        30     0     1     1    30
  1.7407109798430784E+02 a        31     0     1     1    31
  1.2250140409419080E+01 a        32     0     1     1    32
  3.0499052436861156E+01 a        33     0     1     1    33
 -3.0410611510871867E+01 a        34     0     1     1    34
  2.5303850136928567E+01 a        35     0     1     1    35
  1.9670194868308652E+01 a        36     0     1     1    36
  1.7136986800044809E+02 a        37     0     1     1    37
 -1.0133546524106130E+01 a        38     0     1     1    38
  9.1529703836347109E-01 a        39     0     1     1    39
  1.8249032956375963E+01 a        40     0     1     1    40
 -1.1815340257100839E+00 a        41     0     1     1    41
 -3.1905813787867412E+01 a        42     0     1     1    42
  4.0699669080918440E+01 a        43     0     1     1    43
 -7.0130677468117526E+01 a        44     0     1     1    44
  1.7803153649315899E+01 a        45     0     1     1    45
  7.1034081207173729E+00 a        46     0     1     1    46
 -1.4565003968567273E+01 a        47     0     1     1    47
  1.8159875072261009E+00 a        48     0     1     1    48
 -1.4095507679534702E+01 a        49     0     1     1    49
  2.3828176184042853E+00 a        50     0     1     1    50
 -1.2981127393142508E+01 a        51     0     2     1     1
 -3.5771863080145280E+01 a        52     0     2     1     2
  5.8093302049292397E+01 a        53     0     2     1     3
  2.0656944577779271E+01 a        54     0     2     1     4
 -2.3311572650540167E+00 a        55     0     2     1     5
  4.4417359827291925E+01 a        56     0     2     1     6
 -1.0232906160833121E+01 a        57     0     2     1     7
 -1.8740272439586076E+00 a        58     0     2     1     8
 -2.1404442243811883E+00 a        59     0     2     1     9
  1.8286058377538900E+01 a        60     0     2     1    10
 -9.1626153110844015E+00 a        61     0     2     1    11
  1.3057473763773686E+01 a        62     0     2     1    12
 -8.2536561507416373E+00 a        63     0     2     1    13
  2.6222248452865564E+01 a        64     0     2     1    14
  2.5018397235087615E+01 a        65     0     2     1    15
 -1.0221322384473687E+01 a        66     0     2     1    16
  1.1504324599723718E+02 a        67     0     2     1    17
  8.9091235136126002E+01 a        68     0     2     1    18
 -1.9580174562213330E+02 a        69     0     2     1    19
  2.4671118155851794E+01 a        70     0     2     1    20
  9.9891253246579037E+00 a        71     0     2     1    21
  1.0353621948954716E+01 a        72     0     2     1    22
 -6.9628252451836179E+00 a        73     0     2     1    23
  4.6816319049734638E+01 a        74     0     2     1    24
 -6.4704206858178122E+00 a        75     0     2     1    25
 -3.2068992489605535E+01 a        76     0     2     1    26
  1.3713246052763097E+02 a        77     0     2     1    27
 -2.8081063880319723E+00 a        78     0     2     1    28
  5.5760175494206223E+01 a        79     0     2     1    29
  3.0780785571813933E+01 a        80     0     2     1    30
  1.3555963806362885E+02 a        81     0     2     1    31
  4.8341614318473294E+00 a        82     0     2     1    32
  2.1792487515311134E+01 a        83     0     2     1    33
 -3.3426345201057828E+01 a        84     0     2     1    34
  2.7843407606690018E+01 a        85     0     2     1    35
  2.0292517179894567E+01 a        86     0     2     1    36
  1.4208695456637568E+02 a        87     0     2     1    37
 -4.7624586185352991E+00 a        88     0     2     1    38
  3.9510679926850290E+00 a        89     0     2     1    39
  1.5165901345088111E+01 a        90     0     2     1    40
 -2.6421587542162936E+00 a        91     0     2     1    41
 -2.3716507370011602E+01 a        92     0     2     1    42
  3.3105247424868494E+01 a        93     0     2     1    43
 -6.0633842610251818E+01 a        94     0     2     1    44
  2.1192728004485694E+01 a        95     0     2     1    45
  5.6408369883116762E+00 a        96     0     2     1    46
 -4.5770731398719562E+00 a        97     0     2     1    47
  3.8562143101011874E+00 a        98     0     2     1    48
 -8.4009266668520262E+00 a        99     0     2     1    49
  8.2749413506483727E+00 a       100     0     2     1    50
 -3.4634225206168423E+01 a       101     0     3     1     1
 -5.4698309555710916E+00 a       102     0     3     1     2
  6.3716471735342388E+01 a       103     0     3     1     3
  3.0142512683896548E+01 a       104     0     3     1     4
  6.9895772214454635E+00 a       105     0     3     1     5
  4.6896396913891934E+01 a       106     0     3     1     6
 -1.3205025396825155E+01 a       107     0     3     1     7
  6.2839886366103945E+00 a       108     0     3     1     8
 -5.3204250914067632E+00 a       109     0     3     1     9
  3.6216251122021581E+00 a       110     0     3     1    10
 -2.1881089654625214E+01 a       111     0     3     1    11
  4.2900493805932506E+01 a       112     0     3     1    12
 -6.1578699228816829E+00 a       113     0     3     1    13
  2.8118999741708194E+01 a       114     0     3     1    14
  7.1205641378262840E+01 a       115     0     3     1    15
 -1.0132288888171447E+01 a       116     0     3     1    16
  1.9583450466640525E+02 a       117     0     3     1    17
  1.3740155294037302E+02 a       118     0     3     1    18
 -3.6965778333527697E+02 a       119     0     3     1    19
  1.2371295951960198E+01 a       120     0     3     1    20
  2.1276132341698917E+00 a       121     0     3     1    21
 -1.3550288571365441E+00 a       122     0     3     1    22
 -2.6185055104943737E+00 a       123     0     3     1    23
  5.7489967561880846E+00 a       124     0     3     1    24
  5.1162359809137703E+00 a       125     0     3     1    25
 -6.2535786333028769E+00 a       126     0     3     1    26
  2.3069102830716332E+02 a       127     0     3     1    27
 -1.4211896131249658E+01 a       128     0     3     1    28
  5.7986598657418355E+01 a       129     0     3     1    29
  9.4711380135878382E+00 a       130     0     3     1    30
  2.7095783520081477E+02 a       131     0     3     1    31
  3.6550166468950820E+01 a       132     0     3     1    32
  5.1182536249729843E+01 a       133     0     3     1    33
 -8.8808697217000994E+00 a       134     0     3     1    34
  4.4596907750167833E+00 a       135     0     3     1    35
  1.0412071016222006E+01 a       136     0     3     1    36
  2.1241859047452479E+02 a       137     0     3     1    37
 -2.9207432870708448E+01 a       138     0     3     1    38
 -1.0758165341577637E+01 a       139     0     3     1    39
  2.3975150049328743E+01 a       140     0     3     1    40
  3.5485417702542157E+00 a       141     0     3     1    41
 -5.2073135359456501E+01 a       142     0     3     1    42
  5.6274824890761984E+01 a       143     0     3     1    43
 -7.3922461910029398E+01 a       144     0     3     1    44
 -4.2010481188409532E+00 a       145     0     3     1    45
  8.0218943865960597E+00 a       146     0     3     1    46
 -5.4928442426507800E+01 a       147     0     3     1    47
 -4.6727417312418877E+00 a       148     0     3     1    48
 -3.0534295316751844E+01 a       149     0     3     1    49
 -2.1662292765871229E+01 a       150     0     3     1    50
  2.1503170325733723E+01 a       151     0     4     1     1
 -2.6457484666598251E+01 a       152     0     4     1     2
 -3.2246263295380193E+00 a       153     0     4     1     3
 -2.8227311287570247E+00 a       154     0     4     1     4
 -7.1628082361832943E+00 a       155     0     4     1     5
 -2.4088857419530250E+00 a       156     0     4     1     6
  2.6897954363170747E+01 a       157     0     4     1     7
 -8.0981507931898395E+00 a       158     0     4     1     8
  2.9701520499614316E+00 a       159     0     4     1     9
  1.8747750270200040E+01 a       160     0     4     1    10
  1.1765552691523828E+01 a       161     0     4     1    11
 -2.7372301848581337E+01 a       162     0     4     1    12
 -5.7107938698929264E+00 a       163     0     4     1    13
 -1.1054562556770165E+01 a       164     0     4     1    14
 -3.9936559646823532E+01 a       165     0     4     1    15
  8.2156934387498968E+00 a       166     0     4     1    16
 -3.3424265843891973E+01 a       167     0     4     1    17
 -1.4360384710201233E+01 a       168     0     4     1    18
  6.5080115018063879E+01 a       169     0     4     1    19
  1.3426742823319506E+01 a       170     0     4     1    20
  8.9587807887981832E+00 a       171     0     4     1    21
  1.1820195519077608E+01 a       172     0     4     1    22
 -3.3747738625160695E+00 a       173     0     4     1    23
  4.5071046440682984E+01 a       174     0     4     1    24
 -1.8262597342037822E+01 a       175     0     4     1    25
 -2.6867718475557226E+01 a       176     0     4     1    26
 -3.8295480646161785E+01 a       177     0     4     1    27
  1.1858326779914279E+01 a       178     0     4     1    28
 -2.7442744128037186E+00 a       179     0     4     1    29
