################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.7313853955063351E+01 a         1     0     1     1     1
  6.8362460047325840E+01 a         2     0     1     1     2
 -5.2103550483716575E+01 a         3     0     1     1     3
 -5.0356302753742547E+01 a         4     0     1     1     4
 -4.1332288093223809E+01 a         5     0     1     1     5
 -3.7564013795903484E+00 a         6     0     1     1     6
  1.8769002744722048E+00 a         7     0     1     1     7
 -7.5024209043308232E+01 a         8     0     1     1     8
  1.1880688907930406E+01 a         9     0     1     1     9
 -3.2126543147491049E+01 a        10     0     1     1    10
 -2.2961300118588319E+01 a        11     0     1     1    11
 -6.2728565001667207E+01 a        12     0     1     1    12
  2.9112613933216238E+00 a        13     0     1     1    13
  3.1375463608670152E+01 a        14     0     1     1    14
 -1.0304490501710987E+01 a        15     0     1     1    15
  1.3602131788748602E+02 a        16     0     1     1    16
  3.4296384556484128E+01 a        17     0     1     1    17
 -1.6039987318385958E+01 a        18     0     1     1    18
 -1.8109115627257932E+01 a        19     0     1     1    19
  3.5127468503231121E+01 a        20     0     1     1    20
  1.3385734964418706E+01 a        21     0     1     1    21
 -2.6886794793721709E+01 a        22     0     1     1    22
  1.3504014715943628E+01 a        23     0     1     1    23
  1.0445405126800162E+01 a        24     0     1     1    24
 -2.3416545404454961E+01 a        25     0     1     1    25
 -1.0682180296321452E+02 a        26     0     1     1    26
  2.1594349130803568E+01 a        27     0     1     1    27
  2.2371308664463243E+02 a        28     0     1     1    28
 -4.3232371143185240E+01 a        29     0     1     1    29
 -1.1183111015080458E+01 a        30     0     1     1    30
 -7.6730823232813435E+01 a        31     0     1     1    31
  3.4929239710829805E+01 a        32     0     1     1    32
  7.8545528383386653E+01 a        33     0     1     1    33
 -4.8351028409706061E+01 a        34     0     1     1    34
  6.7347975043520734E+00 a        35     0     1     1    35
 -2.6426105797591735E+01 a        36     0     1     1    36
  3.7337016273220818E+00 a        37     0     1     1    37
 -1.1177700772043830E+01 a        38     0     1     1    38
  3.0287387960140165E+01 a        39     0     1     1    39
  3.5067100083233875E+01 a        40     0     1     1    40
 -4.7248406256118933E+00 a        41     0     1     1    41
  1.8234578736700533E+02 a        42     0     1     1    42
  1.6588594410630066E+01 a        43     0     1     1    43
 -6.8581732544887686E+01 a        44     0     1     1    44
  6.0515140991106840E+01 a        45     0     1     1    45
 -1.9650992097502115E+01 a        46     0     1     1    46
  3.5991005294756314E+02 a        47     0     1     1    47
  5.9254007651056718E+01 a        48     0     1     1    48
 -5.7238859506150177E+01 a        49     0     1     1    49
 -8.3309093673110226E+00 a        50     0     1     1    50
 -6.6097502178590105E+01 a        51     0     2     1     1
  5.6059771349574568E+01 a        52     0     2     1     2
 -4.6643488149316909E+01 a        53     0     2     1     3
 -5.5953245091223792E+01 a        54     0     2     1     4
 -3.3919255859778495E+01 a        55     0     2     1     5
 -3.7207602025469027E+00 a        56     0     2     1     6
  1.2420246738316199E+00 a        57     0     2     1     7
 -5.8628422010891235E+01 a        58     0     2     1     8
  1.6617259726885500E+01 a        59     0     2     1     9
 -2.6453410238937714E+01 a        60     0     2     1    10
