################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.1419569725770586E+01 a         1     0     1     1     1
 -3.8646125003327505E+01 a         2     0     1     1     2
  1.2371599521800446E+01 a         3     0     1     1     3
  4.5863733955241514E+01 a         4     0     1     1     4
  2.3391868290171892E+01 a         5     0     1     1     5
 -4.0233363131207545E-01 a         6     0     1     1     6
  1.1211002886200767E+01 a         7     0     1     1     7
  1.4076910533495175E+01 a         8     0     1     1     8
 -8.1989575912398234E+00 a         9     0     1     1     9
 -1.7512266671209639E+02 a        10     0     1     1    10
  3.4939818653416705E+00 a        11     0     1     1    11
  6.6581872521704497E+00 a        12     0     1     1    12
  1.8339135258841033E+01 a        13     0     1     1    13
  1.7304893816531973E+01 a        14     0     1     1    14
  1.2159191244838018E+01 a        15     0     1     1    15
  4.3511706969735142E+00 a        16     0     1     1    16
  2.5063567025862221E+02 a        17     0     1     1    17
 -6.1685929403125321E+00 a        18     0     1     1    18
  3.1012618032510026E+01 a        19     0     1     1    19
 -9.3561915306983483E+00 a        20     0     1     1    20
 -8.7654959758442068E+00 a        21     0     1     1    21
  1.0985370973573824E+01 a        22     0     1     1    22
  7.7882588033350721E+00 a        23     0     1     1    23
 -6.3812221259357074E+01 a        24     0     1     1    24
  5.2239161499938930E+01 a        25     0     1     1    25
  1.1848408013351757E+02 a        26     0     1     1    26
  6.8187799560792499E+01 a        27     0     1     1    27
  1.6021859847748861E+01 a        28     0     1     1    28
 -1.3726267292248581E+01 a        29     0     1     1    29
 -1.0008581108065504E+01 a        30     0     1     1    30
 -4.5967865662805153E+01 a        31     0     1     1    31
 -2.3670793401852610E+01 a        32     0     1     1    32
  4.5676638896532449E+00 a        33     0     1     1    33
  1.2409332970607143E+02 a        34     0     1     1    34
  2.3558167274391437E+01 a        35     0     1     1    35
  2.6212167446068396E+01 a        36     0     1     1    36
  7.5570668675109043E-01 a        37     0     1     1    37
  3.9541949266895881E+02 a        38     0     1     1    38
 -2.3784895010193733E+01 a        39     0     1     1    39
  1.6555896911032320E+01 a        40     0     1     1    40
  1.4730004701330054E+02 a        41     0     1     1    41
  1.6778498880439813E+02 a        42     0     1     1    42
  9.4059129792524468E-02 a        43     0     1     1    43
  7.4599659715103641E+00 a        44     0     1     1    44
 -2.7996916021864614E+01 a        45     0     1     1    45
  1.1057107017236067E+01 a        46     0     1     1    46
  8.9737681774968987E+00 a        47     0     1     1    47
  3.6816310810082267E+00 a        48     0     1     1    48
  5.9457258017664003E+00 a        49     0     1     1    49
  6.7673172040690037E+00 a        50     0     1     1    50
 -7.5411856835684603E+01 a        51     0     2     1     1
 -3.4861574472999003E+01 a        52     0     2     1     2
  1.1841613154498253E+01 a        53     0     2     1     3
  4.2608335632914560E+01 a        54     0     2     1     4
  2.7659767209864395E+01 a        55     0     2     1     5
  5.1409059654198841E-01 a        56     0     2     1     6
  1.1042488908865183E+01 a        57     0     2     1     7
  1.8806634065614130E+01 a        58     0     2     1     8
 -7.0029115432346467E+00 a        59     0     2     1     9
 -1.5705135759349074E+02 a        60     0     2     1    10
  6.4329061816394839E+00 a        61     0     2     1    11
  8.0003153748807598E+00 a        62     0     2     1    12
  1.9884014202961868E+01 a        63     0     2     1    13
  2.3463039851902284E+01 a        64     0     2     1    14
  1.4186644434238236E+01 a        65     0     2     1    15
  5.3805331492330071E+00 a        66     0     2     1    16
  2.2897539212848210E+02 a        67     0     2     1    17
 -2.4088810550752799E+00 a        68     0     2     1    18
  3.0739645051047127E+01 a        69     0     2     1    19
 -6.8968768951741151E+00 a        70     0     2     1    20
 -9.0844715573771992E+00 a        71     0     2     1    21
  1.4168275736690614E+01 a        72     0     2     1    22
  4.6024622674367510E+00 a        73     0     2     1    23
 -6.3521085200782807E+01 a        74     0     2     1    24
  4.1796705883659769E+01 a        75     0     2     1    25
