################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.6479255093002649E+00 a         1     0     1     1     1
  9.3287885614134485E+00 a         2     0     1     1     2
  1.7749828158659398E+01 a         3     0     1     1     3
  6.9282339044558455E+01 a         4     0     1     1     4
  8.1655407846026435E+01 a         5     0     1     1     5
 -1.9621102850355314E+01 a         6     0     1     1     6
 -9.4186932988549916E+00 a         7     0     1     1     7
  1.1037044343315225E+01 a         8     0     1     1     8
 -1.0649487331123206E+00 a         9     0     1     1     9
  1.7628813951792370E+01 a        10     0     1     1    10
  1.1178582784163563E+01 a        11     0     1     1    11
  2.5334911702104804E+01 a        12     0     1     1    12
  6.1546067719884682E+01 a        13     0     1     1    13
  2.9575000469192707E+02 a        14     0     1     1    14
  7.5581706369744481E+01 a        15     0     1     1    15
 -1.6894794669591093E+01 a        16     0     1     1    16
 -1.4920165156206984E+01 a        17     0     1     1    17
 -7.9001567411860467E+00 a        18     0     1     1    18
  1.8790987551625101E+01 a        19     0     1     1    19
  4.7934150356392466E+00 a        20     0     1     1    20
 -6.7712427711963681E+00 a        21     0     1     1    21
 -1.5821955836187080E+01 a        22     0     1     1    22
 -1.0509442319795630E+01 a        23     0     1     1    23
 -6.3583012867805131E+00 a        24     0     1     1    24
 -1.3018678052507019E+01 a        25     0     1     1    25
 -1.1024270777466569E+01 a        26     0     1     1    26
  2.0137217936612799E+02 a        27     0     1     1    27
  1.1367593659650210E+02 a        28     0     1     1    28
  4.2128861022587024E+01 a        29     0     1     1    29
 -1.3139807432417888E+02 a        30     0     1     1    30
  3.1066690760458333E+00 a        31     0     1     1    31
  1.2173558713116622E+01 a        32     0     1     1    32
 -2.3469595732858828E+01 a        33     0     1     1    33
  5.3383969347038111E+01 a        34     0     1     1    34
  5.4562754473395820E+01 a        35     0     1     1    35
 -1.1784904633401593E+01 a        36     0     1     1    36
  2.4827702133820171E+01 a        37     0     1     1    37
 -6.5624849330310591E+00 a        38     0     1     1    38
  9.5107629139839052E+00 a        39     0     1     1    39
  1.6755173610935451E+01 a        40     0     1     1    40
 -4.9743607886163026E+01 a        41     0     1     1    41
  1.2922249256455631E+00 a        42     0     1     1    42
 -3.6496627286988726E+01 a        43     0     1     1    43
  2.4326201119030092E+01 a        44     0     1     1    44
 -4.6904855997409669E+00 a        45     0     1     1    45
 -7.1709267001075876E+00 a        46     0     1     1    46
  4.4747740059342270E+01 a        47     0     1     1    47
 -2.7774868451148134E+00 a        48     0     1     1    48
  1.1201966649306728E+02 a        49     0     1     1    49
  7.7552932288682648E+00 a        50     0     1     1    50
  9.0155953934170974E+00 a        51     0     2     1     1
  9.5995685558527271E+00 a        52     0     2     1     2
  2.3537352802449679E+01 a        53     0     2     1     3
  6.5209656316488974E+01 a        54     0     2     1     4
  7.0664868128995465E+01 a        55     0     2     1     5
 -3.7281969209593967E+01 a        56     0     2     1     6
 -1.2054506248440532E+01 a        57     0     2     1     7
  1.0277430069622991E+01 a        58     0     2     1     8
  1.6588438200740214E+00 a        59     0     2     1     9
  1.7675311367721918E+01 a        60     0     2     1    10
  1.1538190884642875E+01 a        61     0     2     1    11
  3.0539021630062418E+01 a        62     0     2     1    12
  5.3592474482050285E+01 a        63     0     2     1    13
  2.4548962760848403E+02 a        64     0     2     1    14
  6.8776613975145750E+01 a        65     0     2     1    15
 -1.7698361126391752E+01 a        66     0     2     1    16
 -1.3253438524163023E+01 a        67     0     2     1    17
 -8.8954182175773262E+00 a        68     0     2     1    18
  1.7749906016090005E+01 a        69     0     2     1    19
  3.3627371710706604E+00 a        70     0     2     1    20
  7.2810450247378100E-01 a        71     0     2     1    21
 -1.7823861114215227E+01 a        72     0     2     1    22
 -9.5872852526207772E+00 a        73     0     2     1    23
 -5.1062402359468164E+00 a        74     0     2     1    24
