################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3521696784257205E+01 a         1     0     1     1     1
  1.2198754408021948E+00 a         2     0     1     1     2
  8.1887827115147935E+00 a         3     0     1     1     3
  5.6010993423603317E+00 a         4     0     1     1     4
  2.3533245635000487E+01 a         5     0     1     1     5
 -1.2851634639169761E+01 a         6     0     1     1     6
 -6.6722830571408407E+00 a         7     0     1     1     7
 -7.1452655068136242E+00 a         8     0     1     1     8
  1.2689507000623037E+01 a         9     0     1     1     9
  6.8062371207225048E-01 a        10     0     1     1    10
  1.1604833959643027E+01 a        11     0     1     1    11
  1.8509218369549966E+01 a        12     0     1     1    12
  3.5041205378488741E+01 a        13     0     1     1    13
  2.0929263012606742E+02 a        14     0     1     1    14
  2.3188825615693158E+01 a        15     0     1     1    15
 -2.9244444108561920E+00 a        16     0     1     1    16
 -7.1466624436722510E+00 a        17     0     1     1    17
  8.1109343798308284E+00 a        18     0     1     1    18
  1.2829265297268071E+01 a        19     0     1     1    19
  9.2920677053091474E+00 a        20     0     1     1    20
 -3.6189055433614401E+00 a        21     0     1     1    21
 -3.7206767515442607E+00 a        22     0     1     1    22
 -1.6215454987056195E+00 a        23     0     1     1    23
  7.7401270398040882E+00 a        24     0     1     1    24
 -1.2878819467097649E+01 a        25     0     1     1    25
  1.9835116334371026E+01 a        26     0     1     1    26
  2.1204750029181426E+01 a        27     0     1     1    27
  1.5538667116545280E+01 a        28     0     1     1    28
  3.5418348734601381E+00 a        29     0     1     1    29
 -2.9480511629705337E+01 a        30     0     1     1    30
  1.9909937944360239E+00 a        31     0     1     1    31
 -1.3191426648131515E+01 a        32     0     1     1    32
 -3.7607141523455162E+01 a        33     0     1     1    33
  2.7315295811973495E+01 a        34     0     1     1    34
  2.7208105278671827E+01 a        35     0     1     1    35
  3.9131487272133958E+00 a        36     0     1     1    36
  1.5569931460968098E+01 a        37     0     1     1    37
 -5.2275154096420646E+00 a        38     0     1     1    38
 -5.3324457756079715E+00 a        39     0     1     1    39
 -3.5807667716956504E-01 a        40     0     1     1    40
 -7.6019030958323910E+01 a        41     0     1     1    41
 -3.6723816786276338E+00 a        42     0     1     1    42
  1.2619791893118702E+01 a        43     0     1     1    43
  7.4410210539706387E+00 a        44     0     1     1    44
  7.7518039957578670E+00 a        45     0     1     1    45
 -1.6973652521578963E+01 a        46     0     1     1    46
  2.3634548305096548E+01 a        47     0     1     1    47
 -1.4090376608755975E+01 a        48     0     1     1    48
  3.1528491289844784E+01 a        49     0     1     1    49
  1.7209340313759165E+00 a        50     0     1     1    50
  1.5148595454571460E+01 a        51     0     2     1     1
  1.5360087756369274E+00 a        52     0     2     1     2
  1.2524375169918963E+01 a        53     0     2     1     3
  2.8165617925155910E+00 a        54     0     2     1     4
  1.6320040198065890E+01 a        55     0     2     1     5
 -2.9594947684966257E+01 a        56     0     2     1     6
 -7.8097383898087731E+00 a        57     0     2     1     7
 -9.9430984579210993E+00 a        58     0     2     1     8
  1.4431986098827890E+01 a        59     0     2     1     9
  1.5956523156615046E+00 a        60     0     2     1    10
  1.1503469962307742E+01 a        61     0     2     1    11
  2.2856537549867301E+01 a        62     0     2     1    12
  2.7483584929506975E+01 a        63     0     2     1    13
  1.7890222671410191E+02 a        64     0     2     1    14
  1.5990702761077703E+01 a        65     0     2     1    15
 -3.8400429722283511E+00 a        66     0     2     1    16
 -4.9886789336125119E+00 a        67     0     2     1    17
  7.5381245817286038E+00 a        68     0     2     1    18
  1.3358349327785570E+01 a        69     0     2     1    19
  9.0908729927214722E+00 a        70     0     2     1    20
  2.4054745784475013E+00 a        71     0     2     1    21
 -4.9418964434432739E+00 a        72     0     2     1    22
 -4.2226817792037066E+00 a        73     0     2     1    23
  9.6892702965023378E+00 a        74     0     2     1    24
 -1.3024258397396412E+01 a        75     0     2     1    25
  2.1051138506432729E+01 a        76     0     2     1    26
  1.1161989369019100E+01 a        77     0     2     1    27
  6.2264976873664679E+00 a        78     0     2     1    28
  6.4869872118084242E+00 a        79     0     2     1    29
 -2.4124679847031526E+01 a        80     0     2     1    30
  3.2097964201760809E+00 a        81     0     2     1    31
 -1.9504125824076613E+01 a        82     0     2     1    32
 -3.9604344036271939E+01 a        83     0     2     1    33
  2.2953221744632287E+01 a        84     0     2     1    34
  2.7577649068323506E+01 a        85     0     2     1    35
  3.8015651870416240E+00 a        86     0     2     1    36
  1.4549814509072847E+01 a        87     0     2     1    37
 -5.9434265290714343E+00 a        88     0     2     1    38
 -9.0078388692300049E+00 a        89     0     2     1    39
  1.8287451732117797E+00 a        90     0     2     1    40
 -6.3673304614919950E+01 a        91     0     2     1    41
 -3.4865733259758080E+00 a        92     0     2     1    42
  1.6462031903912827E+01 a        93     0     2     1    43
  1.0104523810560440E+01 a        94     0     2     1    44
  8.5872808932286055E+00 a        95     0     2     1    45
 -1.5291585702047731E+01 a        96     0     2     1    46
  2.7147332664126353E+01 a        97     0     2     1    47
 -1.1055286754475246E+01 a        98     0     2     1    48
  3.2118395591087584E+01 a        99     0     2     1    49
  3.2046155689915219E+00 a       100     0     2     1    50
