################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  9.7803144334933929E+00 a         1     0     1     1     1
 -3.0102877681790638E+01 a         2     0     1     1     2
  1.9160708575626341E+01 a         3     0     1     1     3
  1.1971580521635122E+01 a         4     0     1     1     4
 -5.6721247224351350E+00 a         5     0     1     1     5
  7.9825693358976302E-01 a         6     0     1     1     6
 -2.7583043090807987E+01 a         7     0     1     1     7
 -1.7033689512741656E+01 a         8     0     1     1     8
  5.1907400645695807E+00 a         9     0     1     1     9
  2.6311282314005656E+01 a        10     0     1     1    10
 -7.6218045319694552E+00 a        11     0     1     1    11
  9.4778886252275640E+00 a        12     0     1     1    12
 -5.8214008866667708E+00 a        13     0     1     1    13
  1.7332920639926325E+01 a        14     0     1     1    14
  2.7866142072460644E+01 a        15     0     1     1    15
 -1.1911377749312877E+01 a        16     0     1     1    16
  9.9404536751555924E+01 a        17     0     1     1    17
  7.0680450178566431E+01 a        18     0     1     1    18
 -1.5967467328105698E+02 a        19     0     1     1    19
  1.5237819072577278E+01 a        20     0     1     1    20
  1.0554407302199584E+01 a        21     0     1     1    21
  4.8324873866224802E+00 a        22     0     1     1    22
  1.4828942461498338E+00 a        23     0     1     1    23
  2.6696067176452075E+01 a        24     0     1     1    24
 -1.0940711268306366E+01 a        25     0     1     1    25
  2.9281678661459459E-01 a        26     0     1     1    26
  1.6310910302064522E+02 a        27     0     1     1    27
 -8.0704976382542704E+00 a        28     0     1     1    28
  1.9385675571272486E+01 a        29     0     1     1    29
  3.2960282644865650E+01 a        30     0     1     1    30
  1.7603692207062136E+02 a        31     0     1     1    31
 -1.0104410733870864E+01 a        32     0     1     1    32
  1.6553170275653507E+01 a        33     0     1     1    33
 -1.0874857335896351E+01 a        34     0     1     1    34
  6.5724020644193493E+00 a        35     0     1     1    35
  8.2934715642800150E+00 a        36     0     1     1    36
  1.0959946028327498E+02 a        37     0     1     1    37
 -5.8717785177851898E+00 a        38     0     1     1    38
  4.8467244090720669E+00 a        39     0     1     1    39
  1.8214883758627234E+01 a        40     0     1     1    40
 -1.6418652181546527E+01 a        41     0     1     1    41
 -3.5684562309749978E+01 a        42     0     1     1    42
  3.3392324136494928E+01 a        43     0     1     1    43
 -4.9893648479459735E+01 a        44     0     1     1    44
  5.8316958785532140E+00 a        45     0     1     1    45
  1.1914436199005946E+01 a        46     0     1     1    46
  4.0937204999862207E+00 a        47     0     1     1    47
  1.5313148521269300E+01 a        48     0     1     1    48
 -7.6495408508489495E+00 a        49     0     1     1    49
  3.1223166792119339E+00 a        50     0     1     1    50
  1.6389078948848191E+01 a        51     0     2     1     1
 -3.1496352356707849E+01 a        52     0     2     1     2
  1.0306678534931260E+01 a        53     0     2     1     3
  9.5498540673899566E+00 a        54     0     2     1     4
 -1.0887621139935145E+01 a        55     0     2     1     5
 -2.0625186010269201E+00 a        56     0     2     1     6
 -2.5978712195737764E+01 a        57     0     2     1     7
 -1.9299326811502308E+01 a        58     0     2     1     8
  4.6573105865800954E+00 a        59     0     2     1     9
  2.8141073614954369E+01 a        60     0     2     1    10
 -6.8685059824916284E+00 a        61     0     2     1    11
  1.2703421095356279E-01 a        62     0     2     1    12
 -5.7529699563677337E+00 a        63     0     2     1    13
  1.7783505044787102E+01 a        64     0     2     1    14
  1.4340123332847316E+01 a        65     0     2     1    15
 -1.2499185502724083E+01 a        66     0     2     1    16
  7.7494977848025115E+01 a        67     0     2     1    17
  5.1642938340807746E+01 a        68     0     2     1    18
 -1.2124379077478565E+02 a        69     0     2     1    19
  1.5808520653113238E+01 a        70     0     2     1    20
