################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3934549787587395E+01 a         1     0     1     1     1
 -1.4382215294537936E+01 a         2     0     1     1     2
 -2.1658928686250798E+00 a         3     0     1     1     3
 -1.1379645293270562E+01 a         4     0     1     1     4
  1.1813954448047235E+00 a         5     0     1     1     5
  6.1001937715225640E-01 a         6     0     1     1     6
 -7.0139735268231540E+00 a         7     0     1     1     7
 -1.9907062485223161E+01 a         8     0     1     1     8
 -1.1546377880079470E+01 a         9     0     1     1     9
  2.7822357218549003E+00 a        10     0     1     1    10
  2.5649895279500718E+00 a        11     0     1     1    11
  4.0045326282401188E+00 a        12     0     1     1    12
  1.1324233148658016E+00 a        13     0     1     1    13
 -8.1713477742006435E-02 a        14     0     1     1    14
  1.8990430828911478E+01 a        15     0     1     1    15
 -5.7923392568130074E+00 a        16     0     1     1    16
 -3.9160842734655614E+00 a        17     0     1     1    17
 -2.6380051231788202E+00 a        18     0     1     1    18
 -4.2426417802931962E+00 a        19     0     1     1    19
  1.2875095413005289E+00 a        20     0     1     1    20
 -3.9438665393316596E+00 a        21     0     1     1    21
 -2.8687389155176768E+00 a        22     0     1     1    22
 -2.8753454562521354E+00 a        23     0     1     1    23
  2.4405825805828889E+00 a        24     0     1     1    24
 -3.5762807994817032E+00 a        25     0     1     1    25
  2.8401490350962217E+00 a        26     0     1     1    26
  5.8583243147124771E+00 a        27     0     1     1    27
  1.6485656842540006E+00 a        28     0     1     1    28
 -2.9871004599890445E+00 a        29     0     1     1    29
 -4.2100787302896819E-01 a        30     0     1     1    30
  5.5393794076172940E+00 a        31     0     1     1    31
  2.8025901284286943E+00 a        32     0     1     1    32
 -6.5739122969220709E+00 a        33     0     1     1    33
 -1.0864093159776451E+00 a        34     0     1     1    34
