################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.7078512614133167E+01 a         1     0     1     1     1
  2.7340991371296903E+00 a         2     0     1     1     2
  1.3486697981211850E+00 a         3     0     1     1     3
 -1.5865128599576108E+01 a         4     0     1     1     4
  7.4160121016508125E+00 a         5     0     1     1     5
 -5.5670758463398130E+01 a         6     0     1     1     6
  1.1390718054124896E+01 a         7     0     1     1     7
 -9.2064566360394640E+00 a         8     0     1     1     8
  1.9959108376294818E+01 a         9     0     1     1     9
  3.0270196816397847E+00 a        10     0     1     1    10
  5.7489190553259046E+00 a        11     0     1     1    11
  2.3165571976773041E+01 a        12     0     1     1    12
  8.1708217218021790E+00 a        13     0     1     1    13
  7.9262405288982691E+00 a        14     0     1     1    14
  2.1414286535873024E+00 a        15     0     1     1    15
 -7.0870194594767897E+00 a        16     0     1     1    16
  1.0037337461697067E+00 a        17     0     1     1    17
 -9.1676768996670646E+00 a        18     0     1     1    18
  1.5912996225960731E+01 a        19     0     1     1    19
  7.5419446382576085E+00 a        20     0     1     1    20
 -1.1387974514678703E+01 a        21     0     1     1    21
 -6.3003680738261547E-01 a        22     0     1     1    22
  5.0263088971074854E+00 a        23     0     1     1    23
  1.6274895400965605E+01 a        24     0     1     1    24
  7.3181474803159761E+00 a        25     0     1     1    25
 -1.7039845251839175E+01 a        26     0     1     1    26
 -8.1886972836090433E+00 a        27     0     1     1    27
  1.6100001359173447E+01 a        28     0     1     1    28
 -1.5155629965040058E+01 a        29     0     1     1    29
  5.4037919085985320E-01 a        30     0     1     1    30
 -7.6791116836782969E+00 a        31     0     1     1    31
 -9.3264357916788310E+00 a        32     0     1     1    32
  8.9667993809904836E+00 a        33     0     1     1    33
  9.1781343858054765E+00 a        34     0     1     1    34
  4.4660467775638848E+00 a        35     0     1     1    35
  9.6523188191329208E+00 a        36     0     1     1    36
  3.4461501806999135E+00 a        37     0     1     1    37
 -3.3929100297092103E+00 a        38     0     1     1    38
  7.1634196939871302E+00 a        39     0     1     1    39
  3.4504112026002765E+01 a        40     0     1     1    40
  2.4478300002469247E+01 a        41     0     1     1    41
  5.0013916809234393E-01 a        42     0     1     1    42
 -1.1580967212336655E+00 a        43     0     1     1    43
  2.9573582904666185E+00 a        44     0     1     1    44
  1.4442533241557342E+01 a        45     0     1     1    45
  2.6254454136372654E+00 a        46     0     1     1    46
 -5.2337685430785834E+00 a        47     0     1     1    47
  2.0417364246608649E+00 a        48     0     1     1    48
  1.8098772956990601E+01 a        49     0     1     1    49
 -1.2638162454270554E+00 a        50     0     1     1    50
 -1.7562714160650248E+01 a        51     0     2     1     1
  6.9299016499488308E+00 a        52     0     2     1     2
  1.6989427946034785E+00 a        53     0     2     1     3
 -1.6756438558803602E+01 a        54     0     2     1     4
  8.1348468788438897E+00 a        55     0     2     1     5
 -4.4633539738646434E+01 a        56     0     2     1     6
  1.0843048360423792E+01 a        57     0     2     1     7
 -9.6122982923305145E+00 a        58     0     2     1     8
  1.7358709019732999E+01 a        59     0     2     1     9
  4.4298656655318833E+00 a        60     0     2     1    10
  4.1514295093231608E+00 a        61     0     2     1    11
  2.0754016091799972E+01 a        62     0     2     1    12
  1.0528475180074118E+01 a        63     0     2     1    13
  6.5592827949039521E+00 a        64     0     2     1    14
  4.1258872966639801E+00 a        65     0     2     1    15
 -4.9025305977493758E+00 a        66     0     2     1    16
 -1.5284589943490072E+00 a        67     0     2     1    17
 -1.2740474009386881E+01 a        68     0     2     1    18
  1.1256541913641732E+01 a        69     0     2     1    19
  8.8400935356209676E+00 a        70     0     2     1    20
 -1.0532504734296074E+01 a        71     0     2     1    21
  1.8963776833603014E+00 a        72     0     2     1    22
  4.7251035569044912E+00 a        73     0     2     1    23
  1.6945343264268519E+01 a        74     0     2     1    24
  7.4150596597917868E+00 a        75     0     2     1    25
 -1.5518990883823010E+01 a        76     0     2     1    26
 -8.5832048280783972E+00 a        77     0     2     1    27
  1.7124044369243517E+01 a        78     0     2     1    28
 -1.6766502353951534E+01 a        79     0     2     1    29
 -1.2676751902159118E+00 a        80     0     2     1    30
 -3.9844865620784695E+00 a        81     0     2     1    31
 -9.4477332287798905E+00 a        82     0     2     1    32
  1.0046959819100852E+01 a        83     0     2     1    33
  8.1088436809173476E+00 a        84     0     2     1    34
 -1.1713881396495986E+00 a        85     0     2     1    35
  1.1033156764938118E+01 a        86     0     2     1    36
  2.9288676591404839E+00 a        87     0     2     1    37
 -3.6456176611821096E+00 a        88     0     2     1    38
  6.3619814234659806E+00 a        89     0     2     1    39
  2.7771632085523986E+01 a        90     0     2     1    40
  2.4227670743033510E+01 a        91     0     2     1    41
  9.7185716863963123E-01 a        92     0     2     1    42
 -1.6079317784439002E+00 a        93     0     2     1    43
  1.5678377506897225E+00 a        94     0     2     1    44
  1.0840898787170255E+01 a        95     0     2     1    45
  2.5476774565581497E+00 a        96     0     2     1    46
 -5.7750032249261984E+00 a        97     0     2     1    47
  5.9509685022811576E+00 a        98     0     2     1    48
  1.4284246781584761E+01 a        99     0     2     1    49
 -5.5703750170614641E-01 a       100     0     2     1    50
 -1.0381293085975893E+01 a       101     0     3     1     1
 -1.3482338699357998E+01 a       102     0     3     1     2
 -3.2435690557538788E+00 a       103     0     3     1     3
 -7.5230930673669070E+00 a       104     0     3     1     4
  1.0673095254496765E+00 a       105     0     3     1     5
 -7.5418218309372605E+01 a       106     0     3     1     6
  9.6965452199284172E+00 a       107     0     3     1     7
 -4.5657007949282198E+00 a       108     0     3     1     8
  2.3388507340331884E+01 a       109     0     3     1     9
 -3.9048511560232591E+00 a       110     0     3     1    10
  1.0470420736346947E+01 a       111     0     3     1    11
  2.4452920114221062E+01 a       112     0     3     1    12
 -4.1487758937205292E+00 a       113     0     3     1    13
  1.3061579478354263E+01 a       114     0     3     1    14
 -7.2205390602759936E+00 a       115     0     3     1    15
 -1.6359338460939984E+01 a       116     0     3     1    16
  1.1806802428206376E+01 a       117     0     3     1    17
  9.1418220520597249E+00 a       118     0     3     1    18
  2.8753850966628434E+01 a       119     0     3     1    19
  1.4838018287149619E+00 a       120     0     3     1    20
 -1.0662935189540669E+01 a       121     0     3     1    21
 -1.1266876297274356E+01 a       122     0     3     1    22
  5.5473567742009333E+00 a       123     0     3     1    23
  8.1007021327913193E+00 a       124     0     3     1    24
  3.4314319460569629E+00 a       125     0     3     1    25
 -1.7716158669188861E+01 a       126     0     3     1    26
 -2.2510188546471159E+00 a       127     0     3     1    27
  6.1250259795913680E+00 a       128     0     3     1    28
 -4.1585002182970907E+00 a       129     0     3     1    29
  6.4895128005540137E+00 a       130     0     3     1    30
 -1.8041066222831123E+01 a       131     0     3     1    31
 -6.4765427456080191E+00 a       132     0     3     1    32
  3.1498592977092152E+00 a       133     0     3     1    33
  1.1446813849983505E+01 a       134     0     3     1    34
  2.6307116653391869E+01 a       135     0     3     1    35
 -8.1206931557106887E-01 a       136     0     3     1    36
  4.4184738374371850E+00 a       137     0     3     1    37
 -2.2793880800010000E+00 a       138     0     3     1    38
  7.7521450005218746E+00 a       139     0     3     1    39
  4.5370581785086095E+01 a       140     0     3     1    40
  1.5678732032399369E+01 a       141     0     3     1    41
 -3.4118638849103431E+00 a       142     0     3     1    42
  7.7825710502832560E-02 a       143     0     3     1    43
  7.4585378019505333E+00 a       144     0     3     1    44
  2.1729963399612291E+01 a       145     0     3     1    45
  1.1401711008185660E+00 a       146     0     3     1    46
 -6.1789930043494723E-01 a       147     0     3     1    47
 -1.3504199339020760E+01 a       148     0     3     1    48
  2.6241585325141273E+01 a       149     0     3     1    49
 -3.4725216957568055E+00 a       150     0     3     1    50
 -1.4540519494712317E+01 a       151     0     4     1     1
  2.2645945939804392E+01 a       152     0     4     1     2
  3.5508587657937420E+00 a       153     0     4     1     3
 -1.5639260645549669E+01 a       154     0     4     1     4
  8.5042917240947560E+00 a       155     0     4     1     5
  2.7805988909722782E+01 a       156     0     4     1     6
  5.9530602732382487E+00 a       157     0     4     1     7
 -7.2598032561211472E+00 a       158     0     4     1     8
 -1.8017625596315017E+00 a       159     0     4     1     9
  8.5128614034173058E+00 a       160     0     4     1    10
 -7.9739963298007490E+00 a       161     0     4     1    11
 -1.6612485268297821E+00 a       162     0     4     1    12
  1.4178371166415824E+01 a       163     0     4     1    13
 -2.7998510419773681E-01 a       164     0     4     1    14
  1.0679869656403326E+01 a       165     0     4     1    15
  6.0418575749575050E+00 a       166     0     4     1    16
 -9.0770297154154598E+00 a       167     0     4     1    17
 -2.3441175510572620E+01 a       168     0     4     1    18
 -1.6661937393302384E+01 a       169     0     4     1    19
  1.0320975406372908E+01 a       170     0     4     1    20
  2.3423090460179958E+00 a       171     0     4     1    21
  1.0208068850680718E+01 a       172     0     4     1    22
  4.3409365747200495E+00 a       173     0     4     1    23
  1.3945211517867513E+01 a       174     0     4     1    24
  5.7083208879043532E+00 a       175     0     4     1    25
 -3.6892092304290589E+00 a       176     0     4     1    26
 -9.2473133040034821E+00 a       177     0     4     1    27
  1.5887281355148049E+01 a       178     0     4     1    28
 -1.8302147833609538E+01 a       179     0     4     1    29
 -8.1871573618113995E+00 a       180     0     4     1    30
  1.1249410676425427E+01 a       181     0     4     1    31
 -6.2430543546484598E+00 a       182     0     4     1    32
  9.8863521627194260E+00 a       183     0     4     1    33
 -4.4884726991890195E-01 a       184     0     4     1    34
 -2.6473857220988126E+01 a       185     0     4     1    35
  1.2693854258400721E+01 a       186     0     4     1    36
 -2.7344688021248604E+00 a       187     0     4     1    37
 -3.6512704708531114E+00 a       188     0     4     1    38
 -1.9554178447370807E-01 a       189     0     4     1    39
 -1.5935927063042266E+01 a       190     0     4     1    40
  1.4695658876810231E+01 a       191     0     4     1    41
  3.8069379095616291E+00 a       192     0     4     1    42
 -2.0187878356245270E+00 a       193     0     4     1    43
 -7.7246326738320246E+00 a       194     0     4     1    44
 -1.2350513401280473E+01 a       195     0     4     1    45
 -2.9954702359694607E-01 a       196     0     4     1    46
 -7.7723209609941692E+00 a       197     0     4     1    47
  2.0612733309059909E+01 a       198     0     4     1    48
 -6.1758061649476454E+00 a       199     0     4     1    49
  8.9481971179526676E-01 a       200     0     4     1    50
  4.5352266260493962E-01 a       201     0     5     1     1
 -3.7459057971443386E+01 a       202     0     5     1     2
 -9.3238692625466957E+00 a       203     0     5     1     3
  4.5500583247882567E+00 a       204     0     5     1     4
 -8.7336534273270949E+00 a       205     0     5     1     5
 -1.1163397086687958E+02 a       206     0     5     1     6
  6.9923598827107920E+00 a       207     0     5     1     7
  2.9104035611088834E+00 a       208     0     5     1     8
