################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.1994270293908189E+01 a         1     0     1     1     1
 -2.8824005874592582E+00 a         2     0     1     1     2
  1.1926853357626015E+01 a         3     0     1     1     3
 -1.0716877690039928E+01 a         4     0     1     1     4
 -8.7758605490819832E+00 a         5     0     1     1     5
  1.6372927267748995E+01 a         6     0     1     1     6
  5.2329833052679193E+00 a         7     0     1     1     7
  3.1428714941452466E+01 a         8     0     1     1     8
  8.6786621016725878E+00 a         9     0     1     1     9
  1.7590773040405059E+00 a        10     0     1     1    10
 -1.5294253532669739E+01 a        11     0     1     1    11
 -1.0302837310866288E+01 a        12     0     1     1    12
 -1.2588390137946064E+01 a        13     0     1     1    13
 -2.1155098052387582E+00 a        14     0     1     1    14
  5.9865561250753903E+00 a        15     0     1     1    15
  9.7065398009036297E-01 a        16     0     1     1    16
 -3.8210960628177379E+00 a        17     0     1     1    17
  1.6234427273218944E+02 a        18     0     1     1    18
  1.5058637604951738E+01 a        19     0     1     1    19
  1.1905100108072233E+01 a        20     0     1     1    20
  1.6387791949067790E+01 a        21     0     1     1    21
 -4.3496611181591466E-01 a        22     0     1     1    22
 -9.0638429016352760E+00 a        23     0     1     1    23
 -8.4280918258981217E+00 a        24     0     1     1    24
 -1.2969946387815286E+01 a        25     0     1     1    25
 -9.3594971325696683E+00 a        26     0     1     1    26
  1.4203899508030120E+00 a        27     0     1     1    27
 -5.4742633086307597E+00 a        28     0     1     1    28
  1.8262800674887740E+02 a        29     0     1     1    29
 -1.0742437588164062E+01 a        30     0     1     1    30
 -1.0121685678848353E+01 a        31     0     1     1    31
 -2.7937717715009573E+01 a        32     0     1     1    32
  2.3689504553796490E+00 a        33     0     1     1    33
 -1.8878213555173640E+00 a        34     0     1     1    34
  7.1934286115671044E+00 a        35     0     1     1    35
 -4.3865982622317993E+01 a        36     0     1     1    36
 -1.1340370732211497E+01 a        37     0     1     1    37
 -1.2966895686519203E+01 a        38     0     1     1    38
  2.1418641652712589E+00 a        39     0     1     1    39
 -2.5026303149312139E+00 a        40     0     1     1    40
 -5.9592205285476512E+00 a        41     0     1     1    41
 -2.3173496705215474E+01 a        42     0     1     1    42
  4.0513584907522571E+00 a        43     0     1     1    43
  8.6530263890616581E+00 a        44     0     1     1    44
  5.6133987929033653E+00 a        45     0     1     1    45
  7.8681641928114787E-01 a        46     0     1     1    46
  1.7470801599822563E+00 a        47     0     1     1    47
  8.6088310763960685E+00 a        48     0     1     1    48
 -9.8747369598474499E+00 a        49     0     1     1    49
 -2.3857349848946555E+01 a        50     0     1     1    50
  1.4027758628384628E+01 a        51     0     2     1     1
 -2.2997957478129001E+00 a        52     0     2     1     2
  8.7518153909635039E+00 a        53     0     2     1     3
 -1.0156115607186427E+01 a        54     0     2     1     4
 -8.4481339446514081E+00 a        55     0     2     1     5
  1.8154049514135810E+01 a        56     0     2     1     6
  7.1643233458875679E+00 a        57     0     2     1     7
  3.3303459023810497E+01 a        58     0     2     1     8
  1.0163605393127282E+01 a        59     0     2     1     9
  3.1557282635979589E+00 a        60     0     2     1    10
 -1.5602318645512744E+01 a        61     0     2     1    11
 -1.2048196639717291E+01 a        62     0     2     1    12
 -1.3899724461365892E+01 a        63     0     2     1    13
 -2.1275461586314366E+00 a        64     0     2     1    14
  1.0743857209233969E+01 a        65     0     2     1    15
  1.2157532633226664E+00 a        66     0     2     1    16
 -7.2322385676259744E+00 a        67     0     2     1    17
  1.3959039313151339E+02 a        68     0     2     1    18
  1.5507708888851811E+01 a        69     0     2     1    19
  1.3646338249153272E+01 a        70     0     2     1    20
  1.0588951151882327E+01 a        71     0     2     1    21
  3.6072478721629513E+00 a        72     0     2     1    22
 -1.3219708240054494E+01 a        73     0     2     1    23
 -1.0645420685734045E+01 a        74     0     2     1    24
 -1.5183691994517437E+01 a        75     0     2     1    25
 -1.0045194994717605E+01 a        76     0     2     1    26
  4.3477086203796516E+00 a        77     0     2     1    27
 -3.8732602092303745E+00 a        78     0     2     1    28
  1.5425958376023868E+02 a        79     0     2     1    29
 -1.0789796610665823E+01 a        80     0     2     1    30
 -1.1626633136756167E+01 a        81     0     2     1    31
 -2.2283362016956435E+01 a        82     0     2     1    32
  3.1203334461802554E-02 a        83     0     2     1    33
 -1.1268093158141843E+01 a        84     0     2     1    34
  8.8025609132020790E+00 a        85     0     2     1    35
 -3.6965725349088167E+01 a        86     0     2     1    36
 -9.9386093129483388E+00 a        87     0     2     1    37
 -1.6668455160873489E+01 a        88     0     2     1    38
  8.4783525773925761E-01 a        89     0     2     1    39
 -2.6749693269335921E+00 a        90     0     2     1    40
 -5.8466562223737402E+00 a        91     0     2     1    41
 -2.4446614788738973E+01 a        92     0     2     1    42
 -6.8288823011872091E-01 a        93     0     2     1    43
  9.3128113656866027E+00 a        94     0     2     1    44
 -2.9026338906323232E+00 a        95     0     2     1    45
  5.8113570133847219E+00 a        96     0     2     1    46
  2.3653346340987658E+00 a        97     0     2     1    47
  1.0184960048626248E+01 a        98     0     2     1    48
 -1.2108331870713686E+01 a        99     0     2     1    49
 -2.4833401525134814E+01 a       100     0     2     1    50
 -3.3048261210832273E+00 a       101     0     3     1     1
 -4.1044844380677166E+00 a       102     0     3     1     2
  1.8646548365084740E+01 a       103     0     3     1     3
 -8.8981973744897047E+00 a       104     0     3     1     4
 -6.4279445267225341E+00 a       105     0     3     1     5
  4.6834370682481570E+00 a       106     0     3     1     6
 -2.7011275391390668E+00 a       107     0     3     1     7
  1.2455146684764310E+01 a       108     0     3     1     8
  2.0583043094742011E+00 a       109     0     3     1     9
 -8.3063628969955872E+00 a       110     0     3     1    10
 -9.5473724707527250E+00 a       111     0     3     1    11
  3.9643119279934297E-01 a       112     0     3     1    12
 -4.4315122342902482E+00 a       113     0     3     1    13
 -3.5594977767746250E+00 a       114     0     3     1    14
