################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.2387278173026878E+01 a         1     0     1     1     1
 -1.4295110277201568E+01 a         2     0     1     1     2
  7.0496851121353032E+01 a         3     0     1     1     3
  3.6400787007479870E+01 a         4     0     1     1     4
  3.3094927081878125E+00 a         5     0     1     1     5
  4.8007814421948915E+01 a         6     0     1     1     6
 -2.2899071374305848E+01 a         7     0     1     1     7
  8.6705098792475859E+00 a         8     0     1     1     8
 -9.3436269183226131E+00 a         9     0     1     1     9
 -1.0659288988063578E+00 a        10     0     1     1    10
 -3.0100080471854298E+01 a        11     0     1     1    11
  2.7985900610466057E+01 a        12     0     1     1    12
 -3.5448497646877493E+00 a        13     0     1     1    13
  4.3583914894404323E+01 a        14     0     1     1    14
  2.8337618144901665E+01 a        15     0     1     1    15
 -8.2565566391305598E+00 a        16     0     1     1    16
  1.4975687139280157E+02 a        17     0     1     1    17
  1.0123969517875079E+02 a        18     0     1     1    18
 -2.7122952835682963E+02 a        19     0     1     1    19
  3.3182308765319284E+01 a        20     0     1     1    20
 -3.2611634912898895E+00 a        21     0     1     1    21
  2.1879168408022496E+00 a        22     0     1     1    22
 -2.0439980419245956E+01 a        23     0     1     1    23
  3.7755696909671627E+01 a        24     0     1     1    24
 -1.1392102054163692E+01 a        25     0     1     1    25
 -1.7158326527383426E+01 a        26     0     1     1    26
  2.4324554024493486E+02 a        27     0     1     1    27
  1.1223037355644193E+01 a        28     0     1     1    28
  1.1057818437442123E+02 a        29     0     1     1    29
  5.0402864655196161E+01 a        30     0     1     1    30
  2.1664146577826483E+02 a        31     0     1     1    31
  1.8971312514843710E+01 a        32     0     1     1    32
  3.8354323355929473E+01 a        33     0     1     1    33
 -2.1157936201645622E+01 a        34     0     1     1    34
  2.5761476907613861E+01 a        35     0     1     1    35
  3.2163688727246530E+01 a        36     0     1     1    36
  2.2910130866936575E+02 a        37     0     1     1    37
 -1.9629384578946780E+01 a        38     0     1     1    38
  1.8962203921345711E+01 a        39     0     1     1    39
  3.2660513924806047E+01 a        40     0     1     1    40
  1.1840781371515369E+01 a        41     0     1     1    41
 -3.4708680256994334E+01 a        42     0     1     1    42
  3.2380479456982371E+01 a        43     0     1     1    43
 -8.5352555489669598E+01 a        44     0     1     1    44
  4.3375555308614743E+01 a        45     0     1     1    45
  3.9881822092694755E+01 a        46     0     1     1    46
 -5.3583331533049424E+01 a        47     0     1     1    47
 -5.5433203971762923E+00 a        48     0     1     1    48
 -1.1183396230865888E+01 a        49     0     1     1    49
 -4.6608511254538856E+00 a        50     0     1     1    50
 -2.3484143198365683E+01 a        51     0     2     1     1
 -1.6810043819390550E+01 a        52     0     2     1     2
  6.2015457614139947E+01 a        53     0     2     1     3
  3.1704816790166106E+01 a        54     0     2     1     4
  2.4557948943326342E+00 a        55     0     2     1     5
  4.1952505288819729E+01 a        56     0     2     1     6
 -1.8386799734311523E+01 a        57     0     2     1     7
  6.8468392015649595E+00 a        58     0     2     1     8
 -7.4634040335212131E+00 a        59     0     2     1     9
  5.9489939783029810E-01 a        60     0     2     1    10
 -2.4398693398141301E+01 a        61     0     2     1    11
  2.1010414054659456E+01 a        62     0     2     1    12
 -3.9504698898893813E+00 a        63     0     2     1    13
  4.0448845937466537E+01 a        64     0     2     1    14
  1.7711856032236494E+01 a        65     0     2     1    15
 -8.1967523129943469E+00 a        66     0     2     1    16
  1.1954270064403603E+02 a        67     0     2     1    17
  8.2694247571859719E+01 a        68     0     2     1    18
 -2.2080679188272850E+02 a        69     0     2     1    19
  3.2926283442244539E+01 a        70     0     2     1    20
 -3.5063578896712904E+00 a        71     0     2     1    21
  2.3112607175643691E+00 a        72     0     2     1    22
 -2.2981247111730450E+01 a        73     0     2     1    23
  4.3056851847331366E+01 a        74     0     2     1    24
 -1.6369102598815289E+01 a        75     0     2     1    25
 -1.6551723169208437E+01 a        76     0     2     1    26
  2.0269773321475270E+02 a        77     0     2     1    27
  1.6742225506799937E+01 a        78     0     2     1    28
  1.0449885640411843E+02 a        79     0     2     1    29
  5.1826626736262057E+01 a        80     0     2     1    30
  1.6939473110705143E+02 a        81     0     2     1    31
  1.2515663747189562E+01 a        82     0     2     1    32
  3.0252338007283242E+01 a        83     0     2     1    33
 -2.3908864809966143E+01 a        84     0     2     1    34
  2.8250918645271604E+01 a        85     0     2     1    35
  3.4727488926282462E+01 a        86     0     2     1    36
  1.8812653575276215E+02 a        87     0     2     1    37
 -1.6092623159760240E+01 a        88     0     2     1    38
  2.2614737702790610E+01 a        89     0     2     1    39
  3.2062529672318121E+01 a        90     0     2     1    40
  1.1144647139491781E+01 a        91     0     2     1    41
 -2.5250952882342546E+01 a        92     0     2     1    42
  2.4281974077465950E+01 a        93     0     2     1    43
 -7.7040033513398910E+01 a        94     0     2     1    44
  4.7910990289674224E+01 a        95     0     2     1    45
  3.9218485511926573E+01 a        96     0     2     1    46
 -4.2498940650440474E+01 a        97     0     2     1    47
 -9.7810674215832549E-01 a        98     0     2     1    48
 -5.4936724352098443E+00 a        99     0     2     1    49
  5.8044179939253171E+00 a       100     0     2     1    50
 -5.1792535321216313E+01 a       101     0     3     1     1
  4.9915331797116638E+00 a       102     0     3     1     2
  7.2572828543798423E+01 a       103     0     3     1     3
  4.1146744658084167E+01 a       104     0     3     1     4
  5.2504146692981468E+00 a       105     0     3     1     5
  5.1574093569045502E+01 a       106     0     3     1     6
 -2.5769554840152402E+01 a       107     0     3     1     7
  1.1439266769084057E+01 a       108     0     3     1     8
 -1.4288980967679249E+01 a       109     0     3     1     9
 -1.0572430056077327E+01 a       110     0     3     1    10
 -3.9817233688273596E+01 a       111     0     3     1    11
