################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.8601058012361065E+01 a         1     0     1     1     1
 -4.6494743714601931E+01 a         2     0     1     1     2
  1.9932924721130913E+01 a         3     0     1     1     3
  3.3350066365290118E+01 a         4     0     1     1     4
 -1.1398040559947034E+01 a         5     0     1     1     5
  7.9172932618247716E-01 a         6     0     1     1     6
  3.0247356853240753E+01 a         7     0     1     1     7
  7.0140574988072153E+00 a         8     0     1     1     8
 -1.5089574728345919E+01 a         9     0     1     1     9
 -3.3639646602284512E+02 a        10     0     1     1    10
 -8.9376767591490793E+00 a        11     0     1     1    11
 -2.3899386956538158E+00 a        12     0     1     1    12
  1.3710149836505293E+01 a        13     0     1     1    13
 -9.2799557527261918E+00 a        14     0     1     1    14
  1.5537066205441533E+01 a        15     0     1     1    15
  1.6784233989461725E+01 a        16     0     1     1    16
  3.6629125886856292E+02 a        17     0     1     1    17
 -5.9783576932369682E+00 a        18     0     1     1    18
  1.2351473956452823E+01 a        19     0     1     1    19
  8.2211265310117607E+00 a        20     0     1     1    20
 -2.2473632547280321E+01 a        21     0     1     1    21
  1.0399957909354098E+00 a        22     0     1     1    22
  2.4947569698032368E+01 a        23     0     1     1    23
 -5.2511515385729254E+01 a        24     0     1     1    24
  1.2225742080783857E+02 a        25     0     1     1    25
  1.3229744194384006E+02 a        26     0     1     1    26
  7.4565227957461431E+01 a        27     0     1     1    27
  3.7308379744249591E+00 a        28     0     1     1    28
  7.7521237289859668E+00 a        29     0     1     1    29
 -4.9848159700754611E+00 a        30     0     1     1    30
 -3.6005126848087158E+01 a        31     0     1     1    31
 -3.1680423572296117E+01 a        32     0     1     1    32
 -1.1630014591924237E+01 a        33     0     1     1    33
  2.3841982563547566E+02 a        34     0     1     1    34
  1.1654497265789875E+01 a        35     0     1     1    35
  1.1982542565524563E+01 a        36     0     1     1    36
 -6.1884817688319957E+00 a        37     0     1     1    37
  3.9947410107155775E+02 a        38     0     1     1    38
 -4.6907557692836592E+00 a        39     0     1     1    39
  4.9433780957826521E+00 a        40     0     1     1    40
  1.6025850405328802E+02 a        41     0     1     1    41
  1.5391332483244040E+02 a        42     0     1     1    42
  2.4967456751438464E+00 a        43     0     1     1    43
 -6.1110068643456705E-01 a        44     0     1     1    44
 -2.1385103392117735E+01 a        45     0     1     1    45
  2.9434070736539582E+01 a        46     0     1     1    46
 -6.3478642989373855E+00 a        47     0     1     1    47
  1.4240599447730739E+01 a        48     0     1     1    48
  1.1144277639051506E+01 a        49     0     1     1    49
  1.9040407192958291E+01 a        50     0     1     1    50
 -4.0094482788489181E+01 a        51     0     2     1     1
 -4.3052836247804819E+01 a        52     0     2     1     2
  1.7094424988555375E+01 a        53     0     2     1     3
  3.2312197424486733E+01 a        54     0     2     1     4
