################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1         16   0.0000000000000000E+00   1.1690393096980683E+01   3.7045348896807453E+00   9.0709272246167771E-01
         1         17   0.0000000000000000E+00   2.0459629473223099E+01   4.7199313839808239E+00   1.5792143204310243E+00
         1         18   0.0000000000000000E+00   6.7431520750423815E+00   2.0609252751987097E+00   5.4322408575643832E-01
         1         19   0.0000000000000000E+00   1.0605599406802433E+01   5.4153813753967905E-01   3.9877114888485643E-01
         1         20   0.0000000000000000E+00   3.7097247851661187E+01   2.8545094595699827E+00   1.6620004615487829E+00
         1         21   0.0000000000000000E+00   7.7635233279529903E+00   3.9889804398104090E-01   3.0817579886974372E-01
         1         22   0.0000000000000000E+00   3.1061108284877367E+01   2.4723548553962411E+00   1.4119411202108771E+00
         1         23   0.0000000000000000E+00   9.5286752121367453E+00   4.7037186388782809E-01   3.5338219435202028E-01
         1         24   0.0000000000000000E+00   3.2874623358022305E+01   2.4917823664843306E+00   1.4517659621129950E+00
         1         25   0.0000000000000000E+00   6.9719178625119325E+00   3.4755285555765381E-01   2.7448806332856673E-01
         1         26   0.0000000000000000E+00   2.7315463344623829E+01   2.1609418874182604E+00   1.2336338580067756E+00
         1         27   0.0000000000000000E+00   2.5141867397053975E+01   1.2262077532354989E+00   8.4847536313573113E-01
         1         28   0.0000000000000000E+00   4.7991199777554733E+01   3.1534692578326626E+00   1.9265697957048389E+00
         1         29   0.0000000000000000E+00   1.3137211127099967E+01   6.1797299335357281E-01   4.5237387414951485E-01
         1         30   0.0000000000000000E+00   3.6151202023618019E+01   2.5452344979507355E+00   1.5183818247935117E+00
         1         31   0.0000000000000000E+00   2.2481892696095741E+01   1.0490849735267922E+00   7.3688687352323168E-01
         1         32   0.0000000000000000E+00   4.2466232627576574E+01   2.7230862169322987E+00   1.6689237659283074E+00
         1         33   0.0000000000000000E+00   1.1753535058076073E+01   5.2926863689302583E-01   3.9539299046523130E-01
         1         34   0.0000000000000000E+00   3.1907026104036046E+01   2.2032698802985324E+00   1.3160617199925795E+00
         1         35   0.0000000000000000E+00   2.0173019663165004E+01   9.0047227768734839E-01   6.4205077686705914E-01
         1         36   0.0000000000000000E+00   3.7710618345132332E+01   2.3611421573550229E+00   1.4508956082587161E+00
         1         37   0.0000000000000000E+00   6.8010966033427156E+00   2.9868676796974236E-01   2.4044890495149804E-01
         1         38   0.0000000000000000E+00   2.2442742786778975E+01   1.6251068201127827E+00   9.4649190730383992E-01
         1         39   0.0000000000000000E+00   1.4847038468763767E+01   5.7989864456757256E-01   4.3230408463512654E-01
         1         40   0.0000000000000000E+00   2.6924459518278336E+01   1.5752070648444041E+00   9.7223325361629465E-01
         1         41   0.0000000000000000E+00   7.7652086324559368E+00   2.9225316907685572E-01   2.3741237020690240E-01
         1         42   0.0000000000000000E+00   2.0073633583166064E+01   1.2875615893536867E+00   7.6894318292251573E-01
         2          1   0.0000000000000000E+00   3.3589195496789912E+01   1.0339914677146099E+01   2.4403607741918201E+00
         2          2   0.0000000000000000E+00   3.3742656992334780E+01   1.0389394471532734E+01   2.4551468470635438E+00
         2          3   0.0000000000000000E+00   3.1916823527527448E+01   9.7966631739362011E+00   2.3005194258547563E+00
         2          4   0.0000000000000000E+00   3.3383987411210285E+01   1.0267783371600236E+01   2.4421712838618110E+00
         2          5   0.0000000000000000E+00   2.8616269791375522E+01   8.7358273821563408E+00   2.0269583659518209E+00
         2          6   0.0000000000000000E+00   3.2613295777263389E+01   1.0007868196915947E+01   2.4146393502013646E+00
         2          7   0.0000000000000000E+00   2.4545625043442033E+01   7.4515933244292381E+00   1.6950709052514588E+00
         2          8   0.0000000000000000E+00   3.1521849925581112E+01   9.6431738284026292E+00   2.3762119076489725E+00
         2          9   0.0000000000000000E+00   2.0344343864832990E+01   6.1599466200021045E+00   1.3618417519293111E+00
         2         10   0.0000000000000000E+00   3.0177719133794316E+01   9.1998547318153694E+00   2.3291950200260607E+00
         2         11   0.0000000000000000E+00   3.0429079658050149E+01   9.0947050822856816E+00   2.2442919821950835E+00
         2         12   0.0000000000000000E+00   2.2215355761995919E+01   6.8131997547462397E+00   1.8216949115727552E+00
         2         13   0.0000000000000000E+00   2.7929709222906588E+01   8.1153412117503283E+00   2.1078076073334553E+00
         2         14   0.0000000000000000E+00   1.6961884745010028E+01   5.1188765442469455E+00   1.4315563210831774E+00
         2         15   0.0000000000000000E+00   2.4354539328067769E+01   6.7245535102924254E+00   1.9467114005978110E+00
         2         16   0.0000000000000000E+00   1.1601694584568722E+01   3.6044551980560313E+00   1.0177015016720687E+00
         2         17   0.0000000000000000E+00   1.8789080162671244E+01   4.4541585442993306E+00   1.7219373112397249E+00
         2         18   0.0000000000000000E+00   6.5879008239746648E+00   2.1253421768300225E+00   6.3440534430680129E-01
         2         19   0.0000000000000000E+00   7.8827107229477615E+00   9.4039352508185081E-01   4.2199891738263290E-01
         2         20   0.0000000000000000E+00   3.3264344083936919E+01   2.5779759553201749E+00   2.0748949404062977E+00
         2         21   0.0000000000000000E+00   5.6304706833866733E+00   7.6158116135518261E-01   3.7058074595225871E-01
         2         22   0.0000000000000000E+00   2.7823477752483832E+01   2.2208948195988656E+00   1.7876004735625819E+00
         2         23   0.0000000000000000E+00   6.9996483674364853E+00   8.4644015431898945E-01   3.8519696641746715E-01
         2         24   0.0000000000000000E+00   2.9270010933797494E+01   2.2307542084064704E+00   1.8159842799949955E+00
         2         25   0.0000000000000000E+00   4.9953044885753988E+00   6.8931424783174700E-01   3.4264137750183471E-01
         2         26   0.0000000000000000E+00   2.4458171414298281E+01   1.9237154646614771E+00   1.5661165844247895E+00
         2         27   0.0000000000000000E+00   1.9398618419465844E+01   1.6469780015644153E+00   8.8959914987546951E-01
         2         28   0.0000000000000000E+00   4.1280046472753575E+01   2.9222120537904357E+00   2.3466279957960570E+00
         2         29   0.0000000000000000E+00   9.7621253451528691E+00   1.0110716504365496E+00   4.6977732695487184E-01
         2         30   0.0000000000000000E+00   3.1575808342885711E+01   2.2863057026625704E+00   1.8727455618342450E+00
         2         31   0.0000000000000000E+00   1.7118110675066678E+01   1.4421940487287050E+00   7.8018027722316607E-01
         2         32   0.0000000000000000E+00   3.6159970788121385E+01   2.5045643978449363E+00   2.0361806751009737E+00
         2         33   0.0000000000000000E+00   8.6197444007885924E+00   8.9676088091179185E-01   4.2059076115677574E-01
         2         34   0.0000000000000000E+00   2.7609818321575840E+01   1.9591312300280235E+00   1.6245696894617347E+00
         2         35   0.0000000000000000E+00   1.5156356859646081E+01   1.2671795810784490E+00   6.8785906470336677E-01
         2         36   0.0000000000000000E+00   3.1773338181888249E+01   2.1540414732921325E+00   1.7727775545807527E+00
         2         37   0.0000000000000000E+00   4.8063993595151953E+00   6.0563204592590414E-01   2.9169234431996710E-01
         2         38   0.0000000000000000E+00   1.9476255015538271E+01   1.4071236081724772E+00   1.1879990295601828E+00
         2         39   0.0000000000000000E+00   1.0712802132086546E+01   8.7541866729133333E-01   4.8591605600554549E-01
         2         40   0.0000000000000000E+00   2.1921115741400609E+01   1.3967094329530014E+00   1.1919090146041245E+00
         2         41   0.0000000000000000E+00   5.4058855432615740E+00   5.7007996894633151E-01   2.8386111279149723E-01
         2         42   0.0000000000000000E+00   1.6609036351626745E+01   1.0913707346079995E+00   9.4843186921649625E-01
         3          1   0.0000000000000000E+00   3.6675396716191372E+01   9.5286659575266448E+00   3.2078063585648642E+00
         3          2   0.0000000000000000E+00   3.6827315345429426E+01   9.5815650685195024E+00   3.2214716580153659E+00
         3          3   0.0000000000000000E+00   3.4935505581780845E+01   8.9821890960082005E+00   3.0622546751874764E+00
         3          4   0.0000000000000000E+00   3.6387694341979014E+01   9.4864208661081744E+00   3.1928061821517435E+00
         3          5   0.0000000000000000E+00   3.1493247292392148E+01   7.9184414388468509E+00   2.7760323285728048E+00
         3          6   0.0000000000000000E+00   3.5447863589649359E+01   9.2830538317594922E+00   3.1313725492001971E+00
         3          7   0.0000000000000000E+00   2.7230979579957030E+01   6.6390588217147268E+00   2.4242109157840153E+00
         3          8   0.0000000000000000E+00   3.4128182402220425E+01   8.9976292052810400E+00   3.0447391464387978E+00
         3          9   0.0000000000000000E+00   2.2809612845664088E+01   5.3667513651293648E+00   2.0602725858583737E+00
         3         10   0.0000000000000000E+00   3.2618286116365255E+01   8.6504629856070014E+00   2.9386179835649862E+00
         3         11   0.0000000000000000E+00   3.3208625256987446E+01   8.2886674978184764E+00   3.0400568354092883E+00
         3         12   0.0000000000000000E+00   2.3418910632221806E+01   6.6498826103560313E+00   2.1454610436555432E+00
         3         13   0.0000000000000000E+00   3.0589953603177648E+01   7.3156015832004391E+00   2.9163127421578219E+00
         3         14   0.0000000000000000E+00   1.6726773584054325E+01   5.1844914131024327E+00   1.6155600869243607E+00
         3         15   0.0000000000000000E+00   2.6893414185956384E+01   5.9462237774647368E+00   2.7583416505060740E+00
         3         16   0.0000000000000000E+00   1.1315861833178738E+01   3.7568778484503027E+00   1.1217033110201999E+00
         3         17   0.0000000000000000E+00   2.0658731099270319E+01   3.7974548387430800E+00   2.4922547367593562E+00
         3         18   0.0000000000000000E+00   6.4516805996786557E+00   2.2009910669838422E+00   6.4217030689632892E-01
         3         19   0.0000000000000000E+00   1.0684161229130771E+01   5.4898550757339426E-01   6.5210970710788396E-01
         3         20   0.0000000000000000E+00   4.4815115369962598E+01   2.3192924037764016E+00   3.0030249334510497E+00
         3         21   0.0000000000000000E+00   7.8320820435904999E+00   3.8982997781627488E-01   4.6716890241258979E-01
         3         22   0.0000000000000000E+00   3.8077957385207263E+01   2.0036816690891932E+00   2.5335704886301378E+00
         3         23   0.0000000000000000E+00   9.5535834343069386E+00   4.8425043340963964E-01   5.8132839257404312E-01
         3         24   0.0000000000000000E+00   3.9868521607270011E+01   2.0007429237048453E+00   2.6430181126856263E+00
         3         25   0.0000000000000000E+00   6.9998976894562555E+00   3.4443416816871814E-01   4.1719449561534444E-01
         3         26   0.0000000000000000E+00   3.3876359522643384E+01   1.7303199934371960E+00   2.2295469751700132E+00
         3         27   0.0000000000000000E+00   2.5543315722811702E+01   1.2084111253665633E+00   1.5522892233809162E+00
         3         28   0.0000000000000000E+00   5.5271100368501585E+01   2.5976087307695890E+00   3.5887298927110147E+00
         3         29   0.0000000000000000E+00   1.3052010327563881E+01   6.4889895712527190E-01   7.9293977816195704E-01
         3         30   0.0000000000000000E+00   4.2779794973253722E+01   2.0380965625282976E+00   2.8076964721764250E+00
         3         31   0.0000000000000000E+00   2.2682225135681737E+01   1.0454178158935430E+00   1.3606308528289115E+00
         3         32   0.0000000000000000E+00   4.9022979575231453E+01   2.2217897054632902E+00   3.1332369926250241E+00
         3         33   0.0000000000000000E+00   1.1584125402962535E+01   5.6596043834262266E-01   6.9970231904007607E-01
         3         34   0.0000000000000000E+00   3.7924879842512219E+01   1.7423323279123692E+00   2.4515967924852813E+00
         3         35   0.0000000000000000E+00   2.0210836069723843E+01   9.0791805645011336E-01   1.1964039743127293E+00
         3         36   0.0000000000000000E+00   4.3629485833087131E+01   1.9078851144674494E+00   2.7434701232204159E+00
         3         37   0.0000000000000000E+00   6.7153149353875579E+00   3.2558933023724473E-01   4.0550133814856681E-01
         3         38   0.0000000000000000E+00   2.7601293240503043E+01   1.2526209632279763E+00   1.7590706046032936E+00
         3         39   0.0000000000000000E+00   1.4569852934789299E+01   6.0741219283760750E-01   8.2746778026010592E-01
         3         40   0.0000000000000000E+00   3.1331977559943780E+01   1.2348004786793221E+00   1.8708492882086034E+00
         3         41   0.0000000000000000E+00   7.4576789731893420E+00   3.3870136739612328E-01   4.3816166140689017E-01
         3         42   0.0000000000000000E+00   2.4184951377219889E+01   9.6608965323783769E-01   1.4647519784569767E+00
         4          1   0.0000000000000000E+00   3.3031984799309498E+01   8.8105607172557079E+00   2.4039448242448405E+00
         4          2   0.0000000000000000E+00   3.3197229313079092E+01   8.8658841448921208E+00   2.4186693849227177E+00
         4          3   0.0000000000000000E+00   3.1319395118199626E+01   8.2710631435060424E+00   2.2646166770014204E+00
         4          4   0.0000000000000000E+00   3.2901545744109043E+01   8.7996640695295802E+00   2.4054273925725300E+00
         4          5   0.0000000000000000E+00   2.7937502970023278E+01   7.2196211357023623E+00   1.9933017347041482E+00
         4          6   0.0000000000000000E+00   3.2261256347667668E+01   8.6576016355220968E+00   2.3771073411021804E+00
         4          7   0.0000000000000000E+00   2.3763522682878584E+01   5.9531753235389573E+00   1.6669123648592159E+00
         4          8   0.0000000000000000E+00   3.1342412732961701E+01   8.4569106162703385E+00   2.3372508065952715E+00
         4          9   0.0000000000000000E+00   1.9453174150662711E+01   4.6932538075934387E+00   1.3424140422196249E+00
         4         10   0.0000000000000000E+00   3.0190041309356182E+01   8.2104528362923936E+00   2.2884150518973625E+00
         4         11   0.0000000000000000E+00   3.0122466585686968E+01   7.6867229883982455E+00   2.1902083665000331E+00
         4         12   0.0000000000000000E+00   2.2519917888968454E+01   6.4868447791705579E+00   1.8107204285950487E+00
         4         13   0.0000000000000000E+00   2.7866475554540845E+01   6.8060945555980163E+00   2.0302834954872839E+00
         4         14   0.0000000000000000E+00   1.7036282191935783E+01   5.1523906754171733E+00   1.4527428267621025E+00
         4         15   0.0000000000000000E+00   2.4792270191098016E+01   5.5725524508346096E+00   1.8229643982772450E+00
         4         16   0.0000000000000000E+00   1.1608508566232599E+01   3.6998215337024627E+00   1.0419432786598553E+00
         4         17   0.0000000000000000E+00   2.0442201259206485E+01   3.6411266837074718E+00   1.5238608265444651E+00
         4         18   0.0000000000000000E+00   6.6236408018776656E+00   2.0615419727104909E+00   5.8282183938882548E-01
         4         19   0.0000000000000000E+00   5.8676126589975359E+00   2.0167725341897971E-01   2.2605555968645968E-01
         4         20   0.0000000000000000E+00   3.2707278509529445E+01   2.3625442616397541E+00   1.6227476772163145E+00
         4         21   0.0000000000000000E+00   4.0509146019230942E+00   1.3233222282020685E-01   1.5680457863342936E-01
         4         22   0.0000000000000000E+00   2.7573441439645375E+01   2.1037145442008960E+00   1.3857292466404694E+00
         4         23   0.0000000000000000E+00   5.1275913310277881E+00   1.7071050248969782E-01   1.9594753861428726E-01
         4         24   0.0000000000000000E+00   2.8711405058940276E+01   2.0625533731103300E+00   1.4147431183079324E+00
         4         25   0.0000000000000000E+00   3.5328007515508322E+00   1.1208421581080437E-01   1.3616650581166201E-01
         4         26   0.0000000000000000E+00   2.4196210765928043E+01   1.8417694953903518E+00   1.2092856752517591E+00
         4         27   0.0000000000000000E+00   1.5698301388242548E+01   6.1662311018370275E-01   6.3599433329672361E-01
         4         28   0.0000000000000000E+00   3.8833102622163096E+01   2.3931721064311411E+00   1.8151843339357689E+00
         4         29   0.0000000000000000E+00   7.3711486829059352E+00   2.5475961661513574E-01   2.8215398550001103E-01
         4         30   0.0000000000000000E+00   3.0436254507929071E+01   2.0313086128625732E+00   1.4606132481954928E+00
         4         31   0.0000000000000000E+00   1.3690332812674706E+01   5.1735039231349467E-01   5.4582369709898293E-01
         4         32   0.0000000000000000E+00   3.3823606185168053E+01   2.0610236671747924E+00   1.5684421079388797E+00
         4         33   0.0000000000000000E+00   6.4016030755381159E+00   2.1308039392165254E-01   2.4217089470772876E-01
         4         34   0.0000000000000000E+00   2.6511419078255930E+01   1.7567536687829490E+00   1.2643806833379423E+00
         4         35   0.0000000000000000E+00   1.1973204203527624E+01   4.3589637023631667E-01   4.7037918235393150E-01
         4         36   0.0000000000000000E+00   2.9548589894162905E+01   1.7830451537251943E+00   1.3614522393693540E+00
         4         37   0.0000000000000000E+00   3.3229677771117698E+00   1.0013930072473468E-01   1.2474830908234794E-01
         4         38   0.0000000000000000E+00   1.8954338124182069E+01   1.3478492351847293E+00   9.2191310007502969E-01
         4         39   0.0000000000000000E+00   8.1329331139386394E+00   2.6713930260179897E-01   3.0831342370464559E-01
         4         40   0.0000000000000000E+00   2.0022163400319126E+01   1.1836471659586567E+00   9.1436573648567321E-01
         4         41   0.0000000000000000E+00   3.7343430011268803E+00   1.0831863093669550E-01   1.3676456304389228E-01
         4         42   0.0000000000000000E+00   1.5698939748661704E+01   1.0248264942935532E+00   7.4341339835218168E-01
