################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.1397959932829436E+02 a         1     0     1     1     1
  5.9528366740122628E+01 a         2     0     1     1     2
 -8.6723873144360653E+01 a         3     0     1     1     3
 -6.5237652228610614E+01 a         4     0     1     1     4
 -8.8151164272420345E+01 a         5     0     1     1     5
 -1.0626094341418559E+01 a         6     0     1     1     6
  3.2588420092872873E+01 a         7     0     1     1     7
 -1.2041524412901461E+02 a         8     0     1     1     8
 -2.3468195520684134E+01 a         9     0     1     1     9
 -3.0765415567840286E+01 a        10     0     1     1    10
 -8.8486924986630896E+01 a        11     0     1     1    11
 -9.7769674229992901E+01 a        12     0     1     1    12
  1.6255039134465981E+01 a        13     0     1     1    13
  5.1515851619379916E+01 a        14     0     1     1    14
  1.2279338365756574E+01 a        15     0     1     1    15
  1.1804822622930929E+02 a        16     0     1     1    16
  5.4477537346069447E+01 a        17     0     1     1    17
 -4.8706761109442290E+01 a        18     0     1     1    18
 -1.7364330209269379E+01 a        19     0     1     1    19
  3.7853788455043066E+01 a        20     0     1     1    20
  2.7051343699685432E+01 a        21     0     1     1    21
 -3.8787106870663550E+01 a        22     0     1     1    22
  1.6585036206042485E+01 a        23     0     1     1    23
  9.0850525505633133E+00 a        24     0     1     1    24
  5.7267274939828718E+00 a        25     0     1     1    25
 -1.3146868083513488E+02 a        26     0     1     1    26
  3.0368887979959744E+01 a        27     0     1     1    27
  2.6994358692880309E+02 a        28     0     1     1    28
 -6.8165696616349464E+01 a        29     0     1     1    29
 -3.4306633911202375E+01 a        30     0     1     1    30
 -7.0253268047645690E+01 a        31     0     1     1    31
  5.1732624150094658E+01 a        32     0     1     1    32
  7.6058278161259892E+01 a        33     0     1     1    33
 -5.1700930039009442E+01 a        34     0     1     1    34
  2.2455358422875516E+01 a        35     0     1     1    35
 -4.7641378655485944E+01 a        36     0     1     1    36
  1.4124395834315647E+01 a        37     0     1     1    37
 -3.4000333483622029E+01 a        38     0     1     1    38
  2.1252402981216477E+01 a        39     0     1     1    39
  3.5028879598007514E+01 a        40     0     1     1    40
 -4.2489576341983323E+01 a        41     0     1     1    41
  2.2053139236149298E+02 a        42     0     1     1    42
 -2.7471962821371747E+00 a        43     0     1     1    43
 -7.4247942677472935E+01 a        44     0     1     1    44
  7.5647394904635746E+01 a        45     0     1     1    45
 -2.4214946846651767E+01 a        46     0     1     1    46
  3.7794888333960688E+02 a        47     0     1     1    47
  6.4943201555160499E+01 a        48     0     1     1    48
 -8.1296466247239891E+01 a        49     0     1     1    49
 -2.1434212834980499E+01 a        50     0     1     1    50
 -9.9452399199443136E+01 a        51     0     2     1     1
  4.6590773357834365E+01 a        52     0     2     1     2
 -8.1278560879967742E+01 a        53     0     2     1     3
 -7.1647554963846687E+01 a        54     0     2     1     4
 -7.7697544921794716E+01 a        55     0     2     1     5
 -1.2036158025874505E+01 a        56     0     2     1     6
  3.2499872610115887E+01 a        57     0     2     1     7
 -1.0116338159212985E+02 a        58     0     2     1     8
 -2.0066267652721290E+01 a        59     0     2     1     9
 -2.4245807797945496E+01 a        60     0     2     1    10
 -8.1380825270610714E+01 a        61     0     2     1    11
 -9.1942450471568307E+01 a        62     0     2     1    12
  1.8432871555507951E+01 a        63     0     2     1    13
  5.2950237088898184E+01 a        64     0     2     1    14
  2.1265529532863265E+01 a        65     0     2     1    15
  1.0712156312357250E+02 a        66     0     2     1    16
  5.3883581828469836E+01 a        67     0     2     1    17
 -4.8877961335243242E+01 a        68     0     2     1    18
 -1.8484046731159104E+01 a        69     0     2     1    19
  3.2445776054319737E+01 a        70     0     2     1    20
  2.5525882529009202E+01 a        71     0     2     1    21
 -3.1102122430905329E+01 a        72     0     2     1    22
  1.8277402173297553E+01 a        73     0     2     1    23
  9.9248149514193926E+00 a        74     0     2     1    24
  7.2162922805320884E+00 a        75     0     2     1    25
 -1.0402254140744036E+02 a        76     0     2     1    26
  3.2063262322044643E+01 a        77     0     2     1    27
  2.3535633808213831E+02 a        78     0     2     1    28
