################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  9.2411121589869012E+00 a         1     0     1     1     1
  1.9348662636815178E+01 a         2     0     1     1     2
  1.1566564429546467E+01 a         3     0     1     1     3
  9.4905320353418020E+01 a         4     0     1     1     4
  8.6348446449543076E+01 a         5     0     1     1     5
 -8.0767210233250140E+00 a         6     0     1     1     6
 -1.4775879584451348E+01 a         7     0     1     1     7
  2.1737591238935803E+01 a         8     0     1     1     8
 -1.4679166399263414E+01 a         9     0     1     1     9
  1.3720018949419339E+01 a        10     0     1     1    10
  4.8353043041822472E+00 a        11     0     1     1    11
  5.0332680534978550E+01 a        12     0     1     1    12
  6.3120959526009180E+01 a        13     0     1     1    13
  3.6182260617104828E+02 a        14     0     1     1    14
  8.2419501684895835E+01 a        15     0     1     1    15
 -6.0985644477135592E+00 a        16     0     1     1    16
 -1.3619194391518326E+01 a        17     0     1     1    17
 -1.3634177536641364E+01 a        18     0     1     1    18
  3.5982052171719474E+01 a        19     0     1     1    19
 -1.5662435707871407E+00 a        20     0     1     1    20
 -9.5886089280178126E+00 a        21     0     1     1    21
  8.1442489216912080E+00 a        22     0     1     1    22
 -8.2688781520182157E+00 a        23     0     1     1    23
 -1.9737087203759195E+01 a        24     0     1     1    24
 -2.8530575583961227E+01 a        25     0     1     1    25
 -2.1042389240904118E+01 a        26     0     1     1    26
  2.7816802556391684E+02 a        27     0     1     1    27
  1.9500312223777888E+02 a        28     0     1     1    28
  4.1988008093875216E+01 a        29     0     1     1    29
 -1.3056841408584697E+02 a        30     0     1     1    30
  1.3652134051889407E+01 a        31     0     1     1    31
  2.1248885246238075E+01 a        32     0     1     1    32
 -3.7814279078431831E+01 a        33     0     1     1    33
  5.9734134831672648E+01 a        34     0     1     1    34
  5.8615171758340566E+01 a        35     0     1     1    35
 -1.9456505053639695E+01 a        36     0     1     1    36
  2.0053146162232050E+01 a        37     0     1     1    37
 -1.1625888145303907E+01 a        38     0     1     1    38
  1.4543898766002718E+01 a        39     0     1     1    39
  2.1977684345686974E+01 a        40     0     1     1    40
 -4.6917426810279025E+01 a        41     0     1     1    41
 -8.3855717578949882E+00 a        42     0     1     1    42
 -2.9671620258131501E+01 a        43     0     1     1    43
  2.6751497839201818E+01 a        44     0     1     1    44
  5.3960881875029445E+00 a        45     0     1     1    45
  1.5008443819721416E+01 a        46     0     1     1    46
  4.5481602400738346E+01 a        47     0     1     1    47
  1.2299916440257379E+00 a        48     0     1     1    48
  1.2092079881309472E+02 a        49     0     1     1    49
  6.7150496308666954E+00 a        50     0     1     1    50
  1.4115087621204903E+01 a        51     0     2     1     1
  2.0366920838144047E+01 a        52     0     2     1     2
  1.6848111152561312E+01 a        53     0     2     1     3
  8.5729962675342321E+01 a        54     0     2     1     4
  7.4523306880510120E+01 a        55     0     2     1     5
 -2.5547920825392715E+01 a        56     0     2     1     6
 -1.7143667650630206E+01 a        57     0     2     1     7
  2.2035906682866663E+01 a        58     0     2     1     8
 -1.1955134285889180E+01 a        59     0     2     1     9
  1.6326534537306983E+01 a        60     0     2     1    10
  5.4751441289125129E+00 a        61     0     2     1    11
  5.0685925504670344E+01 a        62     0     2     1    12
  5.4807380682424970E+01 a        63     0     2     1    13
  3.0327936085498317E+02 a        64     0     2     1    14
  7.5355602972342098E+01 a        65     0     2     1    15
 -5.8606575169507842E+00 a        66     0     2     1    16
 -1.2267877923173360E+01 a        67     0     2     1    17
 -1.4781224156388390E+01 a        68     0     2     1    18
  3.5378832977758400E+01 a        69     0     2     1    19
 -3.6208019113778325E+00 a        70     0     2     1    20
 -2.0458802640318421E+00 a        71     0     2     1    21
  7.7564655297868397E+00 a        72     0     2     1    22
 -6.2305266530623467E+00 a        73     0     2     1    23
 -1.9762117256148922E+01 a        74     0     2     1    24
 -2.7329964110944736E+01 a        75     0     2     1    25
 -2.0269953219074253E+01 a        76     0     2     1    26
  2.5147332956522558E+02 a        77     0     2     1    27
  1.6795484161311862E+02 a        78     0     2     1    28
  4.7869836271266394E+01 a        79     0     2     1    29
 -1.1611487761488453E+02 a        80     0     2     1    30
  1.5207964936407263E+01 a        81     0     2     1    31
  1.9724021666417734E+01 a        82     0     2     1    32
 -4.0948801435997453E+01 a        83     0     2     1    33
  5.3349175665387079E+01 a        84     0     2     1    34
  5.4539241961287658E+01 a        85     0     2     1    35
 -2.3686243363544897E+01 a        86     0     2     1    36
  1.5740940745780289E+01 a        87     0     2     1    37
