################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2616331726774060E+01 a         1     0     1     1     1
 -4.0019352499218428E+00 a         2     0     1     1     2
  1.2219197563371093E+01 a         3     0     1     1     3
  5.9327000696259375E+00 a         4     0     1     1     4
 -7.3947846282911902E+00 a         5     0     1     1     5
 -4.7876989400497498E+00 a         6     0     1     1     6
  8.4146858333704024E+00 a         7     0     1     1     7
  4.9633791859147740E+00 a         8     0     1     1     8
  1.2168969065981325E+00 a         9     0     1     1     9
  5.0348847222978304E+00 a        10     0     1     1    10
  2.9611752787336272E+00 a        11     0     1     1    11
  1.4235001420921700E+00 a        12     0     1     1    12
  1.0482679889327711E+01 a        13     0     1     1    13
  3.7273447833414206E+00 a        14     0     1     1    14
  1.8684610306857783E+00 a        15     0     1     1    15
 -1.1502046689966654E+01 a        16     0     1     1    16
 -3.6749077658695266E+00 a        17     0     1     1    17
 -1.9722880228567494E+01 a        18     0     1     1    18
 -5.2622235604277430E+00 a        19     0     1     1    19
 -2.0599007971075512E+01 a        20     0     1     1    20
  6.9061044453844405E+00 a        21     0     1     1    21
 -1.7865015196600570E+01 a        22     0     1     1    22
  6.3369269652362350E+00 a        23     0     1     1    23
  4.9098952537720404E+00 a        24     0     1     1    24
 -9.2008633694808335E+00 a        25     0     1     1    25
  4.9667255223444450E+01 a        26     0     1     1    26
 -1.6151454334420240E+01 a        27     0     1     1    27
  5.1556386047008962E+00 a        28     0     1     1    28
 -1.8703455067006871E+00 a        29     0     1     1    29
  2.3746010241510079E-01 a        30     0     1     1    30
  4.3505279975312455E-01 a        31     0     1     1    31
 -6.6088031156158413E+00 a        32     0     1     1    32
  4.8407462144274014E+00 a        33     0     1     1    33
  7.5213918213882147E+00 a        34     0     1     1    34
 -8.1578433227798541E+00 a        35     0     1     1    35
  4.3155335899475684E+00 a        36     0     1     1    36
 -5.0878581501351114E+01 a        37     0     1     1    37
 -2.8665233163676427E+00 a        38     0     1     1    38
  2.3326022488695269E+01 a        39     0     1     1    39
  3.6819438134215661E+00 a        40     0     1     1    40
  1.2733910399447931E+01 a        41     0     1     1    41
 -1.2812198380119559E+01 a        42     0     1     1    42
 -2.2915305886341700E-01 a        43     0     1     1    43
  2.2686045244283140E+00 a        44     0     1     1    44
  1.0907947286736723E+00 a        45     0     1     1    45
  3.9812297936540335E+00 a        46     0     1     1    46
  5.5231829349997552E+00 a        47     0     1     1    47
  4.2060520115275581E+00 a        48     0     1     1    48
 -2.3940525095473582E+01 a        49     0     1     1    49
  2.8504803792316529E+00 a        50     0     1     1    50
  1.8924991354596830E+01 a        51     0     2     1     1
 -4.7784328999628460E+00 a        52     0     2     1     2
  1.1610486548939331E+01 a        53     0     2     1     3
  3.5406936344878766E+00 a        54     0     2     1     4
 -7.3227164853400177E+00 a        55     0     2     1     5
 -3.4336517132173801E+00 a        56     0     2     1     6
  7.8160189428752540E+00 a        57     0     2     1     7
  5.0532246962992726E+00 a        58     0     2     1     8
  1.5128296082979336E+00 a        59     0     2     1     9
  5.7794480806741655E+00 a        60     0     2     1    10
  2.6568855200696073E+00 a        61     0     2     1    11
 -3.2864721890256388E-01 a        62     0     2     1    12
  9.7123187918175624E+00 a        63     0     2     1    13
  4.6505952663853236E+00 a        64     0     2     1    14
  1.5532136051125560E+00 a        65     0     2     1    15
 -1.1234172313485743E+01 a        66     0     2     1    16
 -3.3580685571903497E+00 a        67     0     2     1    17
 -1.8949850238332360E+01 a        68     0     2     1    18
 -7.1649808618155095E+00 a        69     0     2     1    19
 -2.0236074583700844E+01 a        70     0     2     1    20
  6.0292712537086581E+00 a        71     0     2     1    21
 -1.3315701992776146E+01 a        72     0     2     1    22
  8.2285614649973695E+00 a        73     0     2     1    23
  5.2107013375384215E+00 a        74     0     2     1    24
 -1.0444780052605697E+01 a        75     0     2     1    25
  4.1811094585331837E+01 a        76     0     2     1    26
 -1.4547926110249456E+01 a        77     0     2     1    27
  5.4543440534311269E+00 a        78     0     2     1    28
 -1.5399355493132587E+00 a        79     0     2     1    29
 -1.1384651999727875E+00 a        80     0     2     1    30
  3.5928228716321625E-01 a        81     0     2     1    31
 -6.9171885806806124E+00 a        82     0     2     1    32
  2.0053269858199170E+00 a        83     0     2     1    33
  4.7550163844700162E+00 a        84     0     2     1    34
 -7.1105414886351426E+00 a        85     0     2     1    35
  5.2112311693869531E+00 a        86     0     2     1    36
 -4.6411795884584940E+01 a        87     0     2     1    37
 -2.5337954301145036E+00 a        88     0     2     1    38
  2.3084143520880328E+01 a        89     0     2     1    39
  2.1389349974688536E+00 a        90     0     2     1    40
  9.7395192391219894E+00 a        91     0     2     1    41
 -1.2804191084652956E+01 a        92     0     2     1    42
 -2.1213027166862211E-01 a        93     0     2     1    43
  9.2225542407855399E-01 a        94     0     2     1    44
  1.2122396843665102E+00 a        95     0     2     1    45
