################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.3300082584492712E+00 a         1     0     1     1     1
  1.9288929199932126E+00 a         2     0     1     1     2
 -3.4203108336746668E+00 a         3     0     1     1     3
 -4.8838399938955384E+00 a         4     0     1     1     4
 -2.8075658913515209E+00 a         5     0     1     1     5
  5.0100681405258713E+00 a         6     0     1     1     6
  5.7582363506463516E+01 a         7     0     1     1     7
 -3.8275686270840525E+00 a         8     0     1     1     8
  3.4296334023800551E-01 a         9     0     1     1     9
  1.6415585668234893E+00 a        10     0     1     1    10
 -2.0309838611836928E+00 a        11     0     1     1    11
 -9.9086609026984532E-02 a        12     0     1     1    12
 -7.8636068827049099E-01 a        13     0     1     1    13
  3.6322706994903169E+00 a        14     0     1     1    14
 -5.5430234254045596E-01 a        15     0     1     1    15
 -1.3120280967521760E+00 a        16     0     1     1    16
 -4.1763361954963925E+00 a        17     0     1     1    17
 -1.6459002980589181E+00 a        18     0     1     1    18
  1.2207183143008660E+00 a        19     0     1     1    19
  8.3392828626372086E+00 a        20     0     1     1    20
  2.0974304359275506E+00 a        21     0     1     1    21
 -7.4127499134418704E+00 a        22     0     1     1    22
  1.5957081041244465E+00 a        23     0     1     1    23
  2.5295448825455442E+00 a        24     0     1     1    24
  1.6501524338094661E-01 a        25     0     1     1    25
 -1.1182376577637057E+00 a        26     0     1     1    26
  5.6669849196966222E+00 a        27     0     1     1    27
 -2.7688797084164052E+00 a        28     0     1     1    28
  5.7452229333972662E+00 a        29     0     1     1    29
 -9.0113364323034730E+00 a        30     0     1     1    30
  2.0077147712302623E+00 a        31     0     1     1    31
 -5.4156195974921637E+00 a        32     0     1     1    32
 -1.4178726711671937E+01 a        33     0     1     1    33
  3.9244384006688815E+00 a        34     0     1     1    34
 -2.7678490510632154E+00 a        35     0     1     1    35
  1.0557492969625089E+00 a        36     0     1     1    36
  2.7516375753151410E+00 a        37     0     1     1    37
  4.4425903910823532E+00 a        38     0     1     1    38
  4.6885757142345719E-01 a        39     0     1     1    39
 -1.2549561437912482E+00 a        40     0     1     1    40
  5.3117297483454484E+00 a        41     0     1     1    41
  4.6967841674959999E+01 a        42     0     1     1    42
  4.4464825280642524E+00 a        43     0     1     1    43
 -6.0492158481219853E+00 a        44     0     1     1    44
 -3.7198970834752454E+00 a        45     0     1     1    45
 -3.9873632420487795E+01 a        46     0     1     1    46
  2.6218689844086875E+00 a        47     0     1     1    47
  9.7415239497522101E+00 a        48     0     1     1    48
  1.7225262994972637E+00 a        49     0     1     1    49
 -4.1040004110578394E+00 a        50     0     1     1    50
  4.7893269855933367E+00 a        51     0     2     1     1
  3.0046009275655154E+00 a        52     0     2     1     2
 -3.6009791604216592E+00 a        53     0     2     1     3
 -5.1020575037458862E+00 a        54     0     2     1     4
 -1.2285322877078373E+00 a        55     0     2     1     5
  5.8058916010162029E+00 a        56     0     2     1     6
  4.6159881309620474E+01 a        57     0     2     1     7
 -1.8731530535341245E+00 a        58     0     2     1     8
  6.0027614404455032E-01 a        59     0     2     1     9
  9.6291960228036738E-02 a        60     0     2     1    10
 -2.0553975883560467E+00 a        61     0     2     1    11
  1.0403337553447868E-01 a        62     0     2     1    12
  1.8530001863949941E-01 a        63     0     2     1    13
  3.0124878006194602E+00 a        64     0     2     1    14
 -7.9244761541648656E-01 a        65     0     2     1    15
 -6.5049630483544585E-01 a        66     0     2     1    16
 -4.2280274799016890E+00 a        67     0     2     1    17
 -1.3061357678259546E+00 a        68     0     2     1    18
  6.9685821291786809E-01 a        69     0     2     1    19
  8.9921624245768275E+00 a        70     0     2     1    20
  2.6329774100901968E+00 a        71     0     2     1    21
 -6.3296241814659142E+00 a        72     0     2     1    22
  1.8296257711447721E+00 a        73     0     2     1    23
  2.7595042396420761E+00 a        74     0     2     1    24
  8.1207952064076527E-01 a        75     0     2     1    25
 -1.6017029803221619E+00 a        76     0     2     1    26
  6.6478044006200179E+00 a        77     0     2     1    27
 -2.6685406442311921E+00 a        78     0     2     1    28
  6.7395756032849343E+00 a        79     0     2     1    29
 -1.0218322064601093E+01 a        80     0     2     1    30
  5.2102425799371044E-01 a        81     0     2     1    31
 -5.5833501692734524E+00 a        82     0     2     1    32
 -1.4336229545491253E+01 a        83     0     2     1    33
  3.9087055181061134E+00 a        84     0     2     1    34
 -2.3523347524621991E+00 a        85     0     2     1    35
  1.5719773023977914E+00 a        86     0     2     1    36
  2.9628457871102576E+00 a        87     0     2     1    37
  4.2294771027011899E+00 a        88     0     2     1    38
 -1.3786440255171772E-01 a        89     0     2     1    39
 -1.0273906832076067E+00 a        90     0     2     1    40
  4.9669093304267991E+00 a        91     0     2     1    41
  3.7640229568422050E+01 a        92     0     2     1    42
  4.7249123046845529E+00 a        93     0     2     1    43
