################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.7594595693140565E+01 a         1     0     1     1     1
 -4.5999192001788053E-01 a         2     0     1     1     2
 -2.4172990987139329E+00 a         3     0     1     1     3
 -7.6370194953450374E+00 a         4     0     1     1     4
  4.2803606942575758E+00 a         5     0     1     1     5
 -5.7776519219676876E+00 a         6     0     1     1     6
 -3.8154495446405372E+00 a         7     0     1     1     7
  1.6615396810375900E+00 a         8     0     1     1     8
 -2.1133959243352147E+00 a         9     0     1     1     9
  5.6374377754971867E+00 a        10     0     1     1    10
 -8.1053953731009276E+00 a        11     0     1     1    11
  6.3557033791604276E+00 a        12     0     1     1    12
  5.2186886368157381E+00 a        13     0     1     1    13
  2.7378393035556048E+00 a        14     0     1     1    14
  3.5404213819480299E+00 a        15     0     1     1    15
  4.6709544662573504E-01 a        16     0     1     1    16
 -1.5211514996758897E+00 a        17     0     1     1    17
 -3.9413357588277762E+00 a        18     0     1     1    18
 -3.2296627794850576E+00 a        19     0     1     1    19
  5.6274786406380093E+00 a        20     0     1     1    20
  3.0654503941957243E+00 a        21     0     1     1    21
 -1.2464215630727542E+00 a        22     0     1     1    22
  9.4642134693864921E-01 a        23     0     1     1    23
  2.7270804364590990E+00 a        24     0     1     1    24
  3.4065383047244784E+00 a        25     0     1     1    25
 -3.2289908853389897E+00 a        26     0     1     1    26
 -7.8889137668477369E+00 a        27     0     1     1    27
 -3.0822460229431017E+00 a        28     0     1     1    28
 -5.8565964289939210E+00 a        29     0     1     1    29
 -1.8770390190400850E+00 a        30     0     1     1    30
 -3.0246952129484197E+00 a        31     0     1     1    31
  3.9314793850792742E+00 a        32     0     1     1    32
 -2.1878077471259987E+00 a        33     0     1     1    33
  1.1174495997660999E+01 a        34     0     1     1    34
 -5.5502957212017430E+00 a        35     0     1     1    35
 -4.9412338137244074E+00 a        36     0     1     1    36
 -3.7359060641352887E-01 a        37     0     1     1    37
  3.3158926503044079E+00 a        38     0     1     1    38
 -3.5889518217000318E+00 a        39     0     1     1    39
  1.1289589674337414E+01 a        40     0     1     1    40
  4.8829480335546510E-01 a        41     0     1     1    41
 -1.8391311431775412E-01 a        42     0     1     1    42
  4.6854036742522664E+00 a        43     0     1     1    43
 -1.8061625738193516E+01 a        44     0     1     1    44
 -3.0667208781878368E+00 a        45     0     1     1    45
 -6.1033314893401014E-01 a        46     0     1     1    46
  4.0827867610356194E-01 a        47     0     1     1    47
 -5.4251779787249630E+00 a        48     0     1     1    48
 -8.7072055461079660E+00 a        49     0     1     1    49
  3.5296450548787095E+00 a        50     0     1     1    50
  1.4927291673610430E+01 a        51     0     2     1     1
 -5.2815535709440153E-01 a        52     0     2     1     2
 -2.7202784529680129E+00 a        53     0     2     1     3
 -5.7400459841298268E+00 a        54     0     2     1     4
  2.8771372077896933E+00 a        55     0     2     1     5
 -4.7846735558946882E+00 a        56     0     2     1     6
 -2.9152547000569138E+00 a        57     0     2     1     7
  2.0816074594938709E+00 a        58     0     2     1     8
 -2.1495404869721648E+00 a        59     0     2     1     9
  4.3981663331450838E+00 a        60     0     2     1    10
 -6.4643402384301876E+00 a        61     0     2     1    11
  5.0708325460993908E+00 a        62     0     2     1    12
  5.1156944453978612E+00 a        63     0     2     1    13
  1.5516270816082811E+00 a        64     0     2     1    14
  4.4428458387162753E+00 a        65     0     2     1    15
  9.3419007612921035E-01 a        66     0     2     1    16
 -1.9920526872237481E+00 a        67     0     2     1    17
 -3.6334090412237323E+00 a        68     0     2     1    18
 -2.1874266525751711E+00 a        69     0     2     1    19
  5.6675595238615575E+00 a        70     0     2     1    20
  2.1507528516805379E+00 a        71     0     2     1    21
 -1.2025818629325584E+00 a        72     0     2     1    22
