################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  8.1088186198953931E+00 a         1     0     1     1     1
 -3.8294848751372834E+00 a         2     0     1     1     2
  6.2953956862841431E-01 a         3     0     1     1     3
 -3.2893766499166071E+00 a         4     0     1     1     4
  4.1630280234521266E-01 a         5     0     1     1     5
 -1.4932160815486368E+01 a         6     0     1     1     6
 -7.0201287138224178E-01 a         7     0     1     1     7
 -5.7975671502040651E+00 a         8     0     1     1     8
  2.5484648053085191E+01 a         9     0     1     1     9
 -4.2035768071306739E-02 a        10     0     1     1    10
  3.3994396217434164E-01 a        11     0     1     1    11
  1.5704956145053066E+00 a        12     0     1     1    12
  9.6158913204547392E-01 a        13     0     1     1    13
 -1.0255310824070117E-01 a        14     0     1     1    14
  3.0933440922982101E+00 a        15     0     1     1    15
  3.3334365812896922E+00 a        16     0     1     1    16
 -4.2161155282736926E+00 a        17     0     1     1    17
 -4.3001428426367037E+00 a        18     0     1     1    18
 -3.0811828928966688E-02 a        19     0     1     1    19
  7.3696611129511069E+00 a        20     0     1     1    20
  4.5037996093332309E+00 a        21     0     1     1    21
 -4.1147026381996781E+01 a        22     0     1     1    22
  6.5229939791400593E+00 a        23     0     1     1    23
 -2.4387436947901606E+00 a        24     0     1     1    24
 -4.7480609967697758E+00 a        25     0     1     1    25
  1.4419340351528553E+00 a        26     0     1     1    26
  7.2065047959191442E-01 a        27     0     1     1    27
 -7.3001504565363291E+00 a        28     0     1     1    28
  3.2905231614331898E+00 a        29     0     1     1    29
  8.0411470458387893E+00 a        30     0     1     1    30
 -1.7595832779518179E+01 a        31     0     1     1    31
  1.8045420201759432E+00 a        32     0     1     1    32
 -3.6936189558638294E-01 a        33     0     1     1    33
 -2.3037533193986710E+00 a        34     0     1     1    34
  2.1676784047303608E+00 a        35     0     1     1    35
  5.9821154762873547E+00 a        36     0     1     1    36
  3.0065138250717189E+00 a        37     0     1     1    37
  4.6976838477668323E+00 a        38     0     1     1    38
 -4.3630097382074835E+00 a        39     0     1     1    39
  6.5557671180648596E+00 a        40     0     1     1    40
  1.2367792089462327E+01 a        41     0     1     1    41
 -5.9582185829104919E+00 a        42     0     1     1    42
 -5.5822185773316262E+00 a        43     0     1     1    43
  2.4174303575973557E+00 a        44     0     1     1    44
 -4.5243320877826898E+00 a        45     0     1     1    45
  1.2501838539055242E+01 a        46     0     1     1    46
  1.4873879039378775E+00 a        47     0     1     1    47
 -5.2090488363915703E+00 a        48     0     1     1    48
  1.3295604458337495E+01 a        49     0     1     1    49
 -1.7497312188651545E+01 a        50     0     1     1    50
  6.9587688609630041E+00 a        51     0     2     1     1
 -3.9736234582940995E+00 a        52     0     2     1     2
  8.9599240368855593E-01 a        53     0     2     1     3
 -3.4810991656530939E+00 a        54     0     2     1     4
  3.2123621506112410E-01 a        55     0     2     1     5
 -1.3355920049739613E+01 a        56     0     2     1     6
 -4.8525192165694825E-01 a        57     0     2     1     7
 -6.2083034951305480E+00 a        58     0     2     1     8
  2.1271054945032336E+01 a        59     0     2     1     9
 -9.5821606032438933E-01 a        60     0     2     1    10
  1.9986255143984416E-01 a        61     0     2     1    11
  1.4116893497248935E+00 a        62     0     2     1    12
  5.0983402371812592E-02 a        63     0     2     1    13
  2.0255152561735595E-01 a        64     0     2     1    14
  3.6769996411631038E+00 a        65     0     2     1    15
  3.6271836516054021E+00 a        66     0     2     1    16
 -4.3590356702952358E+00 a        67     0     2     1    17
 -4.9887584298019352E+00 a        68     0     2     1    18
 -4.5725371839839918E-01 a        69     0     2     1    19
  8.9390555498874331E+00 a        70     0     2     1    20
  5.0601207463119158E+00 a        71     0     2     1    21
 -3.4707496478663053E+01 a        72     0     2     1    22
  7.0298344167704965E+00 a        73     0     2     1    23
 -2.4520455284613578E+00 a        74     0     2     1    24
 -3.6221916141335253E+00 a        75     0     2     1    25
  1.1825215313992128E+00 a        76     0     2     1    26
  6.8050781284455153E-01 a        77     0     2     1    27
 -8.6194360023423151E+00 a        78     0     2     1    28
  3.8935612119273646E+00 a        79     0     2     1    29
  9.4747581078578538E+00 a        80     0     2     1    30
 -1.6169164849667695E+01 a        81     0     2     1    31
  1.6353532256300340E+00 a        82     0     2     1    32
  3.2706888957809668E-02 a        83     0     2     1    33
 -2.6897829887078761E+00 a        84     0     2     1    34
  2.4818550839772815E+00 a        85     0     2     1    35
  4.7471628862098880E+00 a        86     0     2     1    36
  4.0913475740843994E+00 a        87     0     2     1    37
  5.2876868821504024E+00 a        88     0     2     1    38
 -4.1885601242263482E+00 a        89     0     2     1    39
