################################################################################
# Statistics for individual neurons gathered during RMSE calculation.
################################################################################
# Col  Name    Description
################################################################################
# 1    element Element index.
# 2    neuron  Neuron number.
# 3    count   Number of neuron value computations.
# 4    min     Minimum neuron value encounterd.
# 5    max     Maximum neuron value encounterd.
# 6    mean    Mean neuron value.
# 7    sigma   Standard deviation of neuron value.
####################################################################################################
#        1          2          3                4                5                6                7
#  element     neuron      count              min              max             mean            sigma
####################################################################################################
         2        135       9903  -4.75572072E-01   4.43098893E-01  -1.45289168E-03   1.71385792E-01
         2        136       9903  -5.66406781E-01   3.88435203E-01   2.71658764E-03   1.90009903E-01
         2        137       9903  -8.24111227E-02   1.50003272E-01   4.65611595E-04   5.21917545E-02
         2        138       9903  -1.70367725E-01   1.41181077E-01  -8.01221050E-04   5.20301004E-02
         2        139       9903  -5.08256117E-01   3.33790430E-01   2.81186239E-03   1.59595837E-01
         2        140       9903  -7.11830734E-01   5.52757928E-01   2.78602764E-03   2.25899251E-01
         2        141       9903  -5.10686750E-01   3.06552600E-01  -9.35961416E-04   1.32401028E-01
         2        142       9903  -4.42176753E-01   3.33541167E-01   6.66821976E-04   1.17802144E-01
         2        143       9903  -1.07315138E+00   1.18194373E+00   9.31835537E-04   4.21939305E-01
         3          1      19806  -4.63131085E-01   5.36868915E-01   2.14245829E-15   1.24816856E-01
         3          2      19806  -4.63318370E-01   5.36681630E-01   1.14294086E-15   1.25072821E-01
         3          3      19806  -4.60369041E-01   5.39630959E-01  -1.36676240E-15   1.23348676E-01
         3          4      19806  -4.62123495E-01   5.37876505E-01  -2.93264997E-15   1.25712842E-01
         3          5      19806  -4.55222548E-01   5.44777452E-01   3.15206420E-15   1.21221898E-01
         3          6      19806  -4.59708680E-01   5.40291320E-01   2.37903933E-16   1.27177172E-01
         3          7      19806  -4.49970177E-01   5.50029823E-01  -9.22153744E-16   1.20270927E-01
         3          8      19806  -4.56675553E-01   5.43324447E-01  -3.16400249E-15   1.29468808E-01
         3          9      19806  -4.47310434E-01   5.52689566E-01  -2.57104412E-15   1.21798959E-01
         3         10      19806  -4.53644493E-01   5.46355507E-01  -5.29407545E-15   1.32672143E-01
         3         11      19806  -4.34426827E-01   5.65573173E-01   1.87119329E-15   1.24484203E-01
         3         12      19806  -5.21607229E-01   4.78392771E-01   3.17007183E-15   1.37607437E-01
         3         13      19806  -4.09573600E-01   5.90426400E-01   4.77144775E-16   1.27274528E-01
         3         14      19806  -6.28823497E-01   3.71176503E-01   4.02034594E-15   1.32165367E-01
         3         15      19806  -3.70741546E-01   6.29258454E-01   9.68202372E-16   1.35171813E-01
         3         16      19806  -6.66358257E-01   3.33641743E-01  -2.22410083E-15   1.30602846E-01
         3         17      19806  -3.03215497E-01   6.96784503E-01   7.63306357E-16   1.56083240E-01
         3         18      19806  -6.41593975E-01   3.58406025E-01  -1.65465608E-15   1.37642742E-01
         3         19      19806  -1.47234866E-01   8.52765134E-01  -1.43716874E-15   1.18277916E-01
         3         20      19806  -2.54654356E-01   7.45345644E-01   2.35275099E-15   1.34867198E-01
         3         21      19806  -1.38003019E-01   8.61996981E-01  -9.08495512E-16   1.14180252E-01
         3         22      19806  -2.58989283E-01   7.41010717E-01   8.95862143E-16   1.37360312E-01
         3         23      19806  -1.39976716E-01   8.60023284E-01  -5.60576863E-17   1.17354254E-01
         3         24      19806  -2.46922196E-01   7.53077804E-01  -9.90114226E-16   1.35129714E-01
         3         25      19806  -1.29636729E-01   8.70363271E-01   3.47943873E-16   1.12426891E-01
         3         26      19806  -2.49764504E-01   7.50235496E-01  -1.07743092E-16   1.38020481E-01
         3         27      19806  -1.69806707E-01   8.30193293E-01   2.04440569E-16   1.16342280E-01
         3         28      19806  -1.69806707E-01   8.30193293E-01   2.04440569E-16   1.16342280E-01
         3         29      19806  -2.33149098E-01   7.66850902E-01  -8.46276343E-16   1.31836077E-01
         3         30      19806  -2.33149098E-01   7.66850902E-01  -8.46276343E-16   1.31836077E-01
         3         31      19806  -1.37684113E-01   8.62315887E-01  -2.03109265E-16   1.13077082E-01
         3         32      19806  -2.30783107E-01   7.69216893E-01  -7.24856210E-16   1.33297789E-01
         3         33      19806  -1.26049261E-01   8.73950739E-01  -4.56051322E-16   1.15467328E-01
         3         34      19806  -2.31131642E-01   7.68868358E-01   4.93857538E-16   1.36123650E-01
         3         35      19806  -1.41455405E-01   8.58544595E-01  -1.26308469E-16   1.13427229E-01
         3         36      19806  -2.09575235E-01   7.90424765E-01  -2.47917174E-17   1.34982604E-01
         3         37      19806  -1.13871630E-01   8.86128370E-01   4.70914274E-16   1.10465333E-01
         3         38      19806  -2.05181181E-01   7.94818819E-01  -1.04848348E-15   1.35997876E-01
         3         39      19806  -8.76458969E-02   9.12354103E-01  -3.19619341E-16   1.06609820E-01
         3         40      19806  -1.61993538E-01   8.38006462E-01   3.40012107E-16   1.47266867E-01
         3         41      19806  -7.01372544E-02   9.29862746E-01   1.20910384E-17   1.04006839E-01
         3         42      19806  -1.54019636E-01   8.45980364E-01   2.89426210E-16   1.46367880E-01
         3         43      19806  -3.65578922E-01   9.04850000E-01   2.94432480E-16   1.62662861E-01
         3         44      19806  -4.27019671E-01   1.65635161E+00   3.75853600E-16   2.99304538E-01
         3         45      19806  -3.48054180E-01   6.18933581E-01   4.73263535E-15   1.20662015E-01
         3         46      19806  -4.84819438E-01   8.60025057E-01  -1.45607885E-15   1.75017210E-01
         3         47      19806  -2.11046111E-01   3.51957708E-01  -7.30360099E-17   7.90518193E-02
         3         48      19806  -1.22513390E-01   7.06468475E-01  -7.74811622E-16   6.71880831E-02
         3         49      19806  -1.74895497E-01   3.96192493E-01   3.45094183E-15   8.17527086E-02
         3         50      19806  -4.56214658E-01   2.30837975E-01  -1.47926035E-15   8.94156643E-02
         3         51      19806  -3.72981895E-01   1.64104293E-01  -4.06793671E-15   6.74442394E-02
         3         52      19806  -2.60637220E-01   9.18797652E-02   1.97698988E-15   5.11722756E-02
         3         53      19806  -5.72727683E-01   1.46312733E-01  -1.66593993E-15   1.10729327E-01
         3         54      19806  -6.99123875E-01   3.99417674E-01   9.72901172E-16   1.28457806E-01
         3         55      19806  -1.08842104E-01   3.31950440E-01   3.28319759E-16   6.14399554E-02
         3         56      19806  -9.97010543E-01   3.44082608E-01   2.30478202E-15   1.81039854E-01
         3         57      19806  -4.16028663E-01   1.90043864E-01  -2.52718708E-16   5.03895968E-02
         3         58      19806  -2.92090751E-01   7.34732822E-01  -1.20167937E-15   1.35276134E-01
         3         59      19806  -7.57448506E-01   2.38089847E-01  -2.73769949E-15   9.82340382E-02
         3         60      19806  -5.64790627E-01   1.05113503E+00  -1.27721473E-15   1.98701465E-01
         3         61      19806  -1.04129205E+00   3.60634865E-01  -2.16758419E-15   1.92415917E-01
         3         62      19806  -3.33347678E-01   6.25876967E-01  -2.93318074E-15   1.16748693E-01
         3         63      19806  -3.48538623E-01   6.46722483E-01   9.70984095E-16   9.90576547E-02
         3         64      19806  -7.02887552E-01   4.89647949E-01   8.72205581E-16   1.52561305E-01
         3         65      19806  -2.34996623E-01   9.60298472E-01  -1.90070899E-16   1.61329034E-01
         3         66      19806  -3.46992811E-01   5.90078727E-01  -1.58838624E-15   1.15619361E-01
         3         67      19806  -7.53445622E-01   2.91640500E-01  -8.27493403E-16   1.35428956E-01
         3         68      19806  -2.82356864E-01   8.80956988E-01  -1.56701988E-15   1.27240798E-01
         3         69      19806  -3.32551378E-01   2.40400014E-01  -2.61558253E-15   8.24498842E-02
         3         70      19806  -5.21046026E-01   3.37639054E-01  -8.41252074E-16   1.12961652E-01
         3         71      19806  -6.03394053E-01   2.16622184E-01  -1.69298081E-15   8.62965550E-02
         3         72      19806  -2.11209860E-01   9.33380790E-01  -1.32295131E-15   1.63128787E-01
         3         73      19806  -9.31804524E-02   1.96910689E-01  -2.12015712E-15   2.34484029E-02
         3         74      19806  -4.86601106E-01   5.24750334E-01  -6.05036794E-16   1.31556538E-01
         3         75      19806  -5.31079019E-01   1.09114247E+00   4.54176286E-16   2.07595256E-01
         3         76      19806  -2.07925577E-01   3.65965932E-01  -9.37447860E-16   6.84640922E-02
         3         77      19806  -4.84004294E-01   1.11004484E-01   2.24234879E-15   9.08814771E-02
         3         78      19806  -7.74391129E-02   1.00649852E-01   3.22463846E-15   2.29782960E-02
         3         79      19806  -3.05645382E-01   5.70230061E-01   2.90179316E-15   8.46862747E-02
         3         80      19806  -3.50644253E-01   9.00898217E-02  -2.61964791E-16   3.43884506E-02
         3         81      19806  -1.36984016E-01   5.64694670E-01  -1.07947692E-16   8.28406413E-02
         3         82      19806  -5.79364796E-01   5.60953438E-01  -1.37162657E-15   1.24133977E-01
         3         83      19806  -2.55629991E-01   1.01743449E-01   1.13814396E-15   5.37951669E-02
         3         84      19806  -7.05279127E-01   1.36950346E+00   2.89614983E-15   2.71739438E-01
         3         85      19806  -1.86865864E-01   3.03752381E-01   2.79100068E-16   6.11663990E-02
         3         86      19806  -4.64427644E-01   3.12036911E-01   1.90036426E-15   8.86671800E-02
         3         87      19806  -4.67342347E-01   4.17360620E-01   7.48259825E-16   1.06270606E-01
         3         88      19806  -3.49356031E-01   9.15810273E-01   1.16339108E-16   1.81085485E-01
         3         89      19806  -4.76168816E-01   1.99597084E-01  -8.94100618E-16   1.01172289E-01
         3         90      19806  -1.26763543E-01   3.55032836E-01  -1.72707339E-15   6.48282504E-02
         3         91      19806  -3.21139998E-01   5.19741707E-01   2.14994862E-15   1.07491339E-01
         3         92      19806  -3.33781925E-01   8.66123157E-01   6.83156807E-16   1.52977769E-01
         3         93      19806  -2.92899507E-01   1.81864159E-01   3.12316395E-03   9.21994601E-02
         3         94      19806  -4.93341357E-01   2.22825248E-01   1.81664426E-03   8.71382161E-02
         3         95      19806  -2.04804497E-01   3.31132925E-01  -1.03480527E-03   6.92764318E-02
         3         96      19806  -1.49217079E-01   3.61121509E-01   1.58294471E-03   4.85735667E-02
         3         97      19806  -3.27503318E-01   4.59573893E-01   9.05035074E-04   1.02497149E-01
         3         98      19806  -1.02183694E+00   3.74863479E-01   3.78817775E-03   1.96140103E-01
         3         99      19806  -4.98145937E-01   2.98204257E-01   2.36748742E-03   1.26064466E-01
         3        100      19806  -5.00968485E-01   1.39632038E-01   7.49005211E-04   9.44854581E-02
         3        101      19806  -6.02004593E-01   2.96003963E-01   1.75095717E-03   1.17572771E-01
         3        102      19806  -1.84496974E-01   4.78080295E-01  -1.81210551E-03   8.70190462E-02
         3        103      19806  -4.80588471E-01   7.81057782E-01  -3.96906857E-03   2.02013291E-01
         3        104      19806  -3.69345456E-01   2.26302649E-01   2.80371155E-05   8.14201944E-02
         3        105      19806  -2.12372605E-01   2.27172191E-01  -6.14319625E-04   6.12213072E-02
         3        106      19806  -6.70520574E-01   5.32135338E-01  -5.45238915E-04   1.50554104E-01
         3        107      19806  -1.46552114E-01   6.27214508E-02  -1.08372983E-03   2.92322066E-02
         3        108      19806  -3.28909613E-01   2.72416208E-01   7.24271044E-05   6.61638953E-02
         3        109      19806  -1.89567944E-01   2.65495187E-01  -9.71581282E-04   6.49598275E-02
         3        110      19806  -7.27241935E-01   4.22335752E-01  -3.77405268E-04   1.48381204E-01
         3        111      19806  -2.79858518E-01   3.75666213E-01   1.26682895E-03   7.28257498E-02
         3        112      19806  -3.73630166E-01   5.33172740E-01  -1.16857730E-03   1.38495213E-01
         3        113      19806  -2.35744591E-01   4.86759868E-01  -4.34275867E-04   9.39842927E-02
         3        114      19806  -3.99093340E-01   1.89061364E-01   1.81814549E-03   9.67008055E-02
         3        115      19806  -1.19623056E-01   2.02810832E-01  -1.69793593E-03   5.48009068E-02
         3        116      19806  -5.70586677E-01   1.50447539E-01   9.64181059E-04   8.81910553E-02
         3        117      19806  -2.40992370E-01   3.35662540E-01  -1.86662810E-03   9.12041070E-02
         3        118      19806  -6.75017709E-01   3.06902006E-01   3.95956534E-03   1.65097311E-01
         3        119      19806  -3.46347464E-01   1.54413832E-01   1.65221629E-03   8.16124937E-02
         3        120      19806  -2.16174605E-01   1.27428890E-01   5.02307832E-04   4.25573576E-02
         3        121      19806  -4.58297949E-01   2.50700733E-01   1.10451520E-03   9.44794961E-02
         3        122      19806  -7.89104575E-01   3.50167052E-01   4.30263268E-03   1.68769070E-01
         3        123      19806  -1.69473227E-01   4.89706182E-01  -1.76780244E-03   5.55829529E-02
         3        124      19806  -1.64274979E-01   3.27759924E-01  -7.32401710E-05   6.77252169E-02
         3        125      19806  -3.31732394E-01   2.16019609E-01   7.27065339E-04   7.95623588E-02
         3        126      19806  -1.35234173E-01   1.13054846E-01  -1.53711386E-03   3.27820077E-02
         3        127      19806  -2.05920634E-01   3.74263251E-01   5.92959304E-05   7.43474496E-02
         3        128      19806  -4.53032370E-01   1.62255451E-01   1.04255386E-03   6.46734790E-02
         3        129      19806  -1.69699859E-01   3.52202333E-01   1.71063344E-03   6.11051083E-02
         3        130      19806  -1.47103697E-01   2.26631195E-01   6.26735757E-04   4.05242584E-02
         3        131      19806  -3.04987482E-01   1.12395897E-01  -8.20108036E-04   3.76859376E-02
         3        132      19806  -3.84200752E-01   1.84306546E-01   1.66833767E-03   1.01557772E-01
         3        133      19806  -2.93864900E-01   2.41208209E-01   3.01288726E-03   7.42056005E-02
         3        134      19806  -7.37418170E-01   5.60716158E-01   1.29929133E-03   1.65149931E-01
         3        135      19806  -7.89396812E-01   2.82875156E-01   6.38797427E-04   1.57379664E-01
         3        136      19806  -3.43174328E-01   3.25257747E-01   3.82567834E-04   6.72398967E-02
         3        137      19806  -3.37389465E-01   3.12710436E-01  -8.02696343E-05   8.51090352E-02
         3        138      19806  -8.25445715E-01   3.69864689E-01   2.16472782E-03   1.86582613E-01
         3        139      19806  -3.98437397E-01   4.41149401E-01  -1.73130219E-04   1.18285702E-01
         3        140      19806  -2.11053144E-01   2.12066106E-01  -1.98383933E-03   6.01758990E-02
         3        141      19806  -1.43463121E-01   3.43852309E-01  -1.83146200E-03   8.59524974E-02
         3        142      19806  -5.94746560E-01   7.94779333E-01  -1.70138988E-03   2.10968126E-01
         3        143      19806  -1.82061728E+00   1.09031490E+00   4.44059679E-03   3.63785691E-01
         4          1      19806  -5.29911355E-01   4.70088645E-01  -2.82248951E-15   1.36728429E-01
         4          2      19806  -5.31366051E-01   4.68633949E-01   2.91185221E-15   1.36708635E-01
         4          3      19806  -5.18073082E-01   4.81926918E-01   3.31608920E-15   1.36984108E-01
         4          4      19806  -5.32430765E-01   4.67569235E-01  -2.93440869E-15   1.36726957E-01
         4          5      19806  -4.92979876E-01   5.07020124E-01   2.00686853E-15   1.37919582E-01
         4          6      19806  -5.34831234E-01   4.65168766E-01   7.29080646E-16   1.36782167E-01
         4          7      19806  -4.58257330E-01   5.41742670E-01  -3.11843688E-15   1.40137964E-01
         4          8      19806  -5.38510335E-01   4.61489665E-01  -3.10672981E-16   1.36900562E-01
         4          9      19806  -4.48101087E-01   5.51898913E-01   2.46696982E-15   1.36553105E-01
         4         10      19806  -5.43534560E-01   4.56465440E-01   4.35076425E-15   1.37119816E-01
         4         11      19806  -4.75882346E-01   5.24117654E-01  -1.21089760E-15   1.39053187E-01
         4         12      19806  -6.19357121E-01   3.80642879E-01  -1.78755100E-15   1.39873455E-01
         4         13      19806  -4.41228997E-01   5.58771003E-01  -3.29818247E-15   1.40390773E-01
         4         14      19806  -6.72285501E-01   3.27714499E-01  -2.27591796E-15   1.41212442E-01
         4         15      19806  -4.26388034E-01   5.73611966E-01   8.65649962E-16   1.37091509E-01
         4         16      19806  -6.60680138E-01   3.39319862E-01   3.46282967E-15   1.35490129E-01
         4         17      19806  -4.10514976E-01   5.89485024E-01  -2.00675642E-15   1.38835023E-01
         4         18      19806  -5.88830539E-01   4.11169461E-01   7.27059868E-16   1.33493973E-01
         4         19      19806  -2.73649977E-01   7.26350023E-01  -1.46098366E-15   1.27169388E-01
         4         20      19806  -3.40940038E-01   6.59059962E-01   1.84527492E-15   1.31418022E-01
         4         21      19806  -2.48558013E-01   7.51441987E-01  -1.05776827E-15   1.20511694E-01
         4         22      19806  -3.51123596E-01   6.48876404E-01   1.62947343E-16   1.29788701E-01
         4         23      19806  -2.70803563E-01   7.29196437E-01   2.01438269E-15   1.27751662E-01
         4         24      19806  -3.38912169E-01   6.61087831E-01   2.12386489E-15   1.31248300E-01
         4         25      19806  -2.46042346E-01   7.53957654E-01   1.42326012E-15   1.21097353E-01
         4         26      19806  -3.50824613E-01   6.49175387E-01   8.81743319E-18   1.29187279E-01
         4         27      19806  -2.54834970E-01   7.45165030E-01  -1.02242006E-15   1.31712131E-01
         4         28      19806  -2.54834970E-01   7.45165030E-01  -1.02242006E-15   1.31712131E-01
         4         29      19806  -3.14940319E-01   6.85059681E-01  -3.32809896E-15   1.33839278E-01
         4         30      19806  -3.14940319E-01   6.85059681E-01  -3.32809896E-15   1.33839278E-01
         4         31      19806  -2.74812735E-01   7.25187265E-01   5.65938513E-16   1.31239671E-01
         4         32      19806  -3.25791434E-01   6.74208566E-01   7.99555649E-16   1.33039033E-01
         4         33      19806  -2.65620911E-01   7.34379089E-01   8.04541731E-16   1.29582176E-01
         4         34      19806  -3.37728373E-01   6.62271627E-01  -1.57889791E-15   1.31127010E-01
         4         35      19806  -2.51530879E-01   7.48469121E-01   1.78768693E-15   1.34122131E-01
         4         36      19806  -3.14231452E-01   6.85768548E-01  -1.77183882E-16   1.36907292E-01
         4         37      19806  -2.64139239E-01   7.35860761E-01   3.44015828E-16   1.35903567E-01
         4         38      19806  -3.26931795E-01   6.73068205E-01   1.32813358E-15   1.35314860E-01
         4         39      19806  -2.50104723E-01   7.49895277E-01  -8.43550324E-16   1.52273059E-01
         4         40      19806  -3.19103321E-01   6.80896679E-01   4.41319748E-15   1.43127005E-01
         4         41      19806  -2.64985265E-01   7.35014735E-01  -9.79201741E-16   1.70325316E-01
         4         42      19806  -3.37280329E-01   6.62719671E-01   1.20527109E-16   1.43814303E-01
         4         43      19806  -2.89002802E-01   7.67429905E-01   2.05396234E-15   1.37240544E-01
         4         44      19806  -3.94402817E-01   2.78915959E-01   1.95183105E-17   8.75698917E-02
         4         45      19806  -3.69723734E-01   7.82004564E-01  -1.36390501E-15   1.61522951E-01
         4         46      19806  -1.18677191E-01   9.87143696E-02  -1.65356231E-15   3.11415207E-02
         4         47      19806  -7.84290127E-01   6.79794221E-01  -1.60779980E-15   1.86546243E-01
         4         48      19806  -2.30487225E-01   4.22918028E-01  -1.12905186E-15   9.05737790E-02
         4         49      19806  -4.18219491E-01   7.61034242E-01  -1.95557832E-15   1.67021827E-01
         4         50      19806  -3.44997632E-01   6.09363471E-01   2.18868675E-15   1.16721417E-01
         4         51      19806  -4.68896910E-01   5.67840892E-01  -2.47054332E-15   1.27024066E-01
         4         52      19806  -3.03574313E-01   2.00081473E-01   2.99070461E-15   6.88075690E-02
         4         53      19806  -5.87384555E-01   3.31473779E-01   1.66857171E-16   1.36428954E-01
         4         54      19806  -3.73629038E-01   1.95911122E-01  -8.26784308E-16   6.93548679E-02
         4         55      19806  -2.39374644E-01   4.22685491E-01   5.27137323E-16   9.98360300E-02
         4         56      19806  -1.13428439E+00   5.52549462E-01   2.13750164E-15   2.28792441E-01
         4         57      19806  -3.52704139E-01   4.42593055E-01  -4.17765837E-16   9.74868580E-02
         4         58      19806  -4.10351780E-01   3.79986790E-01   2.29988703E-15   9.12382585E-02
         4         59      19806  -2.82610051E-01   1.21181670E-01   3.70129556E-15   5.53853409E-02
         4         60      19806  -2.02831953E-01   4.25534952E-01   6.07308419E-16   9.02884995E-02
         4         61      19806  -7.26419941E-01   8.29857583E-01   3.20085157E-15   2.10352922E-01
         4         62      19806  -3.06365708E-01   6.85053041E-01  -1.24455680E-15   1.18732648E-01
         4         63      19806  -2.00749864E-01   2.53324314E-01  -4.54436941E-16   6.47555595E-02
         4         64      19806  -1.29769202E-01   1.67337715E-01   1.01625927E-16   3.02521153E-02
         4         65      19806  -3.23527883E-01   4.16648035E-01  -3.65164214E-15   9.69744967E-02
         4         66      19806  -4.29102454E-01   2.90127485E-01   1.18053827E-15   1.02323668E-01
         4         67      19806  -2.01758141E-01   6.10972199E-01  -3.52991616E-16   1.06043256E-01
         4         68      19806  -9.43744773E-01   5.14577247E-01  -1.12803727E-15   1.92546276E-01
         4         69      19806  -2.14575034E-01   2.41603413E-01  -1.91007489E-15   5.24619646E-02
         4         70      19806  -3.18171946E-01   3.21624198E-01   3.22554585E-15   8.53457414E-02
         4         71      19806  -1.40770626E-01   2.56936643E-01   2.14166652E-15   5.46159342E-02
         4         72      19806  -3.87401553E-01   3.24916474E-01   6.43826774E-16   9.89779044E-02
         4         73      19806  -1.37178435E+00   7.28239148E-01  -1.34771916E-15   2.74310853E-01
         4         74      19806  -4.54615843E-01   4.28165652E-01   4.12230417E-16   1.17742135E-01
         4         75      19806  -2.19121198E-01   2.55729726E-01   1.67771286E-15   6.24346308E-02
         4         76      19806  -1.47038556E-01   1.87396996E-01  -1.34327821E-15   5.47819872E-02
         4         77      19806  -3.01659905E-01   7.07369094E-01   3.62787207E-16   1.41060371E-01
         4         78      19806  -8.87539953E-01   3.55244761E-01   8.24032014E-16   1.57774484E-01
         4         79      19806  -1.34306200E+00   7.49758752E-01  -2.23247543E-15   2.67014523E-01
         4         80      19806  -2.19398840E-01   5.26235600E-01  -1.84372220E-15   1.10756965E-01
         4         81      19806  -1.16291368E-01   2.73254463E-01   2.25651036E-15   5.45214862E-02
         4         82      19806  -8.45333535E-01   3.37384851E-01  -2.46473884E-15   1.49057277E-01
         4         83      19806  -3.83878764E-01   2.27673544E-01   5.96620154E-17   8.38007381E-02
         4         84      19806  -1.25191539E-01   2.50014043E-01  -1.71943451E-15   5.12671848E-02
         4         85      19806  -1.60726600E-01   1.96642893E-01   3.32685734E-17   4.44577454E-02
         4         86      19806  -3.16899445E-01   2.84665559E-01   4.13254820E-16   9.51078136E-02
         4         87      19806  -8.60853998E-01   4.70830928E-01   1.97403719E-15   1.81278939E-01
         4         88      19806  -6.42184148E-01   5.34730818E-01   2.02248543E-15   1.72581032E-01
         4         89      19806  -3.32564797E-01   3.06689334E-01   4.99822916E-16   8.78612908E-02
         4         90      19806  -6.19588266E-01   8.49646648E-01   3.49865435E-15   1.95500286E-01
         4         91      19806  -2.33904213E-01   3.83929885E-01  -1.14158013E-15   8.48009482E-02
         4         92      19806  -3.18171990E-01   3.26010292E-01  -1.47203488E-15   8.41270767E-02
         4         93      19806  -4.48868525E-01   6.67984580E-01  -4.49661430E-04   1.58630845E-01
         4         94      19806  -3.15225124E-01   7.96124900E-01  -8.94259762E-04   1.74012204E-01
         4         95      19806  -4.67740142E-01   7.14800865E-01  -3.22895486E-04   1.82244411E-01
         4         96      19806  -2.58201021E-01   4.89899285E-01  -3.98807138E-04   9.99910365E-02
         4         97      19806  -1.26622386E-01   2.32947017E-01  -4.14667560E-04   5.59115221E-02
         4         98      19806  -1.03762467E+00   5.60123578E-01   1.17808911E-03   2.31519562E-01
         4         99      19806  -4.29364635E-01   5.99234580E-01  -6.25783030E-04   1.60671899E-01
         4        100      19806  -1.20588460E-01   2.95203640E-01   2.81255492E-05   5.87579865E-02
         4        101      19806  -3.88728754E-01   5.39646148E-01  -6.51744868E-04   1.34209851E-01
         4        102      19806  -5.00469313E-01   3.55394449E-01  -3.62940565E-04   1.19931875E-01
         4        103      19806  -1.11401977E-01   2.51533976E-01   5.28473611E-04   4.13645407E-02
         4        104      19806  -8.86541691E-02   9.11973207E-02  -1.07321629E-03   2.25071730E-02
         4        105      19806  -1.88675310E-01   1.47477340E-01   5.11960932E-04   4.65991165E-02
         4        106      19806  -1.71153282E-01   2.35937853E-01  -1.55776641E-03   6.24516194E-02
         4        107      19806  -6.57257832E-01   1.10375837E+00  -6.89167935E-04   2.67743063E-01
         4        108      19806  -3.65444277E-01   2.52778411E-01  -4.67317743E-04   9.31573780E-02
         4        109      19806  -4.98424916E-01   3.89743097E-01  -5.58872685E-06   1.14992166E-01
         4        110      19806  -4.57575693E-01   3.89627931E-01   4.23093042E-04   1.13529779E-01
         4        111      19806  -4.74541443E-01   5.78436992E-01  -7.59927449E-04   1.54952703E-01
         4        112      19806  -3.79528965E-01   1.86705196E-01   5.21909460E-04   8.56121011E-02
         4        113      19806  -2.07394123E-01   1.33233394E-01  -5.33144086E-04   4.46710965E-02
         4        114      19806  -2.72195185E-01   2.62287753E-01   4.03446586E-04   8.32953428E-02
         4        115      19806  -4.53532813E-01   7.96748290E-01  -6.88404172E-04   1.90248771E-01
         4        116      19806  -6.21397884E-01   5.37056389E-01   9.59518289E-04   1.89214373E-01
         4        117      19806  -3.68707446E-01   2.41039714E-01   5.79771344E-04   8.87971847E-02
         4        118      19806  -2.51978090E-01   2.68279162E-01  -6.24902550E-05   7.29006773E-02
         4        119      19806  -5.23815375E-01   3.36228974E-01   1.05320921E-03   1.26940422E-01
         4        120      19806  -2.32606286E-01   4.98911919E-01  -1.59040051E-03   1.00981766E-01
         4        121      19806  -1.22280427E+00   1.04547720E+00   9.90726829E-04   3.24259932E-01
         4        122      19806  -4.22329750E-01   2.55469423E-01   1.01439679E-03   9.86590328E-02
         4        123      19806  -3.12255573E-01   3.02344449E-01   8.77225010E-04   8.35594385E-02
         4        124      19806  -2.58759740E-01   1.70132847E-01   6.07425239E-04   6.46685986E-02
         4        125      19806  -3.50098571E-01   3.25221572E-01   2.67296014E-04   1.02630499E-01
         4        126      19806  -3.26313486E-01   2.47352937E-01   4.08911374E-04   8.69807567E-02
         4        127      19806  -1.02001195E-01   7.10917259E-02   7.49974444E-04   1.92993889E-02
         4        128      19806  -4.29496842E-01   2.96836163E-01   1.05256576E-03   1.05972382E-01
         4        129      19806  -2.45748660E-01   2.19219990E-01  -4.34131633E-04   7.15855893E-02
         4        130      19806  -1.44419514E-01   1.27037278E-01  -2.99761344E-04   2.62953381E-02
         4        131      19806  -8.18799826E-01   6.65351609E-01   1.11686848E-03   2.04877045E-01
         4        132      19806  -5.93812021E-01   3.62526579E-01   8.13127171E-04   1.57654058E-01
         4        133      19806  -8.60345114E-02   1.62065106E-01  -1.77540939E-04   3.24403450E-02
         4        134      19806  -7.82552854E-02   1.89038772E-01   2.88344034E-04   3.28584072E-02
         4        135      19806  -4.94903513E-01   7.62028608E-01  -2.12505710E-04   1.73801847E-01
         4        136      19806  -5.43557093E-01   3.85430343E-01   3.16318722E-04   1.35919695E-01
         4        137      19806  -2.08622738E-01   1.79731958E-01   1.73341478E-03   5.94117088E-02
         4        138      19806  -2.47547939E-01   3.38618099E-01  -1.14337281E-03   8.59342643E-02
         4        139      19806  -1.83947419E-01   3.21459643E-01   1.68029975E-04   6.33943741E-02
         4        140      19806  -2.19805250E-01   1.37583956E-01   6.68554726E-05   3.89506493E-02
         4        141      19806  -7.30893674E-01   4.16043663E-01   1.98062796E-03   1.66411113E-01
         4        142      19806  -1.52472413E-01   2.35801344E-01  -1.21355208E-04   4.38238079E-02
         4        143      19806  -1.30969262E+00   7.93347422E-01  -4.75390327E-03   3.48050372E-01
