################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.6923431279338260E+01 a         1     0     1     1     1
 -2.1895730955749283E+01 a         2     0     1     1     2
  1.2106549829938807E+02 a         3     0     1     1     3
  5.6818871186061912E+01 a         4     0     1     1     4
  1.3510848683835430E+01 a         5     0     1     1     5
  3.2572296673612513E+01 a         6     0     1     1     6
 -4.8870292547732674E+01 a         7     0     1     1     7
  1.2588734207460217E+00 a         8     0     1     1     8
  1.1109934868454749E+01 a         9     0     1     1     9
 -6.3673400060492724E-01 a        10     0     1     1    10
 -1.3654384637222551E+01 a        11     0     1     1    11
  2.4890547112768754E+01 a        12     0     1     1    12
  9.3853258283320393E+00 a        13     0     1     1    13
  6.5478322198277368E+01 a        14     0     1     1    14
 -5.6805436175067349E+01 a        15     0     1     1    15
  7.0947268732242648E+01 a        16     0     1     1    16
  1.1640706918427809E+02 a        17     0     1     1    17
  1.0890670850073701E+02 a        18     0     1     1    18
 -3.2105580738697591E+02 a        19     0     1     1    19
  3.8716730453502279E+01 a        20     0     1     1    20
  8.1455897484298845E+00 a        21     0     1     1    21
 -1.0701301915924724E+01 a        22     0     1     1    22
 -5.0677074236577106E+01 a        23     0     1     1    23
  6.0962565654738029E+01 a        24     0     1     1    24
  3.4526535119012543E+01 a        25     0     1     1    25
 -6.2830510588220854E+01 a        26     0     1     1    26
  3.3640042217292876E+02 a        27     0     1     1    27
 -2.3516720356960462E+01 a        28     0     1     1    28
  6.7088389212160294E+01 a        29     0     1     1    29
 -5.9834906457924269E+01 a        30     0     1     1    30
  4.0535811779188225E+02 a        31     0     1     1    31
 -6.6117902826854163E+01 a        32     0     1     1    32
  3.1925533857910839E+01 a        33     0     1     1    33
 -5.0296097628586978E+01 a        34     0     1     1    34
  1.0505846805803337E+01 a        35     0     1     1    35
  7.5051211303625223E+01 a        36     0     1     1    36
  3.1089375933388988E+02 a        37     0     1     1    37
 -1.5390440363916712E+01 a        38     0     1     1    38
  1.9690744871549235E+01 a        39     0     1     1    39
  2.0067046463983559E+01 a        40     0     1     1    40
  4.3898823219490303E+01 a        41     0     1     1    41
 -8.3684257594102959E+01 a        42     0     1     1    42
  3.4246607970981493E+01 a        43     0     1     1    43
 -3.4541759420861936E+01 a        44     0     1     1    44
  2.8487977897806488E+01 a        45     0     1     1    45
  3.8668378484393955E+01 a        46     0     1     1    46
 -7.1596005667396383E+01 a        47     0     1     1    47
  4.3657719029164527E-01 a        48     0     1     1    48
 -3.4591153644852483E+01 a        49     0     1     1    49
 -3.9993105459724539E+01 a        50     0     1     1    50
 -2.3332793458325025E+01 a        51     0     2     1     1
 -2.2560011200122052E+01 a        52     0     2     1     2
