################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.7316180386304490E+02 a         1     0     1     1     1
  7.1698781266037656E+01 a         2     0     1     1     2
 -1.0133829195907879E+02 a         3     0     1     1     3
 -2.4961197095910272E+01 a         4     0     1     1     4
 -3.2608575711810431E+02 a         5     0     1     1     5
  3.7101775423695678E+01 a         6     0     1     1     6
  3.1962536717795963E+01 a         7     0     1     1     7
 -1.1010542604380032E+02 a         8     0     1     1     8
  4.4280311791339599E+01 a         9     0     1     1     9
 -7.7154050919914269E+01 a        10     0     1     1    10
 -4.5814964685817415E+02 a        11     0     1     1    11
 -1.5187916848264319E+02 a        12     0     1     1    12
 -1.0002629955436713E+02 a        13     0     1     1    13
  7.4985873699113583E+01 a        14     0     1     1    14
  3.1866646964808755E+01 a        15     0     1     1    15
  1.6731823700249132E+02 a        16     0     1     1    16
 -3.8719298009283825E+01 a        17     0     1     1    17
 -2.0647804142925860E+01 a        18     0     1     1    18
 -5.7060801763025012E+01 a        19     0     1     1    19
  6.3617720925385917E+01 a        20     0     1     1    20
 -4.1389245493181521E+00 a        21     0     1     1    21
 -1.5803229043064985E+02 a        22     0     1     1    22
  1.0966973501827898E+02 a        23     0     1     1    23
  2.0561188624127446E+01 a        24     0     1     1    24
  2.0128004873828220E+00 a        25     0     1     1    25
 -2.1220454928497733E+02 a        26     0     1     1    26
 -1.1717299952046695E+01 a        27     0     1     1    27
  2.5404900027913538E+02 a        28     0     1     1    28
 -6.1300864886028968E+01 a        29     0     1     1    29
 -6.6126826786799924E+01 a        30     0     1     1    30
 -1.6804235034191404E+02 a        31     0     1     1    31
  7.8195758212468263E+01 a        32     0     1     1    32
  1.7585336439071534E+02 a        33     0     1     1    33
  8.9396869801562303E+01 a        34     0     1     1    34
  7.6136778903883723E+01 a        35     0     1     1    35
  5.7988579231439189E+01 a        36     0     1     1    36
 -7.1980551737788161E+01 a        37     0     1     1    37
 -9.5750985791815548E+00 a        38     0     1     1    38
 -3.8401931390254276E+01 a        39     0     1     1    39
 -1.0364406229448257E+02 a        40     0     1     1    40
 -6.8674196643033099E+01 a        41     0     1     1    41
  3.3958902957953580E+02 a        42     0     1     1    42
 -7.2629728285519022E+01 a        43     0     1     1    43
 -1.0515909363917045E+02 a        44     0     1     1    44
  1.7670765051056526E+02 a        45     0     1     1    45
 -8.3243647231746145E+00 a        46     0     1     1    46
  4.5291917062424932E+02 a        47     0     1     1    47
  4.5085642333922145E+01 a        48     0     1     1    48
 -1.7167063485339622E+02 a        49     0     1     1    49
 -8.8092556284048371E+01 a        50     0     1     1    50
 -2.3934537418408800E+02 a        51     0     2     1     1
  5.4741708230614897E+01 a        52     0     2     1     2
 -9.0884713780142874E+01 a        53     0     2     1     3
 -2.8849455498766186E+01 a        54     0     2     1     4
 -3.0163374877809014E+02 a        55     0     2     1     5
  4.1626221100219709E+01 a        56     0     2     1     6
  2.9624358061062164E+01 a        57     0     2     1     7
 -8.4788314556456285E+01 a        58     0     2     1     8
  5.3363085624701171E+01 a        59     0     2     1     9
 -7.7486430163779048E+01 a        60     0     2     1    10
 -4.2702655914858963E+02 a        61     0     2     1    11
 -1.3440228873336144E+02 a        62     0     2     1    12
 -9.8161745406798474E+01 a        63     0     2     1    13
  7.6436678035725208E+01 a        64     0     2     1    14
  3.9873639478748288E+01 a        65     0     2     1    15
  1.5159824062163793E+02 a        66     0     2     1    16
 -2.9668721713197861E+01 a        67     0     2     1    17
 -1.7592838444231131E+01 a        68     0     2     1    18
 -6.2607052657271858E+01 a        69     0     2     1    19
  5.9805119026110191E+01 a        70     0     2     1    20
 -8.9653063834104874E+00 a        71     0     2     1    21
 -1.3544887838579649E+02 a        72     0     2     1    22
  1.0486602231498297E+02 a        73     0     2     1    23
  2.6095656597281007E+01 a        74     0     2     1    24
  7.8239024946224438E+00 a        75     0     2     1    25
 -1.9636383737998301E+02 a        76     0     2     1    26
 -1.5133397537312471E+01 a        77     0     2     1    27
  2.0553338314269254E+02 a        78     0     2     1    28
 -5.2341871184365793E+01 a        79     0     2     1    29
 -7.2415401479289372E+01 a        80     0     2     1    30
 -1.4368804736162056E+02 a        81     0     2     1    31
  7.4324595659364348E+01 a        82     0     2     1    32
  1.5943307895151599E+02 a        83     0     2     1    33
  8.4440693191060063E+01 a        84     0     2     1    34
  6.5694154311035106E+01 a        85     0     2     1    35
  3.8380947223064645E+01 a        86     0     2     1    36
 -6.3051160497217410E+01 a        87     0     2     1    37
  5.9351748334196719E+00 a        88     0     2     1    38
 -3.3374390928427502E+01 a        89     0     2     1    39
 -8.4340453583534796E+01 a        90     0     2     1    40
 -6.2582491955901006E+01 a        91     0     2     1    41
  3.0349543774992981E+02 a        92     0     2     1    42
 -7.7771236518935666E+01 a        93     0     2     1    43
 -8.8591404693197234E+01 a        94     0     2     1    44
  1.5490595787458750E+02 a        95     0     2     1    45
  8.0980436730712624E-01 a        96     0     2     1    46
  3.8950899837771493E+02 a        97     0     2     1    47
  4.3403879098835134E+01 a        98     0     2     1    48
 -1.5441053192656585E+02 a        99     0     2     1    49
 -7.1487254333000209E+01 a       100     0     2     1    50
 -2.8416852575638796E+02 a       101     0     3     1     1
  1.1292700879142087E+02 a       102     0     3     1     2
 -9.4165809864042316E+01 a       103     0     3     1     3
 -7.6274685376629767E+00 a       104     0     3     1     4
 -2.6539088136429865E+02 a       105     0     3     1     5
  1.5286733467885787E+00 a       106     0     3     1     6
  2.9744908386743187E+01 a       107     0     3     1     7
 -1.6230014551628139E+02 a       108     0     3     1     8
 -2.0058801032443899E+01 a       109     0     3     1     9
 -4.7944269806272160E+01 a       110     0     3     1    10
 -3.5466157421364534E+02 a       111     0     3     1    11
 -1.5533859293186043E+02 a       112     0     3     1    12
 -5.9744475104081431E+01 a       113     0     3     1    13
  3.8852210937979855E+01 a       114     0     3     1    14
 -1.6846260588750027E+01 a       115     0     3     1    15
  1.6404225769982975E+02 a       116     0     3     1    16
 -5.2303690896823390E+01 a       117     0     3     1    17
 -2.6986731295842901E+01 a       118     0     3     1    18
 -1.4762480892443627E+01 a       119     0     3     1    19
  4.6841479339634382E+01 a       120     0     3     1    20
  8.3590995672698494E+00 a       121     0     3     1    21
 -1.8026523907936254E+02 a       122     0     3     1    22
  8.4604077043985527E+01 a       123     0     3     1    23
 -1.0225682386807023E+01 a       124     0     3     1    24
 -2.5978275547251680E+01 a       125     0     3     1    25
 -1.8723351669163944E+02 a       126     0     3     1    26
  4.6318376515592528E+00 a       127     0     3     1    27
  3.5910492115862513E+02 a       128     0     3     1    28
 -7.3387525734941846E+01 a       129     0     3     1    29
 -2.0075527090888553E+01 a       130     0     3     1    30
 -1.8605206169456119E+02 a       131     0     3     1    31
  5.9080106878254242E+01 a       132     0     3     1    32
  1.6796914373144662E+02 a       133     0     3     1    33
  6.5101016296366666E+01 a       134     0     3     1    34
  8.5402298437698235E+01 a       135     0     3     1    35
  1.1477682059681322E+02 a       136     0     3     1    36
 -7.2016640600903500E+01 a       137     0     3     1    37
 -6.2029168339491690E+01 a       138     0     3     1    38
 -3.7187507787197156E+01 a       139     0     3     1    39
 -1.3397590794710399E+02 a       140     0     3     1    40
 -5.5729959615595014E+01 a       141     0     3     1    41
  3.5555941258130707E+02 a       142     0     3     1    42
 -1.8440364208980032E+01 a       143     0     3     1    43
 -1.2306898328847396E+02 a       144     0     3     1    44
  1.8999061139037940E+02 a       145     0     3     1    45
 -4.3889399799384847E+01 a       146     0     3     1    46
  5.2653193899272844E+02 a       147     0     3     1    47
  3.6565655020920453E+01 a       148     0     3     1    48
 -1.5715871920640944E+02 a       149     0     3     1    49
 -1.1623279632205480E+02 a       150     0     3     1    50
  4.4870450242745626E+01 a       151     0     4     1     1
 -3.8025454199442805E+01 a       152     0     4     1     2
  1.0866384005202919E+01 a       153     0     4     1     3
 -4.2012990591487871E+01 a       154     0     4     1     4
 -1.1136943005797701E+01 a       155     0     4     1     5
  3.4325468901977992E+01 a       156     0     4     1     6
  6.5787956559180651E+00 a       157     0     4     1     7
  7.2418153779121809E+01 a       158     0     4     1     8
  5.8505574518315946E+01 a       159     0     4     1     9
 -4.9628636211016442E+01 a       160     0     4     1    10
 -7.0671417594406476E+00 a       161     0     4     1    11
  1.3914910901453908E+01 a       162     0     4     1    12
 -3.7188766623130348E+01 a       163     0     4     1    13
  4.8405727491032664E+01 a       164     0     4     1    14
  5.3927714200090506E+01 a       165     0     4     1    15
  1.2696648645898641E+01 a       166     0     4     1    16
  3.3473842369169752E+01 a       167     0     4     1    17
 -2.1139466830094853E+00 a       168     0     4     1    18
 -6.0350071188250453E+01 a       169     0     4     1    19
  5.0535048049843194E+00 a       170     0     4     1    20
 -4.0860138038896530E+01 a       171     0     4     1    21
  3.4030105765496891E+01 a       172     0     4     1    22
  3.5909889752158023E+01 a       173     0     4     1    23
  3.9300009462743986E+01 a       174     0     4     1    24
  2.7602763597032972E+01 a       175     0     4     1    25
 -3.0234468786450293E+01 a       176     0     4     1    26
 -2.9397879202567648E+01 a       177     0     4     1    27
 -7.0665491010112930E+01 a       178     0     4     1    28
  1.0169498213049160E+01 a       179     0     4     1    29
 -7.3128382590371331E+01 a       180     0     4     1    30
  4.7391486038478902E+01 a       181     0     4     1    31
  1.8199255696825748E+01 a       182     0     4     1    32
  1.2394364910069209E+01 a       183     0     4     1    33
  1.5698235748183235E+01 a       184     0     4     1    34
 -1.3252575784711777E+01 a       185     0     4     1    35
 -6.7313964841476164E+01 a       186     0     4     1    36
  1.4936943282801941E+01 a       187     0     4     1    37
  7.4926400294409490E+01 a       188     0     4     1    38
  1.3400448783339263E+01 a       189     0     4     1    39
  4.4467226629990165E+01 a       190     0     4     1    40
  1.4375531898980364E+01 a       191     0     4     1    41
  3.2246349455495796E+01 a       192     0     4     1    42
 -5.5703734603278029E+01 a       193     0     4     1    43
  3.1289844064701473E+01 a       194     0     4     1    44
 -1.3780180905454277E+01 a       195     0     4     1    45
  3.7369906965220494E+01 a       196     0     4     1    46
 -4.6573307922257634E+01 a       197     0     4     1    47
  2.2421280218092591E+01 a       198     0     4     1    48
  1.1396698108110519E+01 a       199     0     4     1    49
  3.3807097129435419E+01 a       200     0     4     1    50
 -3.6667908481168269E+02 a       201     0     5     1     1
  1.6999491508812301E+02 a       202     0     5     1     2
 -1.1659477855113653E+02 a       203     0     5     1     3
  2.4095746213538305E+01 a       204     0     5     1     4
 -2.8211369068528825E+02 a       205     0     5     1     5
 -3.8313192977405102E+01 a       206     0     5     1     6
  3.2759554278075122E+01 a       207     0     5     1     7
 -2.5869457563328319E+02 a       208     0     5     1     8
