################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1         35   0.0000000000000000E+00   1.7486132673073040E+00   3.2198185615901598E-01   1.9735150488347447E-01
         1         36   0.0000000000000000E+00   4.8814643126377248E+00   1.6189745400271403E+00   4.5355038693001926E-01
         1         37   0.0000000000000000E+00   2.2523146224526025E+00   5.3928050325092192E-01   2.5371075160949369E-01
         1         38   0.0000000000000000E+00   4.2429759734291466E+00   1.3834328872964656E+00   4.1986040388356810E-01
         1         39   0.0000000000000000E+00   1.5294981272050514E+00   2.7261441809264420E-01   1.6384695842052596E-01
         1         40   0.0000000000000000E+00   3.4574265194596352E+00   1.1167668021381880E+00   3.2997397781683757E-01
         1         41   0.0000000000000000E+00   6.9871131946584164E-01   1.0101676786405442E-01   5.7385725202031453E-02
         1         42   0.0000000000000000E+00   1.1749679428508668E+00   3.2004931352074956E-01   1.0434662994507511E-01
         1         43   0.0000000000000000E+00   5.5605529657847763E-01   4.7781928335960691E-02   3.8365020567984714E-02
         1         44   0.0000000000000000E+00   8.9239602311072397E-01   2.6681447399265579E-01   8.4446156217128268E-02
         2          1   3.1148653604192969E-03   2.1408307789479892E+01   1.0012967778483796E+01   1.6874138993754964E+00
         2          2   3.1668769985453930E-03   2.1530989471193877E+01   1.0063220801766601E+01   1.6978949663280378E+00
         2          3   2.6454932406605488E-03   2.0197333765343291E+01   9.4734529287596025E+00   1.5864875945618360E+00
         2          4   3.1219491312728413E-03   2.1372100760540182E+01   9.9518604049569852E+00   1.6862845696659108E+00
         2          5   1.8402575383589324E-03   1.7816782273934361E+01   8.4217880380820560E+00   1.3917930145833224E+00
         2          6   3.0243782353585572E-03   2.1028373897652152E+01   9.7132072527405580E+00   1.6614194634162203E+00
         2          7   1.0676687447398626E-03   1.4902655049662005E+01   7.1520322959386586E+00   1.1607641940456574E+00
         2          8   2.8837096214963825E-03   2.0535960554768849E+01   9.3767984493640100E+00   1.6263203578533729E+00
         2          9   5.1663095903311206E-04   1.1931343099246137E+01   5.8786493275542293E+00   9.3448044989854429E-01
         2         10   2.7062760222269296E-03   1.9919889313886621E+01   8.9652748432932139E+00   1.5830895309826645E+00
         2         11   1.3756048541569863E-03   1.9281420474707698E+01   8.8049751391838793E+00   1.5095936824586971E+00
         2         12   3.1108423086834971E-03   1.5187491922221493E+01   6.6945613267329769E+00   1.2493653022107405E+00
         2         13   5.9657729098887985E-04   1.7620371289439159E+01   7.8698416053496283E+00   1.3950637630949378E+00
         2         14   3.0509515584108801E-03   1.1499633713467004E+01   5.0551264666397842E+00   9.9638389640755909E-01
         2         15   1.1220514047317563E-04   1.5255692782522164E+01   6.5622750442601614E+00   1.2764199734836572E+00
         2         16   1.6679462018011874E-04   7.5825484658088458E+00   3.5688820429786903E+00   7.4285558626338766E-01
         2         17   4.0186684065819861E-07   1.1086269267475815E+01   4.4390180178839342E+00   1.1318388396899923E+00
         2         18   1.4340728104629307E-09   3.7301350504804063E+00   2.1293058396820719E+00   4.9400965818246279E-01
         2         19   1.5170015143338685E-08   9.5589738834453239E+00   3.7306821144411018E+00   1.0624649343595578E+00
         2         20   2.1995961916168903E-12   3.0234633363059502E+00   1.8031257075311153E+00   4.3811007365536309E-01
         2         21   0.0000000000000000E+00   1.7511270487910646E+00   7.9335536794702188E-01   2.6186063917212099E-01
         2         22   0.0000000000000000E+00   1.2108654639503774E+01   2.3539611540811491E+00   1.1445470575646768E+00
         2         23   0.0000000000000000E+00   1.2632819466290579E+00   6.4476428137795616E-01   2.5044422213415440E-01
         2         24   0.0000000000000000E+00   1.0310543621466540E+01   2.0467246479157173E+00   1.0349213812436415E+00
         2         25   0.0000000000000000E+00   1.5163997335591091E+00   7.0885093304784141E-01   2.3753074421362336E-01
         2         26   0.0000000000000000E+00   1.0452987579454822E+01   2.0365676214575812E+00   1.0199246278594369E+00
         2         27   0.0000000000000000E+00   1.1392082567861463E+00   5.7883792515055432E-01   2.2949099555237470E-01
         2         28   0.0000000000000000E+00   8.9083533116115596E+00   1.7729554053250642E+00   9.2376702826916812E-01
         2         29   0.0000000000000000E+00   4.3737802142076099E+00   1.1904991583799007E+00   3.8351306009642433E-01
         2         30   0.0000000000000000E+00   4.3737802142076099E+00   1.1904991583799007E+00   3.8351306009642433E-01
         2         31   0.0000000000000000E+00   1.1570593105430405E+01   2.2181961670329158E+00   1.0728730205141239E+00
         2         32   0.0000000000000000E+00   1.1570593105430405E+01   2.2181961670329158E+00   1.0728730205141239E+00
         2         33   0.0000000000000000E+00   1.9663175097273438E+00   7.3685712849944529E-01   2.3275600738363417E-01
         2         34   0.0000000000000000E+00   9.1631304009501537E+00   1.7645541371524605E+00   8.9720363056876751E-01
         2         35   0.0000000000000000E+00   1.1683760466045305E+00   5.5602523372701929E-01   1.9246904150489075E-01
         2         36   0.0000000000000000E+00   7.6087212499344190E+00   1.4917440020444317E+00   7.9635264713384812E-01
         2         37   0.0000000000000000E+00   2.3895127766344597E+00   7.0148585481812276E-01   2.3337617911730574E-01
         2         38   0.0000000000000000E+00   6.2954772657294198E+00   1.2269357187244070E+00   6.6532106601893160E-01
         2         39   0.0000000000000000E+00   1.1740615708019044E+00   4.5267478256938021E-01   1.4871690209201724E-01
         2         40   0.0000000000000000E+00   4.9982549457005607E+00   9.7812464647566433E-01   5.5865732532712631E-01
         2         41   0.0000000000000000E+00   4.9791041742450692E-01   1.5475051557055861E-01   5.6656638101831899E-02
         2         42   0.0000000000000000E+00   1.0893889146722173E+00   2.2873030948357601E-01   1.6337053013108804E-01
         2         43   0.0000000000000000E+00   3.0701306040544135E-01   1.0948740058529487E-01   3.9988090639052606E-02
         2         44   0.0000000000000000E+00   8.7410722958241149E-01   1.8346719449831234E-01   1.3785568539043189E-01
         3          1   0.0000000000000000E+00   1.4750678657632308E+01   8.7285804089007009E+00   1.3431815496854154E+00
         3          2   0.0000000000000000E+00   1.4820267946156394E+01   8.7791217893691691E+00   1.3499051094933385E+00
         3          3   0.0000000000000000E+00   1.3976986504005110E+01   8.2131574356689203E+00   1.2759828934204367E+00
         3          4   0.0000000000000000E+00   1.4639634479760758E+01   8.6948469745116679E+00   1.3390975776880263E+00
         3          5   0.0000000000000000E+00   1.2473048568756516E+01   7.2117880383379473E+00   1.1511736924111204E+00
         3          6   0.0000000000000000E+00   1.4254876956797050E+01   8.5149950424947640E+00   1.3167002106955386E+00
         3          7   0.0000000000000000E+00   1.0658764873260806E+01   6.0117595887241846E+00   1.0116798266747713E+00
         3          8   0.0000000000000000E+00   1.3718200580885405E+01   8.2632250174423163E+00   1.2869708845412706E+00
         3          9   0.0000000000000000E+00   8.8529600919583711E+00   4.8250603557266096E+00   8.8255721888120442E-01
         3         10   0.0000000000000000E+00   1.3145345244049292E+01   7.9580188571442578E+00   1.2537144096999562E+00
         3         11   0.0000000000000000E+00   1.2967412424901214E+01   7.5387453025588416E+00   1.2593955426801580E+00
         3         12   0.0000000000000000E+00   9.8409115662651203E+00   6.1954132137820395E+00   1.0142797002600483E+00
         3         13   0.0000000000000000E+00   1.1851192932601093E+01   6.6083614143948646E+00   1.2216750670029615E+00
         3         14   0.0000000000000000E+00   7.3802164982646907E+00   4.8944337231860695E+00   8.9401640565604601E-01
         3         15   0.0000000000000000E+00   1.0367908960588997E+01   5.3058273768001545E+00   1.2087679886871499E+00
         3         16   0.0000000000000000E+00   5.4812368020967055E+00   3.5926049141701064E+00   7.4886434122895107E-01
         3         17   0.0000000000000000E+00   7.7686477631484632E+00   3.2975461200514125E+00   1.2121741714603229E+00
         3         18   0.0000000000000000E+00   3.3560862029524161E+00   2.1148346443674448E+00   4.9800625605023491E-01
         3         19   0.0000000000000000E+00   6.9484304894267650E+00   2.6958710670303452E+00   1.1863885111825625E+00
         3         20   0.0000000000000000E+00   2.9511539609165953E+00   1.7508304365264169E+00   4.2823581904489083E-01
         3         21   0.0000000000000000E+00   1.9386901644519607E+00   3.5027300609049350E-01   2.9382396942247679E-01
         3         22   0.0000000000000000E+00   5.8612513236769592E+00   1.5896650604365621E+00   6.4039353394090770E-01
         3         23   0.0000000000000000E+00   1.4554670735185020E+00   2.4408736896090216E-01   2.1756607873276101E-01
         3         24   0.0000000000000000E+00   5.1263736004759348E+00   1.3880584973047199E+00   5.7058349914786133E-01
         3         25   0.0000000000000000E+00   1.7543019835451670E+00   3.0571430409268047E-01   2.6830778007211636E-01
         3         26   0.0000000000000000E+00   5.1777165837695689E+00   1.3569456970127158E+00   5.7249337845769688E-01
         3         27   0.0000000000000000E+00   1.3571129174146441E+00   2.1346304071244671E-01   1.9892972967185713E-01
         3         28   0.0000000000000000E+00   4.5270893026925245E+00   1.1872612657070156E+00   5.1212230115789648E-01
         3         29   0.0000000000000000E+00   3.3579736500567496E+00   6.4820502545709136E-01   4.3939447596908804E-01
         3         30   0.0000000000000000E+00   3.3579736500567496E+00   6.4820502545709136E-01   4.3939447596908804E-01
         3         31   0.0000000000000000E+00   5.7268322369846354E+00   1.4346124503085014E+00   6.3546928481436060E-01
         3         32   0.0000000000000000E+00   5.7268322369846354E+00   1.4346124503085014E+00   6.3546928481436060E-01
         3         33   0.0000000000000000E+00   2.0421025072835830E+00   3.5198990643527567E-01   3.0113873679448377E-01
         3         34   0.0000000000000000E+00   4.6425139767586154E+00   1.1383973312866864E+00   5.1582687143709882E-01
         3         35   0.0000000000000000E+00   1.4178156761742520E+00   2.2830678603727408E-01   2.2016089378291442E-01
         3         36   0.0000000000000000E+00   3.9709880247813274E+00   9.6586533266287133E-01   4.5081615756286236E-01
         3         37   0.0000000000000000E+00   2.1325256545349265E+00   3.5478751890560795E-01   2.9004273060156960E-01
         3         38   0.0000000000000000E+00   3.4136827100411100E+00   7.5331177978185349E-01   3.9407580818423071E-01
         3         39   0.0000000000000000E+00   1.3507089189173409E+00   1.9994379320681288E-01   2.0347782783256957E-01
         3         40   0.0000000000000000E+00   2.7964312271941920E+00   5.9846805408305859E-01   3.2461572943332967E-01
         3         41   0.0000000000000000E+00   6.1766868560005805E-01   6.7360319125592566E-02   8.4068129603728933E-02
         3         42   0.0000000000000000E+00   8.1679537270980551E-01   1.2595550931564595E-01   9.8822696108416791E-02
         3         43   0.0000000000000000E+00   4.2702508602451394E-01   4.1460756160929903E-02   6.1181595943950347E-02
         3         44   0.0000000000000000E+00   6.8899899662328723E-01   1.0005594635098324E-01   8.3709673968586695E-02
         4          1   0.0000000000000000E+00   1.3979486286460723E+01   8.5871978998975749E+00   1.3091862079524077E+00
         4          2   0.0000000000000000E+00   1.4066357170304812E+01   8.6438522884031457E+00   1.3179735186148533E+00
         4          3   0.0000000000000000E+00   1.3139243569970919E+01   8.0451472780536353E+00   1.2294148867269172E+00
         4          4   0.0000000000000000E+00   1.3971374188252520E+01   8.5866789023130270E+00   1.3134644881578046E+00
         4          5   0.0000000000000000E+00   1.1497008110438051E+01   6.9894138966112136E+00   1.0745171137221809E+00
         4          6   0.0000000000000000E+00   1.3767387973271758E+01   8.4637731600718205E+00   1.3038112073677197E+00
         4          7   0.0000000000000000E+00   9.6602351944523761E+00   5.7196892899028411E+00   8.8886457099577176E-01
         4          8   0.0000000000000000E+00   1.3478649903894814E+01   8.2895363621529832E+00   1.2902170754878977E+00
         4          9   0.0000000000000000E+00   7.7466041766788916E+00   4.4601173333694124E+00   7.0496279783262006E-01
         4         10   0.0000000000000000E+00   1.3122997239581821E+01   8.0745310756031863E+00   1.2735788731208326E+00
         4         11   0.0000000000000000E+00   1.2647261405302332E+01   7.4716830782198667E+00   1.1980479186845525E+00
         4         12   0.0000000000000000E+00   1.0349023069423739E+01   6.4618743222029948E+00   1.0377185705872707E+00
         4         13   0.0000000000000000E+00   1.1745844298937520E+01   6.5963916078351756E+00   1.1157077484131588E+00
         4         14   0.0000000000000000E+00   8.2023402965447207E+00   5.1901790488204105E+00   8.6547910371167469E-01
         4         15   0.0000000000000000E+00   1.0372029162431211E+01   5.3701827502636039E+00   1.0071320798346493E+00
         4         16   0.0000000000000000E+00   5.7315219102923614E+00   3.7555248905834460E+00   6.6096213293673811E-01
         4         17   0.0000000000000000E+00   8.0440368079743934E+00   3.4503325298110146E+00   8.3237825023159773E-01
         4         18   0.0000000000000000E+00   3.4139595119386672E+00   2.0819874219955983E+00   4.2205249873444212E-01
         4         19   0.0000000000000000E+00   7.2475876867604105E+00   2.8542563174364863E+00   7.6943317499832298E-01
         4         20   0.0000000000000000E+00   2.9458136930501575E+00   1.6977254995115505E+00   3.6550324494750813E-01
         4         21   0.0000000000000000E+00   6.9893030784968513E-01   1.6060880949602194E-01   7.4785345700725842E-02
         4         22   0.0000000000000000E+00   5.5622607153344532E+00   1.9067937585228754E+00   4.8777922576288640E-01
         4         23   0.0000000000000000E+00   4.6829240521491883E-01   1.0327340655574971E-01   5.1287742697380463E-02
         4         24   0.0000000000000000E+00   4.8848912351656057E+00   1.7004274628505860E+00   4.2507979298226023E-01
         4         25   0.0000000000000000E+00   6.0069501982786266E-01   1.3482566842237423E-01   6.3847411901304121E-02
         4         26   0.0000000000000000E+00   4.8470094731128617E+00   1.6484901771479930E+00   4.2929894299694216E-01
         4         27   0.0000000000000000E+00   4.0154866237822889E-01   8.6800716331377759E-02   4.3840407148309779E-02
         4         28   0.0000000000000000E+00   4.2667634543870827E+00   1.4747883725666950E+00   3.7569588352495648E-01
         4         29   0.0000000000000000E+00   1.6320620512442001E+00   4.0506418179533055E-01   1.5713915187247549E-01
         4         30   0.0000000000000000E+00   1.6320620512442001E+00   4.0506418179533055E-01   1.5713915187247549E-01
         4         31   0.0000000000000000E+00   4.9647275412423069E+00   1.6086219515083433E+00   4.5949736971243382E-01
         4         32   0.0000000000000000E+00   4.9647275412423069E+00   1.6086219515083433E+00   4.5949736971243382E-01
         4         33   0.0000000000000000E+00   7.4225192838510901E-01   1.6749721640477164E-01   7.5644606917577212E-02
         4         34   0.0000000000000000E+00   4.1698670103639026E+00   1.3710549861177845E+00   3.8136086050219697E-01
         4         35   0.0000000000000000E+00   4.3203233763218191E-01   9.2349783878310679E-02   4.5412605969953536E-02
         4         36   0.0000000000000000E+00   3.6151059419172036E+00   1.2086354532536863E+00   3.2888364696453126E-01
         4         37   0.0000000000000000E+00   9.0576932197856097E-01   1.9824792587038642E-01   8.1344283699976538E-02
         4         38   0.0000000000000000E+00   2.8153339543116083E+00   8.7894097761651113E-01   2.7207991001137533E-01
         4         39   0.0000000000000000E+00   4.0028597714847808E-01   8.1409440903897429E-02   3.9493057381317247E-02
         4         40   0.0000000000000000E+00   2.4035544856129176E+00   7.6210249265002217E-01   2.3273649308299676E-01
         4         41   0.0000000000000000E+00   1.7042997183832989E-01   2.8291931311379453E-02   1.4206565824809976E-02
         4         42   0.0000000000000000E+00   6.3071573963210703E-01   1.7157147486265131E-01   7.1533288786206808E-02
         4         43   0.0000000000000000E+00   7.9615371826421227E-02   1.1317456999418021E-02   7.3332124089257921E-03
         4         44   0.0000000000000000E+00   5.6207434092402375E-01   1.5459700055068984E-01   6.5094529287193295E-02
