################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.8627543345499991E+00 a         1     0     1     1     1
  3.3888131352744879E+00 a         2     0     1     1     2
  2.0064163108306894E+00 a         3     0     1     1     3
  7.0743288850709138E+00 a         4     0     1     1     4
 -7.7120129093189871E-01 a         5     0     1     1     5
  3.2801851096348222E-01 a         6     0     1     1     6
  9.5367053595009521E-01 a         7     0     1     1     7
 -1.9105619029172856E+00 a         8     0     1     1     8
 -3.9092874289984625E+00 a         9     0     1     1     9
 -1.3671576020203868E+00 a        10     0     1     1    10
  3.9392495804263099E+00 a        11     0     1     1    11
  4.1592805169333259E-02 a        12     0     1     1    12
  3.4691302121456848E+00 a        13     0     1     1    13
 -1.7213910508589634E+00 a        14     0     1     1    14
  3.5358184201419012E+00 a        15     0     1     1    15
 -1.4373915571062481E+00 a        16     0     1     1    16
  2.1064098548801771E-01 a        17     0     1     1    17
 -4.9278282633289781E+00 a        18     0     1     1    18
  5.0543924372739344E+00 a        19     0     1     1    19
  1.7589747149941384E+00 a        20     0     1     1    20
  2.4985497113168673E+00 a        21     0     1     1    21
  5.3585319143681787E-01 a        22     0     1     1    22
  9.3841771822545628E+00 a        23     0     1     1    23
  7.6909384363037381E+00 a        24     0     1     1    24
  4.8418648282117935E+00 a        25     0     1     1    25
  4.3590757017168134E+00 a        26     0     1     1    26
  1.7310215069642518E+00 a        27     0     1     1    27
  1.9063214016591097E+00 a        28     0     1     1    28
 -3.8161061664396034E+00 a        29     0     1     1    29
 -2.9122882217676277E-01 a        30     0     1     1    30
  4.1130358450110451E+00 a        31     0     1     1    31
  4.3741980049448630E+00 a        32     0     1     1    32
 -2.1893211609923129E+00 a        33     0     1     1    33
 -4.1134857736817025E+00 a        34     0     1     1    34
 -3.0139017356040827E+00 a        35     0     1     1    35
  2.1361719225927271E+00 a        36     0     1     1    36
  6.4995445341169511E-01 a        37     0     1     1    37
  1.1999262655475109E+00 a        38     0     1     1    38
  5.8880136798830418E-01 a        39     0     1     1    39
  2.9778906982816928E+00 a        40     0     1     1    40
  6.5653987855955203E+00 a        41     0     1     1    41
  8.9763328766247888E-02 a        42     0     1     1    42
  4.8818873771601812E-01 a        43     0     1     1    43
  3.0670298569615544E+00 a        44     0     1     1    44
  2.1692483443348283E+00 a        45     0     1     1    45
 -2.5013611666339042E+00 a        46     0     1     1    46
 -4.5661531797909678E+00 a        47     0     1     1    47
  8.5228776603030099E-01 a        48     0     1     1    48
 -3.2047942000772625E+00 a        49     0     1     1    49
 -2.4831911001997180E+00 a        50     0     1     1    50
 -1.0496868846436193E+01 a        51     0     2     1     1
  3.8495429339411484E+00 a        52     0     2     1     2
  1.7185007619034369E+00 a        53     0     2     1     3
  7.9688978379451241E+00 a        54     0     2     1     4
 -7.2344229887551292E-01 a        55     0     2     1     5
  4.7341439900569027E-01 a        56     0     2     1     6
  4.4203611437608525E-01 a        57     0     2     1     7
 -2.7179252524042385E+00 a        58     0     2     1     8
 -4.5824878993810225E+00 a        59     0     2     1     9
 -1.3811068656324670E+00 a        60     0     2     1    10
  3.7478416887226609E+00 a        61     0     2     1    11
 -6.2109144052840470E-01 a        62     0     2     1    12
  4.1403589257260753E+00 a        63     0     2     1    13
 -1.9532877571581291E+00 a        64     0     2     1    14
  3.6792854905557899E+00 a        65     0     2     1    15
 -1.5144077725672969E+00 a        66     0     2     1    16
  4.8016473199211840E-01 a        67     0     2     1    17
 -5.0536803626752960E+00 a        68     0     2     1    18
  4.6572950362739807E+00 a        69     0     2     1    19
  2.0185283133744267E+00 a        70     0     2     1    20
  2.8934753263384341E+00 a        71     0     2     1    21
  5.2172878637545872E-01 a        72     0     2     1    22
  1.0268685889506825E+01 a        73     0     2     1    23
  8.3713525412577319E+00 a        74     0     2     1    24
  4.5251468030451720E+00 a        75     0     2     1    25
  3.7664310450655107E+00 a        76     0     2     1    26
  1.8963545029745130E+00 a        77     0     2     1    27
  2.2713671902986898E+00 a        78     0     2     1    28
