################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.2743942790995062E+00 a         1     0     1     1     1
 -3.2972579836699737E+01 a         2     0     1     1     2
  3.2839518833808512E+01 a         3     0     1     1     3
  3.0641333912663701E+01 a         4     0     1     1     4
 -1.2963944947511221E+00 a         5     0     1     1     5
  2.2121567148582290E+01 a         6     0     1     1     6
 -1.5038999434450879E+01 a         7     0     1     1     7
 -3.7986316443881689E+00 a         8     0     1     1     8
  5.0135855023475040E+00 a         9     0     1     1     9
  2.7101593477080890E+01 a        10     0     1     1    10
 -1.5960235515997889E+01 a        11     0     1     1    11
  1.5693377512338499E+01 a        12     0     1     1    12
 -7.2477554778021522E+00 a        13     0     1     1    13
  3.0702574121879159E+01 a        14     0     1     1    14
  4.9442340704601648E+01 a        15     0     1     1    15
 -1.8269051029887901E+01 a        16     0     1     1    16
  1.0887792548542390E+02 a        17     0     1     1    17
  7.4548420169679190E+01 a        18     0     1     1    18
 -2.0337424072705028E+02 a        19     0     1     1    19
  1.7320470768084345E+01 a        20     0     1     1    20
  1.5238302651324103E+01 a        21     0     1     1    21
  1.3908639353036637E+01 a        22     0     1     1    22
 -1.7229858993074125E+00 a        23     0     1     1    23
  3.6516198111341168E+01 a        24     0     1     1    24
 -1.0581882895611098E+01 a        25     0     1     1    25
 -1.0729126124484925E+00 a        26     0     1     1    26
  1.7546840130780859E+02 a        27     0     1     1    27
 -1.2377050069336725E+01 a        28     0     1     1    28
  2.5957040810735535E+01 a        29     0     1     1    29
  3.6458019816899778E+01 a        30     0     1     1    30
  1.7054658776421022E+02 a        31     0     1     1    31
  3.9427098993961693E+00 a        32     0     1     1    32
  1.4874787228884502E+01 a        33     0     1     1    33
 -1.7712331894298050E+01 a        34     0     1     1    34
  1.6778221004220363E+01 a        35     0     1     1    35
  8.8139984091233572E+00 a        36     0     1     1    36
  1.3972763907968897E+02 a        37     0     1     1    37
 -6.6957535844180267E+00 a        38     0     1     1    38
 -6.1208531955263261E+00 a        39     0     1     1    39
  5.7143547917374660E+00 a        40     0     1     1    40
 -6.6652356003886692E-01 a        41     0     1     1    41
 -3.6600322556111152E+01 a        42     0     1     1    42
  3.0776690786455827E+01 a        43     0     1     1    43
 -5.7511490386760748E+01 a        44     0     1     1    44
  5.9259508829608878E+00 a        45     0     1     1    45
  5.9603336254946644E+00 a        46     0     1     1    46
 -8.8779885815241055E+00 a        47     0     1     1    47
  1.1623556094668780E+01 a        48     0     1     1    48
 -1.0698580814678749E+01 a        49     0     1     1    49
 -2.4344309715267292E+00 a        50     0     1     1    50
  1.5611378156678775E+00 a        51     0     2     1     1
 -3.5284022827422156E+01 a        52     0     2     1     2
  2.3554227429228735E+01 a        53     0     2     1     3
  2.8269313801748883E+01 a        54     0     2     1     4
 -5.0613882002257533E+00 a        55     0     2     1     5
  1.9163205819318929E+01 a        56     0     2     1     6
 -1.1978543053878806E+01 a        57     0     2     1     7
 -5.8651902261358533E+00 a        58     0     2     1     8
  4.6355158081226584E+00 a        59     0     2     1     9
  2.9636104687829935E+01 a        60     0     2     1    10
 -1.4908796604270483E+01 a        61     0     2     1    11
  6.8501984669916949E+00 a        62     0     2     1    12
 -7.1715867218906695E+00 a        63     0     2     1    13
  3.0202727111256905E+01 a        64     0     2     1    14
  3.7253687035587554E+01 a        65     0     2     1    15
 -1.7895785908176563E+01 a        66     0     2     1    16
  8.5875808118787972E+01 a        67     0     2     1    17
  5.5919909283442905E+01 a        68     0     2     1    18
 -1.5845496120645831E+02 a        69     0     2     1    19
  1.8866191013793014E+01 a        70     0     2     1    20
  1.7850974681820475E+01 a        71     0     2     1    21
  1.9076163202951509E+01 a        72     0     2     1    22
 -7.3795226655400870E-01 a        73     0     2     1    23
  3.9579347426930163E+01 a        74     0     2     1    24
 -1.4231047714606529E+01 a        75     0     2     1    25
 -6.9608212510111722E-01 a        76     0     2     1    26
  1.4380827641782912E+02 a        77     0     2     1    27
 -1.1702573801810289E+01 a        78     0     2     1    28
  2.2136600413671118E+01 a        79     0     2     1    29
  3.8570422248889862E+01 a        80     0     2     1    30
  1.3678502502083657E+02 a        81     0     2     1    31
 -3.1131880495511388E+00 a        82     0     2     1    32
  7.3790801048887094E+00 a        83     0     2     1    33
 -1.9415351540031036E+01 a        84     0     2     1    34
  1.9346995303371909E+01 a        85     0     2     1    35
  8.3435656620804863E+00 a        86     0     2     1    36
  1.1501922887803244E+02 a        87     0     2     1    37
 -1.1461181878973452E+00 a        88     0     2     1    38
 -3.7107923940872460E+00 a        89     0     2     1    39
  2.2731187356551188E+00 a        90     0     2     1    40
 -2.1025577055949687E+00 a        91     0     2     1    41
 -2.9478273082431816E+01 a        92     0     2     1    42
  2.2448997233070813E+01 a        93     0     2     1    43
 -4.8612700367603175E+01 a        94     0     2     1    44
  7.9692301712951359E+00 a        95     0     2     1    45
  4.6163889817586794E+00 a        96     0     2     1    46
 -9.1114539553398141E-02 a        97     0     2     1    47
  1.3752124552199792E+01 a        98     0     2     1    48
 -7.4857355365115836E+00 a        99     0     2     1    49
  1.5873765485995208E+00 a       100     0     2     1    50
 -2.4036959464631252E+01 a       101     0     3     1     1
 -6.7937881502736195E+00 a       102     0     3     1     2
  5.3908696268972541E+01 a       103     0     3     1     3
  2.8054490259087729E+01 a       104     0     3     1     4
  1.4479537646499665E+01 a       105     0     3     1     5
  2.4345974618248313E+01 a       106     0     3     1     6
 -1.4220274544714401E+01 a       107     0     3     1     7
  3.6018110105812595E+00 a       108     0     3     1     8
  4.4150622312607997E+00 a       109     0     3     1     9
  6.6994005101809337E+00 a       110     0     3     1    10
 -1.3360399990322403E+01 a       111     0     3     1    11
  4.5075550200081551E+01 a       112     0     3     1    12
 -5.0311484854110997E+00 a       113     0     3     1    13
  1.8045662248472702E+01 a       114     0     3     1    14
  7.9117964139968237E+01 a       115     0     3     1    15
 -1.1369813949034423E+01 a       116     0     3     1    16
  1.6479329851231986E+02 a       117     0     3     1    17
  1.2238993799765571E+02 a       118     0     3     1    18
 -3.1896814750387762E+02 a       119     0     3     1    19
  4.6462194553159586E+00 a       120     0     3     1    20
  9.5938975827284956E-01 a       121     0     3     1    21
 -1.1160520255342487E+01 a       122     0     3     1    22
 -3.0333810171400604E+00 a       123     0     3     1    23
  8.2737443488543239E+00 a       124     0     3     1    24
  6.0436499605148715E+00 a       125     0     3     1    25
 -6.5771517300767135E-01 a       126     0     3     1    26
  2.3398721111452826E+02 a       127     0     3     1    27
 -1.1093339617229086E+01 a       128     0     3     1    28
  3.0741494600272407E+01 a       129     0     3     1    29
  1.4670192770075277E+01 a       130     0     3     1    30
  2.4912588497100765E+02 a       131     0     3     1    31
  3.1570350014341635E+01 a       132     0     3     1    32
  3.7281526694752422E+01 a       133     0     3     1    33
 -5.4264137938169652E+00 a       134     0     3     1    34
 -4.2579543303912426E-01 a       135     0     3     1    35
  7.6716205651670117E+00 a       136     0     3     1    36
  1.7699531649787491E+02 a       137     0     3     1    37
 -2.7479793270903738E+01 a       138     0     3     1    38
 -1.2545272136771088E+01 a       139     0     3     1    39
  1.7589525012154088E+01 a       140     0     3     1    40
  4.3002854579573198E+00 a       141     0     3     1    41
 -5.1509976562349863E+01 a       142     0     3     1    42
  5.1792463229456828E+01 a       143     0     3     1    43
 -6.4547825172653617E+01 a       144     0     3     1    44
 -5.3222617663432041E+00 a       145     0     3     1    45
  6.7348606880145239E+00 a       146     0     3     1    46
 -4.5515194379025274E+01 a       147     0     3     1    47
  1.1653464403542424E+00 a       148     0     3     1    48
 -2.0131471263354200E+01 a       149     0     3     1    49
 -1.7173645105399011E+01 a       150     0     3     1    50
  2.5805970735333410E+01 a       151     0     4     1     1
 -2.3748735390491888E+01 a       152     0     4     1     2
 -3.2651868824182998E+01 a       153     0     4     1     3
  5.4235508116526905E+00 a       154     0     4     1     4
 -1.7610882285039953E+01 a       155     0     4     1     5
 -6.8942225223074294E+00 a       156     0     4     1     6
  2.2047465309642458E+01 a       157     0     4     1     7
 -1.1343761742223151E+01 a       158     0     4     1     8
  3.6147238774370858E+00 a       159     0     4     1     9
  3.1488806424447823E+01 a       160     0     4     1    10
 -2.8061639611010869E+00 a       161     0     4     1    11
 -3.5438965538969292E+01 a       162     0     4     1    12
 -4.2119309355016537E+00 a       163     0     4     1    13
  7.7356222937566432E+00 a       164     0     4     1    14
 -3.1546015046992082E+01 a       165     0     4     1    15
 -3.9307863088563706E+00 a       166     0     4     1    16
 -3.2479626250940271E+01 a       167     0     4     1    17
 -4.4139381514366804E+01 a       168     0     4     1    18
  6.2134067434027358E+01 a       169     0     4     1    19
  1.4966387857626717E+01 a       170     0     4     1    20
  2.1340111550430841E+01 a       171     0     4     1    21
  3.0932705230408626E+01 a       172     0     4     1    22
  5.8960597894069693E+00 a       173     0     4     1    23
  3.4714581673182025E+01 a       174     0     4     1    24
 -2.7015051552878596E+01 a       175     0     4     1    25
  4.9648171298172086E+00 a       176     0     4     1    26
 -4.4418375808055238E+01 a       177     0     4     1    27
 -4.1961983216490024E+00 a       178     0     4     1    28
 -6.4398975178505555E+00 a       179     0     4     1    29
  3.2044354538886111E+01 a       180     0     4     1    30
 -3.4522325404204111E+01 a       181     0     4     1    31
 -2.8583992966960523E+01 a       182     0     4     1    32
 -3.1901936867954923E+01 a       183     0     4     1    33
 -1.9050277598005856E+01 a       184     0     4     1    34
  2.1510626162907073E+01 a       185     0     4     1    35
 -1.5283327620363754E-01 a       186     0     4     1    36
 -5.1446931656461082E+01 a       187     0     4     1    37
  2.5242066325145846E+01 a       188     0     4     1    38
  7.4180251847766829E+00 a       189     0     4     1    39
 -1.2035815808641017E+01 a       190     0     4     1    40
 -7.5475640504688100E+00 a       191     0     4     1    41
  1.1965155320820799E+01 a       192     0     4     1    42
 -2.4468794906657486E+01 a       193     0     4     1    43
  2.6160453282151401E+01 a       194     0     4     1    44
  1.2019072090928260E+01 a       195     0     4     1    45
 -8.5975453648648941E+00 a       196     0     4     1    46
  2.6742590581017282E+01 a       197     0     4     1    47
  1.8314436265490855E+01 a       198     0     4     1    48
  1.1410602173149552E+01 a       199     0     4     1    49
  1.7253072734452719E+01 a       200     0     4     1    50
 -5.2370368769332167E+01 a       201     0     5     1     1
  2.0153061753993565E+01 a       202     0     5     1     2
  9.4774906852455572E+01 a       203     0     5     1     3
  2.3870266472876580E+01 a       204     0     5     1     4
  3.3818399191206069E+01 a       205     0     5     1     5
  3.4371930178826361E+01 a       206     0     5     1     6
 -4.2482115501641488E+01 a       207     0     5     1     7
  1.4297534514544290E+01 a       208     0     5     1     8
  3.4740770006598987E+00 a       209     0     5     1     9
 -2.2401508802398293E+01 a       210     0     5     1    10
 -1.0143657201000892E+01 a       211     0     5     1    11
  8.8429459380691512E+01 a       212     0     5     1    12
 -1.2133669894298309E+00 a       213     0     5     1    13
  1.1743801589027717E+01 a       214     0     5     1    14
  1.2305793172718894E+02 a       215     0     5     1    15
 -1.1225688994783258E+01 a       216     0     5     1    16
  2.0796050106689233E+02 a       217     0     5     1    17
  1.7762108464755477E+02 a       218     0     5     1    18
 -4.0170230126597056E+02 a       219     0     5     1    19
 -9.8325220163607110E+00 a       220     0     5     1    20
 -1.9269972385932682E+01 a       221     0     5     1    21
 -4.3633278270678318E+01 a       222     0     5     1    22
 -6.0339563924315778E+00 a       223     0     5     1    23
 -2.7202120182503570E+01 a       224     0     5     1    24
  2.9959305662262857E+01 a       225     0     5     1    25
 -4.0604062204127018E+00 a       226     0     5     1    26
  2.9532452117144356E+02 a       227     0     5     1    27
 -9.0623603728743980E+00 a       228     0     5     1    28
  4.3284889039394450E+01 a       229     0     5     1    29
 -1.3019305776142700E+01 a       230     0     5     1    30
  2.9858817280016865E+02 a       231     0     5     1    31
  6.8113484129528047E+01 a       232     0     5     1    32
  7.0763915929420961E+01 a       233     0     5     1    33
  1.2775003635145747E+01 a       234     0     5     1    34
 -2.2981720547069280E+01 a       235     0     5     1    35
  6.7835833898140807E+00 a       236     0     5     1    36
  2.4989643359711039E+02 a       237     0     5     1    37
 -5.6630598768859173E+01 a       238     0     5     1    38
 -2.1769719613579610E+01 a       239     0     5     1    39
  3.5655640858842524E+01 a       240     0     5     1    40
  1.3525231783819601E+01 a       241     0     5     1    41
 -6.6786136964040054E+01 a       242     0     5     1    42
  8.2027370163051316E+01 a       243     0     5     1    43
 -9.8321982560440475E+01 a       244     0     5     1    44
 -2.1027680722336584E+01 a       245     0     5     1    45
  1.5129604558119940E+01 a       246     0     5     1    46
 -7.5223860280194600E+01 a       247     0     5     1    47
 -1.6001391619330192E+01 a       248     0     5     1    48
 -3.6679917345048750E+01 a       249     0     5     1    49
 -3.8227817071587673E+01 a       250     0     5     1    50
  6.1068124246845869E+01 a       251     0     6     1     1
 -6.1490899905135450E+00 a       252     0     6     1     2
 -1.1457794152629320E+02 a       253     0     6     1     3
 -2.8971577595766544E+01 a       254     0     6     1     4
 -3.5708258703537872E+01 a       255     0     6     1     5
 -4.3342594981356214E+01 a       256     0     6     1     6
  7.5484535820930148E+01 a       257     0     6     1     7
 -1.8850973641616687E+01 a       258     0     6     1     8
  3.8761547203968155E-01 a       259     0     6     1     9
  3.0754847801273471E+01 a       260     0     6     1    10
  1.5316293740824200E+01 a       261     0     6     1    11
 -9.6116207515793974E+01 a       262     0     6     1    12
  1.4663876838072831E+00 a       263     0     6     1    13
 -2.8749725172169342E+01 a       264     0     6     1    14
 -1.3270459384210957E+02 a       265     0     6     1    15
