################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.9495727832739018E+01 a         1     0     1     1     1
  9.7327356663469175E+01 a         2     0     1     1     2
 -1.3048591871836068E+01 a         3     0     1     1     3
 -3.1329517984066516E+01 a         4     0     1     1     4
 -2.3491681154249552E+01 a         5     0     1     1     5
 -1.1940962452845019E+01 a         6     0     1     1     6
 -1.2156373497618167E+01 a         7     0     1     1     7
 -3.2344516609645751E+01 a         8     0     1     1     8
  2.0882256143581706E+01 a         9     0     1     1     9
 -2.7348383614383639E+01 a        10     0     1     1    10
  1.9375466774313013E+00 a        11     0     1     1    11
 -4.2281868455911628E+01 a        12     0     1     1    12
  4.6670721975229892E+00 a        13     0     1     1    13
  3.4942301982697749E+01 a        14     0     1     1    14
 -1.2802096347371485E+01 a        15     0     1     1    15
  1.0074480906656113E+02 a        16     0     1     1    16
  4.0354604653518500E+01 a        17     0     1     1    17
 -7.3709352902296255E+00 a        18     0     1     1    18
 -1.7044475997256487E+01 a        19     0     1     1    19
  2.2244324275769563E+00 a        20     0     1     1    20
  5.6217614926596973E+00 a        21     0     1     1    21
 -3.7337877168898082E+01 a        22     0     1     1    22
  1.9920277302396567E+01 a        23     0     1     1    23
  2.0105795831796282E+01 a        24     0     1     1    24
 -1.1661848108773240E+01 a        25     0     1     1    25
 -7.1757559115456914E+01 a        26     0     1     1    26
  1.5412614728065245E+01 a        27     0     1     1    27
  1.9098417659268776E+02 a        28     0     1     1    28
 -2.8681548528914767E+01 a        29     0     1     1    29
  1.0017071844626484E+01 a        30     0     1     1    30
 -3.4989307586786772E+01 a        31     0     1     1    31
  1.3688567140593319E+01 a        32     0     1     1    32
  7.1722705176983879E+01 a        33     0     1     1    33
 -2.5095902923869357E+01 a        34     0     1     1    34
 -6.2866823858851042E+00 a        35     0     1     1    35
  1.8665973717900087E+01 a        36     0     1     1    36
  2.5585228590365237E+01 a        37     0     1     1    37
 -2.3521174931222856E+01 a        38     0     1     1    38
  4.1067929345658207E+00 a        39     0     1     1    39
  2.3545552686177370E+01 a        40     0     1     1    40
  8.0639298821042544E+00 a        41     0     1     1    41
  1.3382934993531279E+02 a        42     0     1     1    42
  2.3681734327469112E+01 a        43     0     1     1    43
 -6.8296276151471602E+01 a        44     0     1     1    44
  4.1095530163245023E+01 a        45     0     1     1    45
 -6.5468043714954165E+00 a        46     0     1     1    46
  2.8307394545512335E+02 a        47     0     1     1    47
  3.8289135751389971E+01 a        48     0     1     1    48
 -1.7920733392172053E+01 a        49     0     1     1    49
 -7.1608073155133782E+00 a        50     0     1     1    50
 -1.2581632492786367E+01 a        51     0     2     1     1
  8.7169795983405066E+01 a        52     0     2     1     2
 -9.0347135292115421E+00 a        53     0     2     1     3
 -3.3025276300728812E+01 a        54     0     2     1     4
 -1.8757282346577931E+01 a        55     0     2     1     5
 -1.1948668533759109E+01 a        56     0     2     1     6
 -1.4040745401922729E+01 a        57     0     2     1     7
 -2.1248459067480255E+01 a        58     0     2     1     8
  2.2661355350773263E+01 a        59     0     2     1     9
 -2.2133314080863446E+01 a        60     0     2     1    10
  3.0586163768697133E-01 a        61     0     2     1    11
 -3.6222978184346744E+01 a        62     0     2     1    12
  4.2886581117797942E+00 a        63     0     2     1    13
  3.7615201400237005E+01 a        64     0     2     1    14
 -6.2964230481315671E+00 a        65     0     2     1    15
  8.9032672470775779E+01 a        66     0     2     1    16
  4.2255591635650497E+01 a        67     0     2     1    17
 -7.8322413136800950E+00 a        68     0     2     1    18
 -1.7533272364003601E+01 a        69     0     2     1    19
  1.9720609458226715E-01 a        70     0     2     1    20
  6.8278670892342905E+00 a        71     0     2     1    21
 -3.9145212497679069E+01 a        72     0     2     1    22
  2.0997723629070332E+01 a        73     0     2     1    23
  1.7608633894594050E+01 a        74     0     2     1    24
 -1.2791248557278868E+01 a        75     0     2     1    25
 -6.3784835319684539E+01 a        76     0     2     1    26
  1.5372016840780788E+01 a        77     0     2     1    27
  1.6362568231282125E+02 a        78     0     2     1    28
 -2.4718241451631236E+01 a        79     0     2     1    29
  1.3458426452812189E+01 a        80     0     2     1    30
 -3.3085035171078211E+01 a        81     0     2     1    31
  9.4508415801885910E+00 a        82     0     2     1    32
  6.6657183688671694E+01 a        83     0     2     1    33
 -2.4621528620283513E+01 a        84     0     2     1    34
 -1.0725527150768302E+01 a        85     0     2     1    35
  2.1192456487711613E+01 a        86     0     2     1    36
  2.3557450745928140E+01 a        87     0     2     1    37
 -1.0194336059416766E+01 a        88     0     2     1    38
  3.3587862337278303E+00 a        89     0     2     1    39
  2.3502579490622061E+01 a        90     0     2     1    40
  4.6030291992930721E+00 a        91     0     2     1    41
  1.1689475200777640E+02 a        92     0     2     1    42
  1.9171948919871575E+01 a        93     0     2     1    43
 -5.7169584321713110E+01 a        94     0     2     1    44
  3.8128083171296993E+01 a        95     0     2     1    45
  4.1940451063273336E+00 a        96     0     2     1    46
  2.5512286255207607E+02 a        97     0     2     1    47
  3.8729638401770025E+01 a        98     0     2     1    48
 -1.2904155612038878E+01 a        99     0     2     1    49
 -1.7386954227379363E+00 a       100     0     2     1    50
 -3.8591633438672147E+01 a       101     0     3     1     1
  9.7904344205524652E+01 a       102     0     3     1     2
 -2.1980665397891521E+01 a       103     0     3     1     3
 -1.2694744055357713E+01 a       104     0     3     1     4
 -2.8630633809081601E+01 a       105     0     3     1     5
 -6.3393931696121140E+00 a       106     0     3     1     6
 -4.8310556886317130E-01 a       107     0     3     1     7
 -6.0128371613974622E+01 a       108     0     3     1     8
  7.1895460391178934E-01 a       109     0     3     1     9
 -3.6566174027559612E+01 a       110     0     3     1    10
  1.3561856708399091E+01 a       111     0     3     1    11
 -4.9363419933002547E+01 a       112     0     3     1    12
  5.0236099839061730E+00 a       113     0     3     1    13
  1.0396432763229857E+01 a       114     0     3     1    14
 -3.1620950373815145E+01 a       115     0     3     1    15
  1.0609886075501495E+02 a       116     0     3     1    16
  1.7130559852308181E+01 a       117     0     3     1    17
 -2.9533042639458009E+00 a       118     0     3     1    18
 -1.1742192700432078E+01 a       119     0     3     1    19
  7.7566893378626496E+00 a       120     0     3     1    20
 -4.7468271391746324E+00 a       121     0     3     1    21
 -1.7228735738807718E+01 a       122     0     3     1    22
  7.3912215171219993E+00 a       123     0     3     1    23
  2.0268593983964081E+01 a       124     0     3     1    24
 -5.2194273110435736E+00 a       125     0     3     1    25
