################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.5673442097966488E+00 a         1     0     1     1     1
 -2.5764471112104061E+01 a         2     0     1     1     2
  1.2155778676921807E+01 a         3     0     1     1     3
  8.3663962336728339E+00 a         4     0     1     1     4
 -2.0831299848133558E+00 a         5     0     1     1     5
 -7.3000568407525854E+00 a         6     0     1     1     6
 -2.5931129974116072E+01 a         7     0     1     1     7
 -1.5244434932781127E+01 a         8     0     1     1     8
  6.3650125654194145E+00 a         9     0     1     1     9
  2.2227313540380102E+01 a        10     0     1     1    10
 -4.9534448385875347E+00 a        11     0     1     1    11
  5.4328084209959586E+00 a        12     0     1     1    12
 -8.1170665309903445E+00 a        13     0     1     1    13
  1.8482027719839408E+01 a        14     0     1     1    14
  2.1675596606978218E+01 a        15     0     1     1    15
 -1.5537379665963821E+01 a        16     0     1     1    16
  8.4785388538831029E+01 a        17     0     1     1    17
  7.0114708377770455E+01 a        18     0     1     1    18
 -1.4174814866389386E+02 a        19     0     1     1    19
  2.0164353541069453E+01 a        20     0     1     1    20
  8.8351717292819689E+00 a        21     0     1     1    21
  2.7452223614266731E+00 a        22     0     1     1    22
  2.1781977781853437E+00 a        23     0     1     1    23
  2.1308713125412062E+01 a        24     0     1     1    24
 -8.0334393543587286E+00 a        25     0     1     1    25
  4.9292743599023980E+00 a        26     0     1     1    26
  1.5752073849620260E+02 a        27     0     1     1    27
 -7.9864851364272180E+00 a        28     0     1     1    28
  8.2279238161806116E+00 a        29     0     1     1    29
  2.4880227316526511E+01 a        30     0     1     1    30
  1.5830627981042190E+02 a        31     0     1     1    31
 -9.6774389214551366E+00 a        32     0     1     1    32
  1.9034443528573000E+01 a        33     0     1     1    33
 -1.0994511839449540E+01 a        34     0     1     1    34
 -3.3179433424324691E+00 a        35     0     1     1    35
  2.6951030254029957E+00 a        36     0     1     1    36
  9.7609410174726065E+01 a        37     0     1     1    37
 -5.7040287692348661E+00 a        38     0     1     1    38
  1.3943037562595721E+01 a        39     0     1     1    39
  1.7564590441183061E+01 a        40     0     1     1    40
 -2.0556757942557915E+01 a        41     0     1     1    41
 -3.7941690402234229E+01 a        42     0     1     1    42
  2.6689402238362668E+01 a        43     0     1     1    43
 -5.1638182636471257E+01 a        44     0     1     1    44
  1.6963162693921467E+00 a        45     0     1     1    45
  1.0385642975065450E+01 a        46     0     1     1    46
  7.9280918021431646E+00 a        47     0     1     1    47
  1.4164366995343721E+01 a        48     0     1     1    48
 -3.7662828129865136E+00 a        49     0     1     1    49
  3.4136126219256546E+00 a        50     0     1     1    50
  1.2547533699570186E+01 a        51     0     2     1     1
 -2.6750298552003205E+01 a        52     0     2     1     2
  3.6759870304676858E+00 a        53     0     2     1     3
  7.0470565181980556E+00 a        54     0     2     1     4
 -8.2935035215736637E+00 a        55     0     2     1     5
 -9.6481052004721626E+00 a        56     0     2     1     6
 -2.5087327811582114E+01 a        57     0     2     1     7
 -1.7103797987631797E+01 a        58     0     2     1     8
  6.1774327940905449E+00 a        59     0     2     1     9
  2.3798780324312713E+01 a        60     0     2     1    10
 -4.5648621242277061E+00 a        61     0     2     1    11
 -4.2733809286172173E+00 a        62     0     2     1    12
 -8.4153997319645431E+00 a        63     0     2     1    13
  1.8764057816050624E+01 a        64     0     2     1    14
  7.7887861235413647E+00 a        65     0     2     1    15
 -1.6540705867148304E+01 a        66     0     2     1    16
  6.4084630481730215E+01 a        67     0     2     1    17
  5.1390413289512146E+01 a        68     0     2     1    18
 -1.0559583164051070E+02 a        69     0     2     1    19
  2.0905245406112122E+01 a        70     0     2     1    20
  1.1094562988132232E+01 a        71     0     2     1    21
  8.3849050099641094E+00 a        72     0     2     1    22
  3.8063329176027620E+00 a        73     0     2     1    23
  2.3496689439287032E+01 a        74     0     2     1    24
 -9.9772036943533422E+00 a        75     0     2     1    25
  5.2806268837291057E+00 a        76     0     2     1    26
  1.2632703147604896E+02 a        77     0     2     1    27
 -7.7347597445609297E+00 a        78     0     2     1    28
  7.8920362105051627E+00 a        79     0     2     1    29
  2.6619120717441028E+01 a        80     0     2     1    30
  1.3053531423421114E+02 a        81     0     2     1    31
 -1.7172542087338059E+01 a        82     0     2     1    32
  1.3122004633728006E+01 a        83     0     2     1    33
 -1.1982091227244938E+01 a        84     0     2     1    34
 -2.9765987550005111E+00 a        85     0     2     1    35
  1.3737295024194598E+00 a        86     0     2     1    36
  7.6298182756643143E+01 a        87     0     2     1    37
  3.9751590757840249E-01 a        88     0     2     1    38
  1.6634298296519187E+01 a        89     0     2     1    39
  1.3588686381001175E+01 a        90     0     2     1    40
 -2.3023706229003409E+01 a        91     0     2     1    41
 -3.1119372891043682E+01 a        92     0     2     1    42
  2.0003500044026474E+01 a        93     0     2     1    43
 -4.2495709086712822E+01 a        94     0     2     1    44
  2.1623458365742225E+00 a        95     0     2     1    45
  1.0522125141193293E+01 a        96     0     2     1    46
  1.3797973741210644E+01 a        97     0     2     1    47
  1.5559184113444953E+01 a        98     0     2     1    48
  1.0497674844402978E+00 a        99     0     2     1    49
  6.9621098178742802E+00 a       100     0     2     1    50
 -1.8676609918383264E+01 a       101     0     3     1     1
 -7.9986256310990900E+00 a       102     0     3     1     2
  3.9767150756582865E+01 a       103     0     3     1     3
  9.6135466208061278E+00 a       104     0     3     1     4
  2.3806545396946202E+01 a       105     0     3     1     5
  5.4703078930170692E+00 a       106     0     3     1     6
 -1.2479152246868932E+01 a       107     0     3     1     7
 -6.2429008483505166E+00 a       108     0     3     1     8
  4.0364514921715013E+00 a       109     0     3     1     9
  7.3121869143145437E+00 a       110     0     3     1    10
 -3.6458959114238794E+00 a       111     0     3     1    11
  4.1976156476656186E+01 a       112     0     3     1    12
 -3.5911148527529337E+00 a       113     0     3     1    13
  7.4595198733671051E+00 a       114     0     3     1    14
  6.8151849370176379E+01 a       115     0     3     1    15
 -4.2799076120442709E+00 a       116     0     3     1    16
