################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.6597146730890726E+00 a         1     0     1     1     1
  8.7110520468310042E+01 a         2     0     1     1     2
  6.3882735954995793E+00 a         3     0     1     1     3
 -1.8911011026554466E+01 a         4     0     1     1     4
  9.9689528856026506E+00 a         5     0     1     1     5
 -1.2941590947989475E+01 a         6     0     1     1     6
 -1.5697997749206520E+01 a         7     0     1     1     7
 -1.0817579338582819E+01 a         8     0     1     1     8
  1.7572211691807798E+01 a         9     0     1     1     9
 -2.0194666553772318E+01 a        10     0     1     1    10
  2.9818681652550520E+01 a        11     0     1     1    11
 -1.7365409984616804E+01 a        12     0     1     1    12
 -6.1438064359862317E+00 a        13     0     1     1    13
  2.1671180689904283E+01 a        14     0     1     1    14
 -1.8891016139246496E+01 a        15     0     1     1    15
  5.5834250716847428E+01 a        16     0     1     1    16
  1.2919630350998915E+01 a        17     0     1     1    17
  1.5134308649461583E+00 a        18     0     1     1    18
 -6.4408541205717942E+00 a        19     0     1     1    19
 -1.2536912299401850E+00 a        20     0     1     1    20
  1.4894057132896348E+01 a        21     0     1     1    21
 -2.9934763840765765E+01 a        22     0     1     1    22
  7.0783130357970538E+00 a        23     0     1     1    23
  1.4639362094998242E+01 a        24     0     1     1    24
  1.4698431060271959E+00 a        25     0     1     1    25
 -4.2180240994254007E+01 a        26     0     1     1    26
  4.3212599632125732E+00 a        27     0     1     1    27
  1.6492541307835188E+02 a        28     0     1     1    28
 -1.5865447712449015E+01 a        29     0     1     1    29
  1.3181477095585260E+01 a        30     0     1     1    30
 -4.8459237848867351E+00 a        31     0     1     1    31
 -4.5884875371338021E+00 a        32     0     1     1    32
  6.9263236910660993E+01 a        33     0     1     1    33
 -2.1355268529372264E+01 a        34     0     1     1    34
 -1.0973227680036860E+01 a        35     0     1     1    35
  1.4513789747132011E+01 a        36     0     1     1    36
  3.1759872230067845E+01 a        37     0     1     1    37
 -2.8765912280063535E+01 a        38     0     1     1    38
 -3.9041641671608156E+00 a        39     0     1     1    39
  8.1761855195988673E+00 a        40     0     1     1    40
  3.3302826954667317E+01 a        41     0     1     1    41
  1.0728009457374331E+02 a        42     0     1     1    42
  2.5180634561915102E+01 a        43     0     1     1    43
 -5.5171077944152429E+01 a        44     0     1     1    44
  3.9636311424534568E+01 a        45     0     1     1    45
  3.6887038219337640E+00 a        46     0     1     1    46
  2.2060470459018953E+02 a        47     0     1     1    47
  2.4054744566369191E+01 a        48     0     1     1    48
 -5.6516080220039422E+00 a        49     0     1     1    49
 -1.5438535139325099E+01 a        50     0     1     1    50
 -1.5485798852322974E+00 a        51     0     2     1     1
  8.0314993386159983E+01 a        52     0     2     1     2
  7.5210799097594956E+00 a        53     0     2     1     3
 -1.8946135455721553E+01 a        54     0     2     1     4
  1.3698210763889001E+01 a        55     0     2     1     5
 -1.2765450600280872E+01 a        56     0     2     1     6
 -1.8593432279100533E+01 a        57     0     2     1     7
 -2.4275849106505212E+00 a        58     0     2     1     8
  1.7222571311100825E+01 a        59     0     2     1     9
 -1.6049816140436583E+01 a        60     0     2     1    10
  2.3280649080735785E+01 a        61     0     2     1    11
 -1.3542671013489246E+01 a        62     0     2     1    12
 -6.0747546613697514E+00 a        63     0     2     1    13
  2.4591036320409877E+01 a        64     0     2     1    14
 -1.3657395455629494E+01 a        65     0     2     1    15
